Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,54,270200,227000
2021-07-26,72,291700,116000
2021-07-23,39,134600,211100
2021-07-22,67,233800,116100
2021-07-21,35,51600,94700
2021-07-20,64,169600,94800
2021-07-19,57,174900,124200
2021-07-16,47,57500,63600
2021-07-15,62,59800,37100
2021-07-14,49,97500,100800
2021-07-13,46,129500,154300
2021-07-12,28,145100,377800
2021-07-09,32,80900,172000
2021-07-08,22,79700,280100
2021-07-07,46,214300,248800
2021-07-06,0,0,0
2021-07-05,50,437200,437200
2021-07-02,47,145800,162100
2021-07-01,34,96300,183400
2021-06-30,24,64100,204400
2021-06-29,45,184700,228200
2021-06-28,50,204400,202100
