Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,89,218300,27100
2021-07-26,60,271800,177700
2021-07-23,52,123900,115600
2021-07-22,70,166600,71600
2021-07-21,66,151100,77300
2021-07-20,78,177900,51400
2021-07-19,66,274200,142400
2021-07-16,80,523500,131200
2021-07-15,93,630700,44300
2021-07-14,40,15400,23000
2021-07-13,26,35700,101100
2021-07-12,36,30400,55200
2021-07-09,56,242500,192300
2021-07-08,63,166300,96800
2021-07-07,54,327400,277900
2021-07-06,0,0,0
2021-07-05,50,487300,487300
2021-07-02,55,193400,161100
2021-07-01,56,150000,116500
2021-06-30,72,288900,111800
2021-06-29,28,50900,123600
2021-06-28,32,87700,186100
