Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,45,2392400,2935000
2021-07-26,57,3331300,2406100
2021-07-23,60,2376900,1583600
2021-07-22,51,2043400,1953100
2021-07-21,56,2477800,1860900
2021-07-20,42,949100,1314300
2021-07-19,55,2602900,2162200
2021-07-16,53,1663300,1478100
2021-07-15,52,959500,886800
2021-07-14,33,912600,1825700
2021-07-13,56,1298100,967900
2021-07-12,55,2607600,2176500
2021-07-09,52,1915000,1776100
2021-07-08,46,1243600,1444600
2021-07-07,59,1117200,773900
2021-07-06,0,0,0
2021-07-05,50,4190200,4190200
2021-07-02,49,561000,578300
2021-07-01,52,436400,398700
2021-06-30,40,179800,268900
2021-06-29,34,322400,628400
2021-06-28,43,528500,710900
