Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,62,374400,226200
2021-07-26,47,83800,94700
2021-07-23,30,56500,131600
2021-07-22,55,130400,105400
2021-07-21,45,82400,102000
2021-07-20,50,71500,72400
2021-07-19,39,99100,155800
2021-07-16,66,201500,104700
2021-07-15,56,76700,58000
2021-07-14,39,96500,150300
2021-07-13,47,138700,154000
2021-07-12,43,209400,272900
2021-07-09,36,158500,280600
2021-07-08,28,56300,140900
2021-07-07,39,158900,243500
2021-07-06,0,0,0
2021-07-05,95,622500,30400
2021-07-02,28,147700,376300
2021-07-01,39,157600,245800
2021-06-30,21,65800,244600
2021-06-29,30,72000,171300
2021-06-28,41,186800,268100
