Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,54,2050000,1769700
2021-07-26,47,1595300,1812000
2021-07-23,49,1699700,1802700
2021-07-22,66,3165800,1666200
2021-07-21,49,1107500,1167700
2021-07-20,64,3911400,2239900
2021-07-19,39,3062600,4753700
2021-07-16,35,1583300,2941400
2021-07-15,61,2150800,1385300
2021-07-14,50,4249600,4273200
2021-07-13,66,6566200,3318500
2021-07-12,38,2344200,3825600
2021-07-09,33,3074600,6266700
2021-07-08,41,2218300,3136200
2021-07-07,41,3431500,4987000
2021-07-06,0,0,0
2021-07-05,50,8395000,8395000
2021-07-02,48,2100600,2285000
2021-07-01,56,4485300,3551600
2021-06-30,60,3219600,2167400
2021-06-29,34,1237800,2438500
2021-06-28,68,7067600,3350900
