Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,39,2167600,3396000
2021-07-26,55,1622900,1328100
2021-07-23,43,1297400,1736200
2021-07-22,62,2244600,1399600
2021-07-21,53,1717900,1514100
2021-07-20,50,2186100,2143000
2021-07-19,36,1311700,2305300
2021-07-16,37,818700,1402800
2021-07-15,55,2789500,2251300
2021-07-14,43,1553600,2093900
2021-07-13,49,1394000,1437400
2021-07-12,41,3380300,4930800
2021-07-09,38,1555900,2575200
2021-07-08,35,1699300,3176400
2021-07-07,57,4381400,3226400
2021-07-06,0,0,0
2021-07-05,50,4553400,4553400
2021-07-02,52,1719000,1610600
2021-07-01,43,1638800,2189300
2021-06-30,54,3050400,2649900
2021-06-29,57,3515700,2576100
2021-06-28,55,4029400,3280800
