Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,37,520800,900300
2021-07-26,51,657500,634400
2021-07-23,44,526000,679000
2021-07-22,65,1401500,763600
2021-07-21,43,317200,424000
2021-07-20,62,746100,450000
2021-07-19,24,460300,1424300
2021-07-16,39,308600,478900
2021-07-15,59,538400,379400
2021-07-14,49,349500,369300
2021-07-13,60,596700,405000
2021-07-12,40,1055500,1616600
2021-07-09,28,424200,1058800
2021-07-08,28,314400,815100
2021-07-07,48,1090400,1185400
2021-07-06,0,0,0
2021-07-05,50,2257300,2257300
2021-07-02,43,622900,830000
2021-07-01,32,510700,1086700
2021-06-30,49,847500,896900
2021-06-29,49,829200,876800
2021-06-28,51,869000,831300
