Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,34,403400,789600
2021-07-26,56,957600,722800
2021-07-23,42,924500,1252400
2021-07-22,65,1388100,740500
2021-07-21,44,468400,597900
2021-07-20,49,406300,427900
2021-07-19,39,327000,501500
2021-07-16,42,170500,239500
2021-07-15,59,236500,163000
2021-07-14,34,188000,359800
2021-07-13,36,212300,376900
2021-07-12,34,561900,1076600
2021-07-09,26,382000,1062200
2021-07-08,26,269500,759000
2021-07-07,41,556100,815400
2021-07-06,0,0,0
2021-07-05,50,2524800,2524800
2021-07-02,49,968500,1025800
2021-07-01,63,719000,429300
2021-06-30,37,237200,410500
2021-06-29,40,425700,632300
2021-06-28,47,375000,418600
