Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,45,1670700,2072900
2021-07-26,50,813300,813400
2021-07-23,41,1947100,2766000
2021-07-22,54,1396300,1185900
2021-07-21,31,885600,1945200
2021-07-20,63,1656400,966300
2021-07-19,34,1341100,2635100
2021-07-16,35,1095400,2047800
2021-07-15,53,1871600,1691900
2021-07-14,40,1273000,1906400
2021-07-13,42,1294100,1782600
2021-07-12,34,2277100,4477600
2021-07-09,40,1495000,2281800
2021-07-08,32,1251400,2714700
2021-07-07,56,3903200,2958300
2021-07-06,0,0,0
2021-07-05,50,5016800,5016800
2021-07-02,47,2272700,2560500
2021-07-01,54,3150000,2685200
2021-06-30,40,1415400,2140600
2021-06-29,49,2404800,2507100
2021-06-28,55,3058000,2472400
