Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,58,1083700,780100
2021-07-26,56,1083300,837100
2021-07-23,34,447100,873600
2021-07-22,52,652300,601100
2021-07-21,30,418800,971100
2021-07-20,46,547800,635100
2021-07-19,36,682500,1204800
2021-07-16,41,790400,1149700
2021-07-15,67,947700,466700
2021-07-14,34,609100,1197400
2021-07-13,41,450300,640300
2021-07-12,40,1532800,2333000
2021-07-09,42,745600,1044200
2021-07-08,42,603400,822300
2021-07-07,44,1055700,1345900
2021-07-06,0,0,0
2021-07-05,50,3612800,3612800
2021-07-02,31,2059800,4684800
2021-07-01,32,738600,1575300
2021-06-30,28,358800,861300
2021-06-29,42,832400,1151800
2021-06-28,55,2007500,1675300
