Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,27,932900,2522600
2021-07-26,56,1595500,1214300
2021-07-23,49,1293100,1329400
2021-07-22,64,1726300,972100
2021-07-21,56,2049900,1550100
2021-07-20,39,1443400,2233000
2021-07-19,52,2714100,2504000
2021-07-16,53,1596300,1393800
2021-07-15,56,1520700,1213200
2021-07-14,56,2510400,1894800
2021-07-13,55,1393800,1146600
2021-07-12,39,766200,1188600
2021-07-09,66,2953800,1530100
2021-07-08,50,972500,966800
2021-07-07,41,481500,703400
2021-07-06,0,0,0
2021-07-05,50,1197100,1197100
2021-07-02,32,373100,781900
2021-07-01,46,534000,637600
2021-06-30,48,712200,763000
2021-06-29,38,809300,1298000
2021-06-28,32,375600,791200
