Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,48,757200,830000
2021-07-26,49,1069100,1098600
2021-07-23,39,1325100,2034300
2021-07-22,61,1456900,928300
2021-07-21,46,1462000,1734100
2021-07-20,57,1415300,1025300
2021-07-19,43,954300,1279000
2021-07-16,56,1316300,1011600
2021-07-15,48,1581000,1716700
2021-07-14,53,1529100,1376700
2021-07-13,40,1118900,1658000
2021-07-12,49,1460700,1549500
2021-07-09,38,729100,1189200
2021-07-08,31,496300,1103200
2021-07-07,53,1537400,1386300
2021-07-06,0,0,0
2021-07-05,50,2765200,2765200
2021-07-02,43,810500,1071200
2021-07-01,45,1017700,1241700
2021-06-30,53,1458100,1317600
2021-06-29,55,1320100,1065200
2021-06-28,41,745000,1084300
