Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,59,6919400,4840800
2021-07-26,42,1755600,2414900
2021-07-23,51,6472400,6224400
2021-07-22,57,5388800,3926300
2021-07-21,34,1538900,2976600
2021-07-20,54,4239500,3664700
2021-07-19,36,4221300,7563800
2021-07-16,46,2823400,3254900
2021-07-15,56,3694200,2794300
2021-07-14,45,3007000,3694000
2021-07-13,51,6006600,5804500
2021-07-12,37,6606100,11428000
2021-07-09,39,5459700,8541000
2021-07-08,39,2708500,4308100
2021-07-07,52,5924300,5375500
2021-07-06,0,0,0
2021-07-05,50,15564100,15564100
2021-07-02,34,2364600,4511300
2021-07-01,45,3539300,4377700
2021-06-30,53,4378600,3925500
2021-06-29,38,3132000,5093900
2021-06-28,44,3103000,3917700
