Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,37,702400,1210700
2021-07-26,60,1072200,725700
2021-07-23,74,4020400,1397700
2021-07-22,68,1699000,799600
2021-07-21,40,306800,463900
2021-07-20,52,414400,376900
2021-07-19,40,447800,674500
2021-07-16,44,385500,495600
2021-07-15,53,534200,473000
2021-07-14,30,513700,1218900
2021-07-13,27,454800,1201000
2021-07-12,30,1061100,2444000
2021-07-09,65,1453500,777400
2021-07-08,45,457900,570000
2021-07-07,43,732900,972800
2021-07-06,0,0,0
2021-07-05,50,611500,611500
2021-07-02,30,143800,329900
2021-07-01,60,588400,397900
2021-06-30,32,161500,347100
2021-06-29,42,200700,276200
2021-06-28,60,536900,353700
