Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,48,391800,417100
2021-07-26,50,706100,698400
2021-07-23,40,562600,850000
2021-07-22,53,590400,531900
2021-07-21,56,910700,703500
2021-07-20,60,239700,160500
2021-07-19,61,380600,238700
2021-07-16,63,1573500,938000
2021-07-15,72,235600,91200
2021-07-14,52,104900,95300
2021-07-13,53,190900,166200
2021-07-12,43,225000,301600
2021-07-09,47,230500,255400
2021-07-08,40,84400,126000
2021-07-07,56,346700,260800
2021-07-06,0,0,0
2021-07-05,92,355400,31100
2021-07-02,54,333200,286400
2021-07-01,55,208300,167800
2021-06-30,38,170000,276500
2021-06-29,34,107700,211300
2021-06-28,45,224600,278700
