Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,37,1758500,3017500
2021-07-26,62,4138000,2586400
2021-07-23,46,3270400,3764000
2021-07-22,68,10197800,4837900
2021-07-21,40,720300,1077100
2021-07-20,54,1865000,1609700
2021-07-19,55,4885100,4038700
2021-07-16,61,931700,598600
2021-07-15,43,693500,917400
2021-07-14,66,1970800,1030100
2021-07-13,69,1148700,518700
2021-07-12,40,1536900,2308400
2021-07-09,59,2042800,1428000
2021-07-08,62,1697600,1026700
2021-07-07,53,2241300,1954400
2021-07-06,0,0,0
2021-07-05,50,1918500,1918500
2021-07-02,39,833400,1309800
2021-07-01,50,1137600,1141100
2021-06-30,61,1410300,909500
2021-06-29,53,1820900,1617600
2021-06-28,38,600600,970200
