Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,62,2121100,1282700
2021-07-26,60,1685200,1119500
2021-07-23,55,1583200,1292100
2021-07-22,66,1341700,706300
2021-07-21,72,1405300,535200
2021-07-20,61,1178900,752800
2021-07-19,42,1024900,1433500
2021-07-16,56,1148000,912200
2021-07-15,61,1076600,700500
2021-07-14,54,1173400,1003900
2021-07-13,65,1435400,788500
2021-07-12,36,931100,1674300
2021-07-09,64,1249800,705800
2021-07-08,64,1761700,1003300
2021-07-07,65,1678600,902600
2021-07-06,0,0,0
2021-07-05,50,2034500,2034500
2021-07-02,66,1954700,1002500
2021-07-01,62,2056700,1269500
2021-06-30,52,1088600,1021000
2021-06-29,49,2313000,2370600
2021-06-28,36,1473700,2663300
