Stock,B,S,G,BB,BS,BG
HPG,5844,5162,682,63.0,41.0,22.0
TCB,4009,4373,-364,64.0,71.0,-7.0
MBB,3564,2829,735,33.0,47.0,-14.0
VPB,1327,1356,-29,109.0,114.0,-5.0
STB,2688,2754,-66,87.0,78.0,9.0
SSI,2881,2150,731,34.0,29.0,5.0
CTG,2448,4413,-1965,11.0,10.0,1.0
SHB,2441,1359,1082,97.0,94.0,3.0
HSG,2160,1971,189,20.0,18.0,2.0
NVL,678,622,56,6.0,5.0,1.0
KBC,1415,1160,255,7.0,9.0,-2.0
VHM,774,952,-178,17.0,15.0,2.0
FLC,2555,2198,357,64.0,37.0,27.0
ACB,1432,1902,-470,5.0,9.0,-4.0
HCM,1211,1329,-118,3.0,5.0,-2.0
PVS,1365,861,504,68.0,43.0,25.0
VND,1605,1487,118,9.0,13.0,-4.0
SHS,976,817,159,17.0,14.0,3.0
VCB,1159,1343,-184,1.0,1.0,0.0
VIB,606,1042,-436,6.0,3.0,3.0
BSR,2047,1039,1008,54.0,35.0,19.0
GVR,747,1121,-374,8.0,5.0,3.0
VNM,1165,1217,-52,16.0,44.0,-28.0
FPT,951,1073,-122,18.0,18.0,0.0
MSN,879,710,169,9.0,28.0,-19.0
PDR,579,438,141,72.0,79.0,-7.0
LPB,1205,1656,-451,18.0,20.0,-2.0
HDG,572,360,212,6.0,5.0,1.0
VIC,948,1163,-215,21.0,41.0,-20.0
DGC,420,1090,-670,6.0,13.0,-7.0
MWG,404,452,-48,18.0,19.0,-1.0
TPB,771,1075,-304,7.0,15.0,-8.0
ROS,2615,1828,787,4.0,2.0,2.0
GEX,517,465,52,13.0,17.0,-4.0
FIT,426,335,91,6.0,8.0,-2.0
BID,584,788,-204,6.0,8.0,-2.0
IJC,752,855,-103,2.0,16.0,-14.0
NKG,386,492,-106,28.0,33.0,-5.0
VCI,642,610,32,5.0,14.0,-9.0
DXG,530,544,-14,12.0,8.0,4.0
VRE,1042,667,375,8.0,2.0,6.0
POW,1738,1022,716,12.0,17.0,-5.0
GMD,549,527,22,5.0,7.0,-2.0
PLX,460,471,-11,2.0,8.0,-6.0
PVD,656,540,116,13.0,11.0,2.0
HDB,709,786,-77,4.0,10.0,-6.0
KDH,432,323,109,11.0,0.0,11.0
AAA,745,732,13,1.0,3.0,-2.0
PNJ,329,411,-82,1.0,5.0,-4.0
MBS,572,570,2,2.0,8.0,-6.0
FRT,639,457,182,6.0,6.0,0.0
KDC,333,138,195,64.0,25.0,39.0
GAS,301,397,-96,5.0,8.0,-3.0
AGG,386,137,249,32.0,17.0,15.0
SCR,836,614,222,8.0,11.0,-3.0
DBC,269,317,-48,9.0,13.0,-4.0
HNG,1291,849,442,3.0,2.0,1.0
PVT,450,519,-69,5.0,5.0,0.0
TCH,983,693,290,5.0,13.0,-8.0
DIG,398,533,-135,1.0,1.0,0.0
AAS,416,403,13,0.0,0.0,0.0
ITA,1309,735,574,0.0,1.0,-1.0
DGW,242,273,-31,11.0,9.0,2.0
APH,390,196,194,3.0,2.0,1.0
VJC,416,168,248,0.0,0.0,0.0
PET,584,993,-409,1.0,22.0,-21.0
NVB,337,334,3,0.0,3.0,-3.0
VGT,614,556,58,4.0,1.0,3.0
SBT,755,519,236,11.0,10.0,1.0
NLG,154,350,-196,12.0,6.0,6.0
TLH,346,474,-128,0.0,3.0,-3.0
IDC,216,405,-189,15.0,16.0,-1.0
AGR,702,657,45,0.0,1.0,-1.0
DRC,272,243,29,4.0,6.0,-2.0
ART,575,410,165,9.0,3.0,6.0
SBS,501,534,-33,0.0,1.0,-1.0
VHC,429,255,174,2.0,1.0,1.0
DCM,542,523,19,2.0,3.0,-1.0
BVH,532,412,120,3.0,3.0,0.0
HAH,280,427,-147,1.0,3.0,-2.0
BMI,46,72,-26,0.0,0.0,0.0
BVS,231,323,-92,4.0,0.0,4.0
HBC,646,456,190,5.0,1.0,4.0
HDC,164,179,-15,1.0,0.0,1.0
CTS,471,445,26,2.0,0.0,2.0
CII,312,317,-5,1.0,3.0,-2.0
REE,164,348,-184,0.0,3.0,-3.0
PHR,196,170,26,0.0,0.0,0.0
TNG,161,193,-32,0.0,4.0,-4.0
BSI,308,325,-17,1.0,2.0,-1.0
CKG,319,282,37,0.0,0.0,0.0
CRE,105,52,53,8.0,0.0,8.0
VPI,151,20,131,30.0,1.0,29.0
CTD,74,89,-15,0.0,1.0,-1.0
ORS,137,166,-29,5.0,2.0,3.0
CTR,111,89,22,4.0,7.0,-3.0
NTL,134,178,-44,1.0,3.0,-2.0
VDS,237,331,-94,0.0,0.0,0.0
KLF,578,355,223,10.0,3.0,7.0
