Stock,B,S,G,BB,BS,BG
CKG,142,217,-75,0.0,0.0,0.0
VHC,198,227,-29,0.0,1.0,-1.0
HBC,238,446,-208,3.0,4.0,-1.0
SBS,230,151,79,1.0,3.0,-2.0
VPG,236,326,-90,0.0,2.0,-2.0
LHG,172,230,-58,0.0,2.0,-2.0
VGT,210,199,11,1.0,1.0,0.0
GAS,81,427,-346,0.0,0.0,0.0
SMC,374,336,38,6.0,3.0,3.0
REE,78,546,-468,1.0,3.0,-2.0
NTC,20,30,-10,0.0,0.0,0.0
NAF,203,76,127,0.0,4.0,-4.0
HVH,98,168,-70,0.0,0.0,0.0
HUT,80,144,-64,1.0,2.0,-1.0
TLH,146,173,-27,0.0,0.0,0.0
ASM,452,417,35,4.0,4.0,0.0
MST,19,46,-27,0.0,0.0,0.0
SHI,71,30,41,0.0,0.0,0.0
CII,150,159,-9,1.0,0.0,1.0
AGR,156,215,-59,0.0,0.0,0.0
ART,118,101,17,0.0,3.0,-3.0
BSI,293,125,168,0.0,1.0,-1.0
HQC,223,242,-19,0.0,0.0,0.0
VCG,149,29,120,0.0,0.0,0.0
CTS,275,285,-10,2.0,1.0,1.0
PHR,65,109,-44,0.0,1.0,-1.0
AAS,110,147,-37,0.0,0.0,0.0
PHC,80,70,10,0.0,0.0,0.0
KLF,114,77,37,2.0,1.0,1.0
TTF,233,241,-8,0.0,0.0,0.0
VPI,110,68,42,33.0,4.0,29.0
APS,217,108,109,0.0,1.0,-1.0
PLP,66,70,-4,0.0,0.0,0.0
KSB,117,148,-31,0.0,0.0,0.0
BVS,80,125,-45,1.0,1.0,0.0
DHC,60,51,9,1.0,4.0,-3.0
PAN,326,358,-32,8.0,7.0,1.0
VTP,98,77,21,0.0,0.0,0.0
BII,88,89,-1,0.0,1.0,-1.0
MHC,92,91,1,0.0,0.0,0.0
SAB,70,60,10,2.0,1.0,1.0
HPX,13,13,0,2.0,1.0,1.0
PC1,59,58,1,0.0,0.0,0.0
EVG,37,17,20,0.0,0.0,0.0
LTG,130,105,25,3.0,1.0,2.0
NHH,69,30,39,1.0,0.0,1.0
HVN,121,269,-148,0.0,0.0,0.0
DLG,172,172,0,0.0,0.0,0.0
TVC,38,28,10,0.0,0.0,0.0
BMI,151,127,24,2.0,1.0,1.0
OIL,87,147,-60,1.0,1.0,0.0
NDN,257,148,109,1.0,3.0,-2.0
HID,83,56,27,0.0,0.0,0.0
PTB,234,175,59,2.0,2.0,0.0
TCL,82,98,-16,0.0,0.0,0.0
PAS,32,8,24,0.0,0.0,0.0
DCL,29,52,-23,0.0,0.0,0.0
QNS,61,41,20,1.0,1.0,0.0
NTL,367,524,-157,0.0,4.0,-4.0
EIB,90,229,-139,1.0,0.0,1.0
VGI,65,44,21,0.0,0.0,0.0
VDS,84,137,-53,0.0,0.0,0.0
TDM,115,110,5,1.0,0.0,1.0
TSC,116,92,24,0.0,0.0,0.0
ANV,113,138,-25,0.0,0.0,0.0
APG,163,101,62,0.0,0.0,0.0
FTS,80,113,-33,0.0,0.0,0.0
FCN,63,93,-30,0.0,0.0,0.0
LCG,142,160,-18,0.0,0.0,0.0
HAG,84,84,0,0.0,0.0,0.0
QTP,19,52,-33,0.0,0.0,0.0
CEO,265,227,38,3.0,3.0,0.0
LDG,244,229,15,0.0,0.0,0.0
VNE,25,43,-18,0.0,0.0,0.0
HHS,113,146,-33,0.0,0.0,0.0
HII,125,92,33,2.0,0.0,2.0
S99,87,110,-23,1.0,0.0,1.0
AMD,148,149,-1,0.0,0.0,0.0
GIL,241,195,46,8.0,8.0,0.0
DRH,67,78,-11,0.0,0.0,0.0
KOS,110,70,40,0.0,0.0,0.0
TDC,52,58,-6,0.0,0.0,0.0
HAI,127,113,14,0.0,0.0,0.0
D2D,33,43,-10,0.0,0.0,0.0
CTD,32,61,-29,1.0,1.0,0.0
PLC,16,34,-18,0.0,0.0,0.0
BCG,180,242,-62,0.0,0.0,0.0
SJS,252,72,180,0.0,0.0,0.0
FIR,63,59,4,0.0,0.0,0.0
HCD,118,123,-5,0.0,0.0,0.0
TVN,56,48,8,0.0,0.0,0.0
HAX,102,132,-30,0.0,0.0,0.0
IDI,76,103,-27,0.0,0.0,0.0
TIG,50,24,26,0.0,0.0,0.0
DPG,167,128,39,1.0,0.0,1.0
VEA,40,29,11,0.0,0.0,0.0
PVC,73,86,-13,0.0,0.0,0.0
FMC,89,120,-31,0.0,0.0,0.0
TV2,80,49,31,0.0,1.0,-1.0
LAS,112,90,22,1.0,1.0,0.0
VOC,20,8,12,0.0,0.0,0.0
MBG,34,37,-3,0.0,0.0,0.0
DRI,74,33,41,0.0,0.0,0.0
ELC,52,36,16,0.0,0.0,0.0
GEG,65,76,-11,0.0,1.0,-1.0
NT2,40,41,-1,0.0,0.0,0.0
AMV,35,46,-11,0.0,0.0,0.0
C4G,27,29,-2,0.0,0.0,0.0
EVF,40,22,18,0.0,0.0,0.0
MSR,18,52,-34,0.0,0.0,0.0
BFC,84,54,30,0.0,0.0,0.0
CTI,43,36,7,1.0,0.0,1.0
PPC,7,26,-19,0.0,0.0,0.0
HT1,95,70,25,0.0,0.0,0.0
IDJ,27,33,-6,0.0,0.0,0.0
LSS,31,58,-27,0.0,0.0,0.0
BCC,45,32,13,0.0,0.0,0.0
TVB,37,19,18,0.0,0.0,0.0
PVP,31,32,-1,0.0,0.0,0.0
DVN,93,66,27,0.0,0.0,0.0
DAH,76,55,21,0.0,0.0,0.0
