Stock,B,S,G,BB,BS,BG
ROS,408,503.0,-95.0,0.0,0.0,0.0
SBT,158,155.0,3.0,1.0,2.0,-1.0
PLX,193,176.0,17.0,4.0,3.0,1.0
KDH,926,578.0,348.0,17.0,8.0,9.0
NLG,698,442.0,256.0,9.0,8.0,1.0
FIT,165,151.0,14.0,0.0,2.0,-2.0
TCM,56,46.0,10.0,0.0,2.0,-2.0
DRC,218,250.0,-32.0,1.0,3.0,-2.0
PNJ,220,183.0,37.0,3.0,0.0,3.0
DCM,791,464.0,327.0,5.0,3.0,2.0
CRE,146,68.0,78.0,12.0,4.0,8.0
MBS,611,693.0,-82.0,8.0,18.0,-10.0
VIB,255,427.0,-172.0,1.0,4.0,-3.0
IDC,95,119.0,-24.0,4.0,8.0,-4.0
DPM,371,204.0,167.0,3.0,2.0,1.0
PET,251,209.0,42.0,2.0,0.0,2.0
SCR,292,319.0,-27.0,1.0,1.0,0.0
ITA,266,296.0,-30.0,1.0,1.0,0.0
PVT,153,213.0,-60.0,0.0,0.0,0.0
ORS,39,65.0,-26.0,0.0,0.0,0.0
BWE,186,217.0,-31.0,0.0,1.0,-1.0
DGW,241,145.0,96.0,17.0,6.0,11.0
TNG,110,175.0,-65.0,3.0,5.0,-2.0
HNG,1355,0.0,1355.0,3.0,0.0,3.0
CKG,185,156.0,29.0,0.0,0.0,0.0
VHC,146,168.0,-22.0,0.0,1.0,-1.0
HBC,159,217.0,-58.0,0.0,0.0,0.0
SBS,172,177.0,-5.0,0.0,0.0,0.0
VPG,194,139.0,55.0,4.0,3.0,1.0
LHG,235,466.0,-231.0,0.0,1.0,-1.0
VGT,163,142.0,21.0,0.0,3.0,-3.0
GAS,131,146.0,-15.0,2.0,1.0,1.0
SMC,219,164.0,55.0,2.0,4.0,-2.0
REE,72,103.0,-31.0,0.0,2.0,-2.0
NTC,15,17.0,-2.0,2.0,2.0,0.0
NAF,301,80.0,221.0,1.0,8.0,-7.0
HVH,42,41.0,1.0,0.0,0.0,0.0
HUT,57,83.0,-26.0,0.0,2.0,-2.0
TLH,127,153.0,-26.0,0.0,0.0,0.0
ASM,218,215.0,3.0,0.0,1.0,-1.0
MST,28,25.0,3.0,1.0,1.0,0.0
SHI,29,36.0,-7.0,0.0,0.0,0.0
CII,97,136.0,-39.0,2.0,0.0,2.0
AGR,192,214.0,-22.0,0.0,0.0,0.0
ART,84,104.0,-20.0,2.0,1.0,1.0
BSI,90,100.0,-10.0,0.0,2.0,-2.0
HQC,174,217.0,-43.0,0.0,0.0,0.0
VCG,174,18.0,156.0,0.0,0.0,0.0
CTS,161,204.0,-43.0,0.0,0.0,0.0
PHR,79,110.0,-31.0,0.0,3.0,-3.0
AAS,102,132.0,-30.0,0.0,0.0,0.0
PHC,61,44.0,17.0,0.0,0.0,0.0
KLF,93,107.0,-14.0,1.0,1.0,0.0
TTF,205,198.0,7.0,0.0,1.0,-1.0
VPI,60,25.0,35.0,12.0,1.0,11.0
APS,116,122.0,-6.0,0.0,0.0,0.0
PLP,34,33.0,1.0,0.0,0.0,0.0
KSB,95,91.0,4.0,1.0,0.0,1.0
BVS,47,94.0,-47.0,0.0,0.0,0.0
DHC,10,19.0,-9.0,0.0,1.0,-1.0
PAN,219,131.0,88.0,1.0,1.0,0.0
VTP,43,57.0,-14.0,0.0,0.0,0.0
BII,111,77.0,34.0,0.0,1.0,-1.0
MHC,105,181.0,-76.0,0.0,0.0,0.0
SAB,43,33.0,10.0,0.0,2.0,-2.0
HPX,11,6.0,5.0,4.0,3.0,1.0
PC1,38,50.0,-12.0,0.0,0.0,0.0
EVG,26,17.0,9.0,3.0,0.0,3.0
LTG,95,67.0,28.0,0.0,0.0,0.0
NHH,87,25.0,62.0,1.0,0.0,1.0
HVN,204,143.0,61.0,0.0,0.0,0.0
DLG,173,169.0,4.0,0.0,0.0,0.0
TVC,60,27.0,33.0,0.0,0.0,0.0
BMI,127,129.0,-2.0,0.0,0.0,0.0
OIL,58,73.0,-15.0,0.0,0.0,0.0
NDN,145,126.0,19.0,0.0,1.0,-1.0
HID,59,78.0,-19.0,0.0,0.0,0.0
PTB,341,122.0,219.0,18.0,1.0,17.0
TCL,103,104.0,-1.0,0.0,0.0,0.0
PAS,23,18.0,5.0,0.0,0.0,0.0
DCL,16,15.0,1.0,0.0,0.0,0.0
QNS,73,160.0,-87.0,0.0,1.0,-1.0
NTL,244,199.0,45.0,1.0,1.0,0.0
EIB,58,77.0,-19.0,0.0,2.0,-2.0
VGI,52,46.0,6.0,0.0,0.0,0.0
VDS,68,53.0,15.0,0.0,0.0,0.0
TDM,215,228.0,-13.0,0.0,1.0,-1.0
TSC,60,73.0,-13.0,0.0,0.0,0.0
ANV,123,103.0,20.0,0.0,0.0,0.0
APG,92,71.0,21.0,0.0,0.0,0.0
FTS,115,95.0,20.0,0.0,0.0,0.0
FCN,73,71.0,2.0,0.0,0.0,0.0
LCG,90,104.0,-14.0,0.0,0.0,0.0
HAG,627,312.0,315.0,1.0,6.0,-5.0
QTP,33,71.0,-38.0,0.0,0.0,0.0
CEO,93,141.0,-48.0,1.0,1.0,0.0
LDG,143,197.0,-54.0,0.0,0.0,0.0
VNE,19,20.0,-1.0,0.0,0.0,0.0
HHS,55,94.0,-39.0,0.0,0.0,0.0
HII,79,59.0,20.0,0.0,0.0,0.0
S99,46,69.0,-23.0,0.0,1.0,-1.0
AMD,119,104.0,15.0,0.0,0.0,0.0
GIL,176,86.0,90.0,1.0,0.0,1.0
DRH,48,76.0,-28.0,0.0,0.0,0.0
KOS,102,68.0,34.0,0.0,0.0,0.0
TDC,24,26.0,-2.0,0.0,0.0,0.0
HAI,78,116.0,-38.0,0.0,0.0,0.0
D2D,12,32.0,-20.0,0.0,1.0,-1.0
CTD,28,32.0,-4.0,0.0,0.0,0.0
PLC,20,42.0,-22.0,0.0,0.0,0.0
BCG,80,79.0,1.0,0.0,0.0,0.0
SJS,31,35.0,-4.0,0.0,0.0,0.0
FIR,60,36.0,24.0,0.0,0.0,0.0
HCD,94,82.0,12.0,0.0,0.0,0.0
TVN,38,40.0,-2.0,0.0,0.0,0.0
HAX,75,104.0,-29.0,0.0,0.0,0.0
IDI,53,39.0,14.0,0.0,0.0,0.0
TIG,40,16.0,24.0,0.0,0.0,0.0
DPG,331,168.0,163.0,2.0,0.0,2.0
VEA,44,48.0,-4.0,1.0,0.0,1.0
PVC,49,52.0,-3.0,0.0,0.0,0.0
FMC,124,95.0,29.0,2.0,0.0,2.0
TV2,34,25.0,9.0,0.0,0.0,0.0
LAS,374,239.0,135.0,3.0,0.0,3.0
VOC,20,23.0,-3.0,0.0,0.0,0.0
MBG,38,37.0,1.0,0.0,0.0,0.0
DRI,55,28.0,27.0,0.0,0.0,0.0
ELC,52,41.0,11.0,0.0,0.0,0.0
GEG,33,43.0,-10.0,0.0,0.0,0.0
NT2,80,37.0,43.0,0.0,0.0,0.0
AMV,36,46.0,-10.0,0.0,0.0,0.0
C4G,19,22.0,-3.0,0.0,0.0,0.0
EVF,30,40.0,-10.0,0.0,0.0,0.0
MSR,22,35.0,-13.0,0.0,0.0,0.0
BFC,99,66.0,33.0,0.0,0.0,0.0
CTI,37,26.0,11.0,0.0,0.0,0.0
PPC,32,52.0,-20.0,0.0,2.0,-2.0
HT1,48,44.0,4.0,0.0,0.0,0.0
IDJ,33,35.0,-2.0,0.0,0.0,0.0
LSS,34,64.0,-30.0,0.0,0.0,0.0
BCC,20,35.0,-15.0,0.0,0.0,0.0
TVB,56,55.0,1.0,0.0,0.0,0.0
PVP,28,36.0,-8.0,0.0,0.0,0.0
DVN,32,22.0,10.0,0.0,0.0,0.0
DAH,30,20.0,10.0,0.0,0.0,0.0
