Stock,B,S,G,BB,BS,BG
TPB,668,532,136,11.0,17.0,-6.0
BID,703,774,-71,14.0,8.0,6.0
TCH,842,1616,-774,3.0,13.0,-10.0
GAS,457,427,30,6.0,12.0,-6.0
CII,385,543,-158,7.0,5.0,2.0
ROS,1029,1388,-359,3.0,5.0,-2.0
DCM,875,1130,-255,5.0,6.0,-1.0
NVB,647,367,280,21.0,40.0,-19.0
MWG,188,453,-265,8.0,11.0,-3.0
VRE,716,924,-208,22.0,11.0,11.0
PVT,964,935,29,9.0,11.0,-2.0
SCR,838,712,126,10.0,8.0,2.0
DIG,1086,1903,-817,12.0,28.0,-16.0
KDC,144,115,29,14.0,11.0,3.0
HBC,1562,1298,264,16.0,12.0,4.0
FIT,1076,701,375,53.0,17.0,36.0
VGT,1290,1164,126,12.0,26.0,-14.0
VHC,334,579,-245,1.0,14.0,-13.0
HUT,405,308,97,4.0,6.0,-2.0
BVH,480,615,-135,11.0,18.0,-7.0
CTR,382,270,112,5.0,17.0,-12.0
AGG,596,198,398,4.0,11.0,-7.0
ITA,1207,1688,-481,1.0,2.0,-1.0
OIL,286,654,-368,5.0,5.0,0.0
DRC,732,828,-96,9.0,14.0,-5.0
TNG,947,903,44,7.0,36.0,-29.0
DBC,350,500,-150,5.0,46.0,-41.0
CEO,373,283,90,2.0,2.0,0.0
KDH,251,719,-468,0.0,11.0,-11.0
DLG,843,1214,-371,0.0,0.0,0.0
NKG,520,509,11,5.0,20.0,-15.0
HQC,922,1584,-662,2.0,7.0,-5.0
NLG,629,1112,-483,7.0,16.0,-9.0
PAN,531,367,164,4.0,9.0,-5.0
TSC,503,309,194,1.0,1.0,0.0
FCN,345,374,-29,1.0,1.0,0.0
VJC,286,133,153,5.0,0.0,5.0
PET,419,585,-166,1.0,2.0,-1.0
LTG,258,319,-61,0.0,4.0,-4.0
PHR,284,398,-114,2.0,8.0,-6.0
KSB,315,591,-276,1.0,2.0,-1.0
VIB,543,349,194,13.0,11.0,2.0
HAG,374,487,-113,6.0,12.0,-6.0
LCG,577,1033,-456,1.0,2.0,-1.0
DPM,345,493,-148,4.0,9.0,-5.0
HDG,206,388,-182,3.0,7.0,-4.0
HHS,412,725,-313,0.0,2.0,-2.0
CRE,123,90,33,15.0,9.0,6.0
S99,330,294,36,2.0,4.0,-2.0
DGC,398,636,-238,7.0,16.0,-9.0
IDJ,115,129,-14,0.0,0.0,0.0
ASM,290,472,-182,0.0,0.0,0.0
MBS,679,421,258,5.0,7.0,-2.0
SHI,282,92,190,4.0,7.0,-3.0
HAH,441,685,-244,1.0,6.0,-5.0
NAF,447,159,288,0.0,1.0,-1.0
TCM,72,145,-73,1.0,4.0,-3.0
SZC,582,935,-353,1.0,3.0,-2.0
VEA,99,91,8,0.0,0.0,0.0
LDG,860,1137,-277,1.0,3.0,-2.0
BCG,352,431,-79,0.0,0.0,0.0
HDC,179,285,-106,3.0,9.0,-6.0
CKG,303,572,-269,1.0,5.0,-4.0
TTF,405,789,-384,0.0,0.0,0.0
BMI,80,128,-48,0.0,6.0,-6.0
QNS,104,204,-100,0.0,3.0,-3.0
SBS,1597,1095,502,13.0,7.0,6.0
AAS,1050,865,185,9.0,9.0,0.0
SAB,90,113,-23,3.0,13.0,-10.0
ACV,40,63,-23,1.0,0.0,1.0
DCL,52,34,18,0.0,0.0,0.0
KLF,150,370,-220,2.0,11.0,-9.0
DRH,313,387,-74,0.0,0.0,0.0
REE,238,345,-107,2.0,9.0,-7.0
BSI,256,259,-3,1.0,4.0,-3.0
ANV,222,265,-43,2.0,3.0,-1.0
APH,119,155,-36,5.0,2.0,3.0
ART,554,297,257,7.0,10.0,-3.0
HVN,220,306,-86,0.0,0.0,0.0
VCG,196,49,147,0.0,0.0,0.0
CTS,580,496,84,0.0,0.0,0.0
GEG,190,333,-143,0.0,2.0,-2.0
VPI,94,59,35,22.0,3.0,19.0
PNJ,119,173,-54,1.0,1.0,0.0
VCS,140,189,-49,2.0,11.0,-9.0
FMC,105,181,-76,0.0,1.0,-1.0
EVG,291,192,99,8.0,3.0,5.0
DGW,184,248,-64,1.0,3.0,-2.0
MSR,159,288,-129,0.0,3.0,-3.0
APG,479,501,-22,0.0,0.0,0.0
CTI,142,160,-18,2.0,0.0,2.0
NTL,254,362,-108,2.0,2.0,0.0
BVS,375,258,117,2.0,2.0,0.0
PLC,85,113,-28,0.0,2.0,-2.0
LSS,133,296,-163,0.0,1.0,-1.0
FRT,251,490,-239,2.0,5.0,-3.0
TIG,128,147,-19,1.0,2.0,-1.0
VTP,52,85,-33,1.0,1.0,0.0
TVB,137,115,22,0.0,0.0,0.0
PVC,194,184,10,0.0,2.0,-2.0
HVH,113,192,-79,0.0,0.0,0.0
TLH,377,544,-167,1.0,1.0,0.0
VDS,379,248,131,0.0,2.0,-2.0
EIB,51,83,-32,0.0,0.0,0.0
AGR,573,435,138,0.0,0.0,0.0
HPX,30,43,-13,0.0,0.0,0.0
ELC,102,162,-60,0.0,0.0,0.0
QTP,69,227,-158,1.0,0.0,1.0
CTD,514,354,160,7.0,3.0,4.0
BII,176,136,40,0.0,0.0,0.0
IDI,344,414,-70,0.0,2.0,-2.0
ORS,157,109,48,0.0,1.0,-1.0
NDN,107,122,-15,0.0,1.0,-1.0
PHC,87,109,-22,1.0,0.0,1.0
HTN,109,158,-49,0.0,0.0,0.0
BCC,108,139,-31,0.0,1.0,-1.0
SMC,118,273,-155,1.0,0.0,1.0
VGI,218,189,29,1.0,4.0,-3.0
FTS,131,161,-30,0.0,0.0,0.0
HII,222,132,90,0.0,0.0,0.0
APS,557,436,121,2.0,3.0,-1.0
DHC,78,177,-99,6.0,33.0,-27.0
MBG,220,139,81,0.0,1.0,-1.0
LAS,388,369,19,1.0,8.0,-7.0
MHC,93,191,-98,0.0,2.0,-2.0
PVP,172,121,51,0.0,1.0,-1.0
TVN,165,276,-111,1.0,1.0,0.0
TDC,207,278,-71,1.0,0.0,1.0
GIL,65,208,-143,4.0,6.0,-2.0
VPG,135,197,-62,0.0,1.0,-1.0
TDM,99,162,-63,0.0,4.0,-4.0
HAX,122,194,-72,0.0,1.0,-1.0
HT1,156,229,-73,0.0,0.0,0.0
C4G,159,196,-37,0.0,1.0,-1.0
BWE,105,198,-93,1.0,2.0,-1.0
PC1,202,414,-212,0.0,2.0,-2.0
SJS,37,97,-60,0.0,0.0,0.0
PVB,69,79,-10,0.0,0.0,0.0
TDH,659,166,493,0.0,0.0,0.0
D2D,279,363,-84,1.0,0.0,1.0
GKM,159,39,120,0.0,0.0,0.0
AMD,303,357,-54,0.0,0.0,0.0
TV2,49,68,-19,0.0,0.0,0.0
NHH,72,84,-12,0.0,1.0,-1.0
NTC,49,49,0,1.0,4.0,-3.0
DRI,362,351,11,0.0,5.0,-5.0
HAI,241,306,-65,0.0,0.0,0.0
DPG,154,125,29,3.0,0.0,3.0
VOC,41,108,-67,0.0,1.0,-1.0
MPC,53,96,-43,0.0,0.0,0.0
AMV,105,120,-15,0.0,2.0,-2.0
NT2,89,158,-69,2.0,1.0,1.0
PTB,100,66,34,0.0,0.0,0.0
KMR,262,177,85,0.0,0.0,0.0
TVC,207,188,19,1.0,2.0,-1.0
G36,172,241,-69,0.0,2.0,-2.0
GTN,100,153,-53,0.0,0.0,0.0
LHG,99,218,-119,0.0,2.0,-2.0
TCL,52,110,-58,0.0,0.0,0.0
MST,94,121,-27,0.0,2.0,-2.0
KOS,101,19,82,0.0,0.0,0.0
DVN,127,173,-46,0.0,0.0,0.0
CCL,115,172,-57,0.0,0.0,0.0
BMP,28,77,-49,0.0,2.0,-2.0
BFC,135,175,-40,1.0,3.0,-2.0
CMX,66,136,-70,0.0,1.0,-1.0
HAP,190,60,130,0.0,0.0,0.0
NRC,61,27,34,2.0,0.0,2.0
DST,119,136,-17,0.0,1.0,-1.0
VHG,131,98,33,0.0,1.0,-1.0
DTD,90,154,-64,0.0,1.0,-1.0
AAV,87,53,34,0.0,0.0,0.0
SGP,166,131,35,1.0,1.0,0.0
PAS,81,33,48,0.0,0.0,0.0
VIG,195,139,56,1.0,1.0,0.0
FIR,80,55,25,0.0,0.0,0.0
EVF,33,67,-34,0.0,0.0,0.0
PVI,29,30,-1,0.0,0.0,0.0
TAR,138,115,23,0.0,0.0,0.0
SJF,208,248,-40,0.0,0.0,0.0
PSH,23,61,-38,0.0,0.0,0.0
KSH,43,118,-75,0.0,1.0,-1.0
TIP,57,111,-54,0.0,0.0,0.0
VGS,83,91,-8,0.0,0.0,0.0
MSH,58,69,-11,0.0,1.0,-1.0
SIP,11,37,-26,0.0,1.0,-1.0
KLB,47,45,2,0.0,2.0,-2.0
PVM,14,12,2,0.0,0.0,0.0
