Stock,B,S,G,BB,BS,BG
MBB,3460,4360,-900,54.0,86.0,-32.0
CTG,3257,2608,649,68.0,70.0,-2.0
VPB,3534,1739,1795,248.0,132.0,116.0
HPG,2798,3957,-1159,64.0,89.0,-25.0
TCB,2921,2668,253,54.0,33.0,21.0
STB,2516,3915,-1399,74.0,173.0,-99.0
FLC,1495,3529,-2034,27.0,163.0,-136.0
SHB,1942,986,956,82.0,83.0,-1.0
ACB,2393,2090,303,15.0,16.0,-1.0
KBC,1011,1844,-833,8.0,16.0,-8.0
SSI,2201,1853,348,30.0,19.0,11.0
PVS,1267,1415,-148,67.0,132.0,-65.0
AAA,1504,1227,277,53.0,98.0,-45.0
BSR,1981,1624,357,75.0,100.0,-25.0
HSG,1288,1653,-365,4.0,7.0,-3.0
PDR,347,542,-195,45.0,41.0,4.0
PVD,977,1138,-161,13.0,22.0,-9.0
NVL,455,578,-123,35.0,42.0,-7.0
VHM,898,1886,-988,70.0,127.0,-57.0
VIC,435,879,-444,18.0,26.0,-8.0
HCM,1474,1222,252,49.0,38.0,11.0
LPB,836,982,-146,11.0,10.0,1.0
PLX,548,701,-153,31.0,42.0,-11.0
VNM,970,1440,-470,37.0,55.0,-18.0
GVR,1329,2263,-934,20.0,38.0,-18.0
VCI,762,846,-84,14.0,30.0,-16.0
SHS,928,828,100,40.0,33.0,7.0
DXG,927,1266,-339,11.0,52.0,-41.0
VND,1382,769,613,26.0,18.0,8.0
IJC,1535,1586,-51,51.0,30.0,21.0
POW,641,1458,-817,6.0,11.0,-5.0
IDC,476,800,-324,12.0,25.0,-13.0
HDB,832,757,75,8.0,7.0,1.0
HNG,869,2629,-1760,10.0,18.0,-8.0
VCB,880,882,-2,63.0,43.0,20.0
FPT,540,1022,-482,12.0,28.0,-16.0
GEX,327,444,-117,3.0,8.0,-5.0
MSN,298,611,-313,8.0,16.0,-8.0
GMD,509,877,-368,3.0,16.0,-13.0
SBT,628,1198,-570,10.0,15.0,-5.0
