Stock,B,S,G,BB,BS,BG
QNS,52,158,-106,3.0,3.0,0.0
LAS,164,214,-50,1.0,4.0,-3.0
BWE,167,164,3,0.0,1.0,-1.0
MSR,208,265,-57,0.0,1.0,-1.0
TVB,120,282,-162,1.0,0.0,1.0
FCN,273,403,-130,1.0,1.0,0.0
DLG,1082,476,606,5.0,3.0,2.0
TCL,274,222,52,0.0,1.0,-1.0
CTI,96,146,-50,0.0,0.0,0.0
SAB,97,74,23,0.0,2.0,-2.0
IDI,255,308,-53,0.0,1.0,-1.0
HAG,438,417,21,1.0,1.0,0.0
TVN,163,249,-86,0.0,0.0,0.0
EVG,196,40,156,1.0,0.0,1.0
SJS,114,215,-101,0.0,9.0,-9.0
S99,255,223,32,3.0,3.0,0.0
DHC,47,183,-136,1.0,4.0,-3.0
DRH,280,120,160,1.0,0.0,1.0
D2D,90,168,-78,1.0,0.0,1.0
NDN,149,180,-31,1.0,0.0,1.0
HAI,534,251,283,0.0,1.0,-1.0
FMC,142,205,-63,0.0,3.0,-3.0
VTP,80,138,-58,1.0,6.0,-5.0
HII,118,73,45,2.0,0.0,2.0
PVC,232,276,-44,0.0,1.0,-1.0
PLP,104,159,-55,0.0,0.0,0.0
MSH,78,102,-24,1.0,1.0,0.0
MST,163,76,87,0.0,1.0,-1.0
FIR,135,53,82,0.0,0.0,0.0
KOS,125,35,90,0.0,0.0,0.0
DCL,96,85,11,4.0,12.0,-8.0
NT2,101,283,-182,3.0,3.0,0.0
HT1,153,311,-158,0.0,4.0,-4.0
VOC,37,109,-72,0.0,0.0,0.0
GTN,94,200,-106,0.0,0.0,0.0
TDC,153,173,-20,0.0,1.0,-1.0
TDM,123,198,-75,0.0,0.0,0.0
QTP,54,155,-101,2.0,6.0,-4.0
IDJ,90,189,-99,1.0,3.0,-2.0
ELC,70,110,-40,0.0,0.0,0.0
PSH,85,52,33,7.0,1.0,6.0
MBG,271,170,101,1.0,2.0,-1.0
PAS,107,73,34,4.0,1.0,3.0
PPC,126,160,-34,0.0,0.0,0.0
BCC,109,219,-110,0.0,0.0,0.0
HVH,153,27,126,2.0,0.0,2.0
DVN,107,148,-41,0.0,0.0,0.0
TV2,85,152,-67,1.0,2.0,-1.0
AMV,162,187,-25,1.0,1.0,0.0
PVP,147,150,-3,0.0,2.0,-2.0
GEG,153,275,-122,0.0,0.0,0.0
LSS,114,205,-91,0.0,0.0,0.0
C4G,144,184,-40,0.0,0.0,0.0
PLC,65,176,-111,0.0,0.0,0.0
VNE,80,179,-99,0.0,0.0,0.0
BFC,41,147,-106,0.0,0.0,0.0
TIG,116,172,-56,1.0,1.0,0.0
G36,133,167,-34,0.0,0.0,0.0
BMP,39,117,-78,1.0,1.0,0.0
DRI,127,207,-80,0.0,1.0,-1.0
SGP,144,132,12,0.0,0.0,0.0
TDH,192,219,-27,1.0,0.0,1.0
HTN,55,96,-41,0.0,0.0,0.0
DAH,107,95,12,0.0,0.0,0.0
HAP,222,64,158,0.0,0.0,0.0
VNA,23,37,-14,0.0,0.0,0.0
