Stock,B,S,G,BB,BS,BG
TCB,5426,2653,2773,122.0,44.0,78.0
HPG,3368,3411,-43,43.0,27.0,16.0
MBB,2881,2161,720,53.0,39.0,14.0
STB,1946,1636,310,55.0,39.0,16.0
VPB,1323,867,456,145.0,70.0,75.0
CTG,1646,1573,73,13.0,15.0,-2.0
SHB,784,723,61,54.0,53.0,1.0
SSI,1389,1012,377,34.0,11.0,23.0
VHM,424,629,-205,20.0,19.0,1.0
HSG,1219,1756,-537,8.0,8.0,0.0
SHS,496,430,66,9.0,13.0,-4.0
HCM,781,553,228,24.0,11.0,13.0
VND,1174,553,621,4.0,10.0,-6.0
FPT,789,685,104,3.0,1.0,2.0
PDR,181,193,-12,8.0,18.0,-10.0
NVL,433,1688,-1255,5.0,21.0,-16.0
KBC,1025,1252,-227,8.0,13.0,-5.0
VNM,563,851,-288,2.0,3.0,-1.0
BSR,913,878,35,20.0,25.0,-5.0
ACB,1046,891,155,5.0,8.0,-3.0
PVS,646,549,97,23.0,33.0,-10.0
VCB,365,552,-187,1.0,7.0,-6.0
LPB,769,803,-34,10.0,6.0,4.0
MSN,566,575,-9,43.0,22.0,21.0
VIC,340,558,-218,11.0,12.0,-1.0
MWG,401,325,76,20.0,22.0,-2.0
HDB,312,516,-204,10.0,8.0,2.0
TCH,261,323,-62,0.0,1.0,-1.0
TPB,619,624,-5,7.0,7.0,0.0
GEX,476,290,186,14.0,3.0,11.0
GVR,925,1152,-227,5.0,14.0,-9.0
FLC,878,1323,-445,3.0,13.0,-10.0
VCI,487,322,165,7.0,8.0,-1.0
DXG,642,537,105,2.0,4.0,-2.0
PNJ,478,272,206,27.0,1.0,26.0
NKG,238,291,-53,6.0,13.0,-7.0
BID,395,401,-6,0.0,7.0,-7.0
VRE,633,656,-23,2.0,4.0,-2.0
GMD,297,358,-61,3.0,6.0,-3.0
KDH,186,495,-309,2.0,0.0,2.0
PVD,417,370,47,6.0,1.0,5.0
AAA,713,584,129,4.0,5.0,-1.0
ROS,1175,1098,77,2.0,4.0,-2.0
DGC,732,282,450,40.0,10.0,30.0
DIG,251,332,-81,0.0,1.0,-1.0
AGG,372,46,326,19.0,3.0,16.0
GAS,275,310,-35,6.0,13.0,-7.0
DBC,185,162,23,8.0,7.0,1.0
POW,546,655,-109,4.0,5.0,-1.0
PLX,202,275,-73,5.0,7.0,-2.0
FIT,269,226,43,1.0,9.0,-8.0
HNG,394,408,-14,0.0,1.0,-1.0
BVH,299,165,134,0.0,2.0,-2.0
VGT,878,945,-67,7.0,29.0,-22.0
SCR,292,245,47,0.0,5.0,-5.0
MBS,597,340,257,3.0,0.0,3.0
KDC,169,124,45,43.0,22.0,21.0
NLG,344,204,140,1.0,0.0,1.0
VJC,180,133,47,1.0,0.0,1.0
IJC,291,262,29,6.0,15.0,-9.0
IDC,90,133,-43,0.0,1.0,-1.0
PVT,410,253,157,0.0,4.0,-4.0
VHC,170,180,-10,0.0,3.0,-3.0
APH,197,132,65,12.0,6.0,6.0
VPG,153,100,53,1.0,0.0,1.0
ITA,387,563,-176,1.0,0.0,1.0
DRC,274,277,-3,0.0,4.0,-4.0
AAS,681,546,135,2.0,9.0,-7.0
VIB,1436,783,653,58.0,26.0,32.0
SBT,240,289,-49,2.0,4.0,-2.0
SHI,90,64,26,0.0,0.0,0.0
SBS,417,354,63,1.0,0.0,1.0
HBC,217,259,-42,1.0,1.0,0.0
DPM,102,102,0,1.0,0.0,1.0
HAH,256,167,89,0.0,1.0,-1.0
AGR,325,352,-27,3.0,0.0,3.0
PET,546,368,178,7.0,4.0,3.0
HDC,122,149,-27,3.0,0.0,3.0
ART,132,199,-67,1.0,4.0,-3.0
FRT,649,413,236,6.0,9.0,-3.0
CTS,185,230,-45,0.0,0.0,0.0
BSI,238,139,99,1.0,1.0,0.0
DGW,243,172,71,7.0,10.0,-3.0
BVS,132,265,-133,0.0,4.0,-4.0
NVB,389,227,162,0.0,1.0,-1.0
DCM,247,378,-131,2.0,1.0,1.0
TCM,29,14,15,3.0,1.0,2.0
HDG,1019,488,531,25.0,8.0,17.0
PHR,106,108,-2,2.0,7.0,-5.0
BII,220,226,-6,0.0,2.0,-2.0
TNG,121,164,-43,4.0,2.0,2.0
CTR,77,58,19,3.0,0.0,3.0
VCS,47,43,4,1.0,1.0,0.0
CII,130,89,41,4.0,2.0,2.0
TLH,396,575,-179,0.0,3.0,-3.0
SAB,51,27,24,0.0,0.0,0.0
OIL,133,168,-35,0.0,1.0,-1.0
SZC,73,89,-16,1.0,0.0,1.0
CKG,138,214,-76,0.0,0.0,0.0
ORS,68,187,-119,3.0,2.0,1.0
VPI,80,17,63,15.0,1.0,14.0
VDS,138,139,-1,1.0,1.0,0.0
HQC,232,286,-54,0.0,0.0,0.0
NTL,156,175,-19,0.0,2.0,-2.0
CRE,90,36,54,10.0,3.0,7.0
APS,132,149,-17,0.0,0.0,0.0
TTF,300,212,88,0.0,0.0,0.0
LDG,215,178,37,1.0,0.0,1.0
KLF,134,189,-55,0.0,3.0,-3.0
ANV,151,85,66,0.0,1.0,-1.0
DAH,29,62,-33,0.0,0.0,0.0
ASM,87,106,-19,0.0,0.0,0.0
PAN,113,96,17,0.0,0.0,0.0
TSC,85,110,-25,1.0,0.0,1.0
REE,143,143,0,1.0,0.0,1.0
SMC,98,137,-39,0.0,2.0,-2.0
AMD,139,144,-5,0.0,0.0,0.0
CEO,147,118,29,0.0,0.0,0.0
DLG,167,132,35,0.0,0.0,0.0
LTG,58,85,-27,1.0,0.0,1.0
KSB,84,98,-14,0.0,1.0,-1.0
HUT,53,93,-40,1.0,2.0,-1.0
FCN,86,59,27,0.0,0.0,0.0
DPG,69,50,19,0.0,0.0,0.0
LCG,320,90,230,0.0,0.0,0.0
HAG,139,89,50,0.0,0.0,0.0
BMI,353,138,215,6.0,5.0,1.0
DHC,16,9,7,1.0,0.0,1.0
QNS,19,56,-37,4.0,0.0,4.0
NAF,165,34,131,0.0,2.0,-2.0
HVN,83,80,3,1.0,0.0,1.0
APG,134,89,45,0.0,0.0,0.0
CTD,86,61,25,0.0,0.0,0.0
HHS,88,100,-12,1.0,0.0,1.0
PTB,73,52,21,4.0,2.0,2.0
TIG,28,34,-6,0.0,0.0,0.0
FMC,51,28,23,0.0,0.0,0.0
VTP,141,18,123,0.0,0.0,0.0
GIL,74,54,20,0.0,1.0,-1.0
FTS,117,109,8,0.0,0.0,0.0
SJS,25,39,-14,0.0,1.0,-1.0
PHC,26,15,11,1.0,0.0,1.0
S99,94,74,20,0.0,0.0,0.0
TVN,32,95,-63,0.0,0.0,0.0
EIB,97,193,-96,0.0,0.0,0.0
PC1,118,104,14,1.0,0.0,1.0
BCG,97,158,-61,0.0,1.0,-1.0
PVC,98,49,49,0.0,0.0,0.0
VEA,45,58,-13,0.0,0.0,0.0
PLC,26,32,-6,0.0,0.0,0.0
VCG,147,6,141,0.0,0.0,0.0
TDM,23,30,-7,1.0,0.0,1.0
NDN,37,36,1,1.0,0.0,1.0
PSH,62,17,45,0.0,0.0,0.0
LHG,45,72,-27,0.0,0.0,0.0
VGI,105,63,42,0.0,2.0,-2.0
SGP,14,27,-13,0.0,0.0,0.0
MSR,34,50,-16,0.0,1.0,-1.0
NHH,56,43,13,1.0,0.0,1.0
HAX,145,128,17,0.0,0.0,0.0
BCC,33,49,-16,0.0,0.0,0.0
NTC,28,30,-2,0.0,0.0,0.0
HT1,61,56,5,0.0,0.0,0.0
GEG,26,34,-8,0.0,0.0,0.0
TDC,40,24,16,0.0,0.0,0.0
TVB,66,66,0,0.0,1.0,-1.0
TCL,49,55,-6,0.0,0.0,0.0
VOC,21,20,1,0.0,0.0,0.0
HAI,102,81,21,0.0,0.0,0.0
ACV,52,173,-121,0.0,0.0,0.0
AMV,81,32,49,0.0,0.0,0.0
D2D,58,60,-2,0.0,0.0,0.0
IDJ,48,39,9,0.0,0.0,0.0
IDI,75,50,25,0.0,0.0,0.0
DRH,50,62,-12,0.0,0.0,0.0
PPC,38,15,23,0.0,0.0,0.0
QTP,37,34,3,0.0,0.0,0.0
ELC,53,36,17,0.0,0.0,0.0
LAS,53,64,-11,0.0,1.0,-1.0
HPX,22,10,12,8.0,0.0,8.0
DVN,19,37,-18,0.0,0.0,0.0
C4G,35,39,-4,0.0,0.0,0.0
GTN,35,51,-16,0.0,0.0,0.0
PAS,21,18,3,0.0,0.0,0.0
NT2,38,112,-74,0.0,1.0,-1.0
TV2,31,33,-2,0.0,0.0,0.0
HTN,28,18,10,0.0,0.0,0.0
PLP,56,57,-1,0.0,1.0,-1.0
DCL,55,34,21,0.0,0.0,0.0
PVP,19,36,-17,0.0,0.0,0.0
HVH,70,60,10,0.0,0.0,0.0
HII,73,33,40,0.0,0.0,0.0
KOS,101,2,99,0.0,0.0,0.0
DRI,31,53,-22,0.0,0.0,0.0
CTI,32,34,-2,1.0,0.0,1.0
FIR,68,31,37,0.0,0.0,0.0
MBG,43,39,4,0.0,0.0,0.0
LSS,54,63,-9,0.0,0.0,0.0
NRC,33,49,-16,2.0,1.0,1.0
G36,17,44,-27,0.0,0.0,0.0
MSH,16,10,6,0.0,0.0,0.0
TVC,28,31,-3,0.0,0.0,0.0
BMP,9,9,0,0.0,0.0,0.0
TDH,36,60,-24,0.0,0.0,0.0
MST,23,13,10,0.0,0.0,0.0
VNE,25,36,-11,0.0,0.0,0.0
MPC,10,14,-4,0.0,0.0,0.0
HAP,13,29,-16,0.0,0.0,0.0
BFC,16,16,0,0.0,0.0,0.0
BWE,73,52,21,1.0,0.0,1.0
EVF,88,124,-36,0.0,1.0,-1.0
GKM,41,22,19,0.0,0.0,0.0
EVG,15,31,-16,0.0,0.0,0.0
MHC,201,130,71,4.0,2.0,2.0
TAR,71,68,3,0.0,0.0,0.0
VNA,21,13,8,0.0,0.0,0.0
