Stock,B,S,G,BB,BS,BG
VPB,1593,1539,54,171.0,187.0,-16.0
TCB,5574,3601,1973,189.0,66.0,123.0
HPG,5088,6531,-1443,161.0,83.0,78.0
SSI,4764,2940,1824,72.0,30.0,42.0
STB,4441,3799,642,91.0,57.0,34.0
MBB,4487,3498,989,63.0,44.0,19.0
CTG,3233,3072,161,77.0,56.0,21.0
SHB,2426,1301,1125,54.0,83.0,-29.0
PDR,591,324,267,135.0,91.0,44.0
LPB,2085,2001,84,26.0,40.0,-14.0
DXG,3472,2485,987,34.0,10.0,24.0
PVS,1586,1576,10,27.0,36.0,-9.0
VND,2866,714,2152,43.0,22.0,21.0
HSG,2276,1399,877,30.0,10.0,20.0
SHS,1558,1205,353,40.0,22.0,18.0
VHM,1223,1283,-60,23.0,31.0,-8.0
BSR,2051,1645,406,30.0,27.0,3.0
ACB,2415,1472,943,14.0,12.0,2.0
PVD,1743,2002,-259,7.0,12.0,-5.0
BID,1377,2136,-759,6.0,5.0,1.0
PLX,733,575,158,29.0,25.0,4.0
VNM,1125,1030,95,6.0,11.0,-5.0
IJC,1244,754,490,17.0,14.0,3.0
FLC,1718,1567,151,2.0,6.0,-4.0
VCI,767,722,45,8.0,12.0,-4.0
HCM,1317,967,350,10.0,7.0,3.0
HDB,1410,955,455,6.0,4.0,2.0
VCB,851,859,-8,10.0,11.0,-1.0
TPB,1016,706,310,23.0,7.0,16.0
VIC,1035,1759,-724,2.0,11.0,-9.0
GEX,937,3277,-2340,9.0,18.0,-9.0
FPT,1364,893,471,1.0,2.0,-1.0
MSN,798,503,295,10.0,6.0,4.0
NVB,815,277,538,30.0,1.0,29.0
DIG,1266,1358,-92,2.0,1.0,1.0
HQC,2468,1593,875,1.0,0.0,1.0
NVL,398,308,90,10.0,8.0,2.0
SCR,992,1109,-117,1.0,2.0,-1.0
VHC,609,990,-381,2.0,6.0,-4.0
KDH,814,648,166,4.0,2.0,2.0
TNG,798,571,227,20.0,4.0,16.0
VRE,1763,1173,590,3.0,6.0,-3.0
PVT,1188,873,315,2.0,0.0,2.0
GMD,909,701,208,3.0,0.0,3.0
KBC,719,751,-32,2.0,4.0,-2.0
