Stock,B,S,G,BB,BS,BG
TSC,943,563,380,1.0,1.0,0.0
GVR,992,894,98,0.0,1.0,-1.0
HUT,1244,626,618,14.0,3.0,11.0
AGG,752,199,553,3.0,2.0,1.0
HNG,1277,1523,-246,2.0,3.0,-1.0
MWG,475,306,169,6.0,9.0,-3.0
VCS,508,289,219,10.0,4.0,6.0
FIT,626,458,168,1.0,1.0,0.0
NKG,591,572,19,12.0,3.0,9.0
IDC,452,521,-69,2.0,3.0,-1.0
DBC,329,570,-241,4.0,5.0,-1.0
VJC,372,236,136,2.0,0.0,2.0
HBC,1308,913,395,2.0,0.0,2.0
VIB,824,391,433,1.0,1.0,0.0
NLG,642,567,75,2.0,2.0,0.0
TCH,913,652,261,1.0,1.0,0.0
DGC,530,552,-22,0.0,1.0,-1.0
DCM,982,1055,-73,1.0,0.0,1.0
POW,1095,931,164,3.0,0.0,3.0
ROS,1376,1099,277,2.0,0.0,2.0
BVH,555,339,216,1.0,1.0,0.0
SBT,673,729,-56,0.0,0.0,0.0
KDC,136,104,32,16.0,6.0,10.0
CRE,175,92,83,15.0,0.0,15.0
AAA,681,682,-1,1.0,0.0,1.0
SHI,484,125,359,6.0,0.0,6.0
HAH,925,469,456,0.0,0.0,0.0
APH,310,191,119,8.0,8.0,0.0
SBS,834,757,77,2.0,2.0,0.0
ITA,866,1053,-187,0.0,0.0,0.0
VGT,564,447,117,6.0,3.0,3.0
MBS,660,404,256,1.0,1.0,0.0
SAB,258,307,-49,2.0,2.0,0.0
CII,471,455,16,1.0,2.0,-1.0
HDG,339,444,-105,0.0,1.0,-1.0
HDC,360,297,63,1.0,0.0,1.0
TTF,1058,867,191,0.0,0.0,0.0
VGI,450,370,80,3.0,0.0,3.0
DRC,318,314,4,1.0,2.0,-1.0
LCG,426,731,-305,3.0,0.0,3.0
DPM,415,434,-19,2.0,4.0,-2.0
VPI,89,35,54,9.0,0.0,9.0
REE,269,291,-22,0.0,0.0,0.0
S99,477,294,183,1.0,0.0,1.0
HVN,567,257,310,0.0,0.0,0.0
VTP,473,183,290,2.0,1.0,1.0
PET,471,457,14,0.0,1.0,-1.0
FCN,445,365,80,1.0,0.0,1.0
TVC,194,208,-14,1.0,2.0,-1.0
CTS,450,447,3,0.0,0.0,0.0
PAN,277,218,59,0.0,4.0,-4.0
DGW,175,113,62,1.0,0.0,1.0
PHR,182,204,-22,0.0,0.0,0.0
GAS,158,143,15,0.0,1.0,-1.0
ORS,302,72,230,3.0,0.0,3.0
FRT,386,301,85,1.0,0.0,1.0
ANV,328,323,5,0.0,0.0,0.0
CKG,495,529,-34,0.0,0.0,0.0
HPX,57,52,5,2.0,0.0,2.0
BSI,324,313,11,0.0,0.0,0.0
OIL,384,408,-24,0.0,0.0,0.0
NTC,113,76,37,2.0,0.0,2.0
GIL,459,169,290,1.0,0.0,1.0
BVS,237,254,-17,0.0,0.0,0.0
PNJ,153,110,43,0.0,0.0,0.0
CTD,241,199,42,0.0,0.0,0.0
IDI,491,681,-190,0.0,0.0,0.0
EIB,122,126,-4,1.0,3.0,-2.0
BII,604,256,348,0.0,0.0,0.0
SZC,264,293,-29,0.0,0.0,0.0
CTR,1045,377,668,7.0,9.0,-2.0
LDG,404,519,-115,0.0,0.0,0.0
ART,419,323,96,0.0,1.0,-1.0
DLG,737,595,142,0.0,0.0,0.0
KSB,256,238,18,0.0,0.0,0.0
DCL,107,71,36,0.0,0.0,0.0
FTS,253,169,84,0.0,1.0,-1.0
AGR,495,436,59,0.0,0.0,0.0
ASM,291,390,-99,0.0,0.0,0.0
KLF,423,169,254,0.0,1.0,-1.0
APS,309,253,56,0.0,0.0,0.0
FMC,210,378,-168,0.0,0.0,0.0
VDS,235,203,32,0.0,0.0,0.0
BCG,267,274,-7,0.0,0.0,0.0
TCM,152,63,89,0.0,1.0,-1.0
BCC,306,353,-47,0.0,0.0,0.0
CEO,300,288,12,1.0,0.0,1.0
MPC,111,109,2,0.0,0.0,0.0
NTL,275,172,103,0.0,0.0,0.0
NAF,260,79,181,1.0,0.0,1.0
DVN,270,277,-7,0.0,0.0,0.0
NHH,94,59,35,0.0,0.0,0.0
TV2,186,96,90,0.0,0.0,0.0
PHC,94,83,11,0.0,0.0,0.0
AAS,388,389,-1,0.0,0.0,0.0
TLH,265,248,17,0.0,0.0,0.0
DPG,130,129,1,0.0,0.0,0.0
HAG,265,293,-28,0.0,1.0,-1.0
MHC,192,124,68,0.0,0.0,0.0
PVM,252,35,217,0.0,0.0,0.0
LTG,1025,697,328,7.0,1.0,6.0
AMD,415,351,64,0.0,0.0,0.0
TDM,129,150,-21,0.0,0.0,0.0
HAP,293,203,90,0.0,0.0,0.0
PVP,157,159,-2,0.0,0.0,0.0
PVC,229,198,31,0.0,0.0,0.0
DHC,79,52,27,0.0,2.0,-2.0
SMC,153,173,-20,0.0,0.0,0.0
APG,253,194,59,0.0,0.0,0.0
MSR,194,193,1,1.0,0.0,1.0
ELC,236,233,3,0.0,0.0,0.0
BMI,88,109,-21,0.0,0.0,0.0
TVN,230,168,62,1.0,0.0,1.0
LAS,269,184,85,0.0,0.0,0.0
VPG,85,111,-26,0.0,0.0,0.0
TIG,209,134,75,0.0,0.0,0.0
TCL,207,109,98,0.0,0.0,0.0
DRI,135,199,-64,0.0,0.0,0.0
MBG,317,210,107,0.0,0.0,0.0
GKM,294,80,214,0.0,0.0,0.0
VCG,211,44,167,0.0,0.0,0.0
HAI,276,268,8,0.0,0.0,0.0
KMR,251,154,97,0.0,0.0,0.0
AMV,175,158,17,0.0,0.0,0.0
PSH,131,99,32,0.0,0.0,0.0
LSS,214,237,-23,0.0,0.0,0.0
TVB,142,169,-27,1.0,0.0,1.0
PC1,126,183,-57,0.0,0.0,0.0
NDN,172,76,96,0.0,0.0,0.0
SIP,30,9,21,2.0,0.0,2.0
SGP,160,125,35,0.0,0.0,0.0
PAS,165,49,116,0.0,0.0,0.0
HHS,252,212,40,0.0,0.0,0.0
ACV,96,71,25,2.0,0.0,2.0
TDC,154,115,39,0.0,0.0,0.0
HT1,139,119,20,0.0,0.0,0.0
SJS,63,67,-4,0.0,0.0,0.0
AAV,166,112,54,0.0,0.0,0.0
BWE,109,83,26,0.0,0.0,0.0
GTN,132,125,7,0.0,0.0,0.0
IDJ,81,120,-39,0.0,0.0,0.0
POM,95,119,-24,0.0,0.0,0.0
LHG,113,62,51,0.0,0.0,0.0
QTP,85,68,17,0.0,0.0,0.0
G36,87,100,-13,0.0,0.0,0.0
VOC,89,81,8,0.0,0.0,0.0
GEG,161,119,42,0.0,0.0,0.0
D2D,92,58,34,0.0,0.0,0.0
BFC,70,117,-47,0.0,0.0,0.0
KOS,32,22,10,0.0,0.0,0.0
HII,51,42,9,0.0,0.0,0.0
KSH,128,132,-4,0.0,0.0,0.0
HAX,106,115,-9,0.0,0.0,0.0
DRH,190,114,76,0.0,0.0,0.0
NT2,97,95,2,0.0,0.0,0.0
VGS,87,99,-12,0.0,0.0,0.0
NRC,56,35,21,0.0,0.0,0.0
CTI,144,52,92,0.0,0.0,0.0
VIG,175,151,24,0.0,0.0,0.0
TDH,173,99,74,0.0,0.0,0.0
PTB,49,55,-6,0.0,0.0,0.0
PLC,54,121,-67,0.0,0.0,0.0
VHG,232,115,117,0.0,0.0,0.0
C4G,100,87,13,0.0,0.0,0.0
PPC,51,45,6,0.0,0.0,0.0
KLB,44,63,-19,1.0,0.0,1.0
QNS,86,43,43,1.0,0.0,1.0
EVF,72,96,-24,0.0,0.0,0.0
VEA,32,41,-9,0.0,0.0,0.0
SPI,17,13,4,0.0,0.0,0.0
