Stock,B,S,G,BB,BS,BG
CTG,3312,4220,-908,53.0,89.0,-36.0
MBB,3491,3626,-135,45.0,56.0,-11.0
HPG,2474,2597,-123,139.0,144.0,-5.0
TCB,1703,1938,-235,74.0,87.0,-13.0
VPB,1279,1028,251,219.0,85.0,134.0
STB,1709,2076,-367,44.0,57.0,-13.0
LPB,890,1042,-152,15.0,7.0,8.0
ACB,974,1887,-913,19.0,45.0,-26.0
AAA,1443,1366,77,15.0,45.0,-30.0
NVL,539,453,86,50.0,19.0,31.0
SSI,1637,1399,238,94.0,104.0,-10.0
KBC,924,1021,-97,16.0,42.0,-26.0
HSG,1407,979,428,41.0,27.0,14.0
SHB,1058,788,270,41.0,60.0,-19.0
PVS,1100,409,691,46.0,29.0,17.0
FIT,379,367,12,19.0,9.0,10.0
PDR,278,242,36,124.0,99.0,25.0
FLC,924,1624,-700,9.0,46.0,-37.0
BSR,1747,463,1284,39.0,27.0,12.0
HNG,486,532,-46,2.0,7.0,-5.0
VNM,869,791,78,7.0,14.0,-7.0
PLX,332,385,-53,9.0,25.0,-16.0
SHS,600,561,39,19.0,26.0,-7.0
GAS,331,260,71,6.0,9.0,-3.0
CTS,268,552,-284,0.0,0.0,0.0
HCM,834,749,85,52.0,57.0,-5.0
DIG,375,588,-213,3.0,2.0,1.0
VHM,1504,987,517,109.0,103.0,6.0
VIC,1198,960,238,54.0,48.0,6.0
VND,977,784,193,15.0,47.0,-32.0
TPB,574,647,-73,0.0,12.0,-12.0
HDB,482,517,-35,10.0,13.0,-3.0
GVR,498,709,-211,7.0,7.0,0.0
VCI,519,677,-158,9.0,13.0,-4.0
PVD,584,642,-58,4.0,9.0,-5.0
DBC,133,258,-125,6.0,21.0,-15.0
KDC,132,64,68,35.0,25.0,10.0
FPT,492,666,-174,11.0,10.0,1.0
DRC,192,197,-5,2.0,1.0,1.0
POW,716,716,0,14.0,6.0,8.0
IJC,813,876,-63,27.0,43.0,-16.0
DXG,380,586,-206,8.0,7.0,1.0
NKG,314,393,-79,13.0,15.0,-2.0
IDC,199,186,13,4.0,6.0,-2.0
AGG,247,146,101,16.0,17.0,-1.0
TCH,417,397,20,0.0,4.0,-4.0
ORS,112,87,25,5.0,7.0,-2.0
VGT,470,327,143,2.0,3.0,-1.0
TNG,162,117,45,4.0,2.0,2.0
BID,792,789,3,12.0,11.0,1.0
VPI,111,43,68,25.0,0.0,25.0
MBS,572,377,195,1.0,6.0,-5.0
VJC,326,177,149,3.0,2.0,1.0
NVB,449,177,272,2.0,2.0,0.0
APS,176,171,5,0.0,5.0,-5.0
GMD,245,352,-107,3.0,3.0,0.0
PVT,471,442,29,3.0,9.0,-6.0
CRE,66,35,31,7.0,7.0,0.0
NLG,403,389,14,4.0,1.0,3.0
VRE,1296,1000,296,17.0,22.0,-5.0
DLG,498,467,31,0.0,1.0,-1.0
ROS,969,793,176,1.0,3.0,-2.0
ITA,426,529,-103,0.0,2.0,-2.0
SCR,2029,988,1041,50.0,26.0,24.0
EVG,206,88,118,1.0,0.0,1.0
SBT,312,231,81,2.0,0.0,2.0
GEX,292,276,16,1.0,14.0,-13.0
HQC,371,427,-56,1.0,3.0,-2.0
SZC,48,167,-119,0.0,0.0,0.0
VCB,699,506,193,48.0,48.0,0.0
HBC,287,311,-24,0.0,2.0,-2.0
HAG,124,157,-33,0.0,0.0,0.0
MWG,282,230,52,23.0,9.0,14.0
KDH,373,312,61,21.0,9.0,12.0
HDC,263,277,-14,2.0,7.0,-5.0
CTR,70,56,14,0.0,5.0,-5.0
OIL,254,165,89,2.0,0.0,2.0
MSN,986,597,389,55.0,6.0,49.0
AAS,135,142,-7,0.0,0.0,0.0
NTL,113,161,-48,0.0,2.0,-2.0
BVH,354,234,120,3.0,2.0,1.0
KSB,187,173,14,1.0,2.0,-1.0
BSI,170,168,2,2.0,2.0,0.0
DPM,717,387,330,19.0,14.0,5.0
LCG,135,134,1,1.0,0.0,1.0
DGC,95,203,-108,2.0,8.0,-6.0
CII,160,173,-13,1.0,5.0,-4.0
ASM,92,255,-163,0.0,0.0,0.0
APH,60,82,-22,3.0,4.0,-1.0
CTD,56,74,-18,0.0,0.0,0.0
TCM,79,65,14,6.0,0.0,6.0
VHC,367,380,-13,7.0,6.0,1.0
SHI,74,36,38,6.0,2.0,4.0
SBS,322,333,-11,0.0,2.0,-2.0
MST,17,55,-38,1.0,0.0,1.0
VPG,58,64,-6,0.0,1.0,-1.0
CKG,199,293,-94,0.0,1.0,-1.0
SJS,32,32,0,0.0,0.0,0.0
PAN,172,139,33,0.0,1.0,-1.0
PHC,28,18,10,0.0,0.0,0.0
TTF,823,724,99,4.0,2.0,2.0
PHR,80,141,-61,0.0,6.0,-6.0
HHS,303,252,51,0.0,0.0,0.0
PNJ,265,175,90,9.0,1.0,8.0
VCS,81,108,-27,1.0,4.0,-3.0
HPX,19,26,-7,4.0,2.0,2.0
VIB,103,202,-99,1.0,0.0,1.0
DCM,542,484,58,1.0,0.0,1.0
TSC,181,284,-103,1.0,1.0,0.0
BWE,11,40,-29,0.0,0.0,0.0
MSR,44,112,-68,0.0,0.0,0.0
PET,281,252,29,0.0,1.0,-1.0
FCN,273,191,82,1.0,4.0,-3.0
CTI,62,73,-11,1.0,0.0,1.0
KOS,135,22,113,0.0,0.0,0.0
ANV,177,186,-9,0.0,5.0,-5.0
PSH,40,19,21,0.0,0.0,0.0
HUT,117,159,-42,0.0,6.0,-6.0
HAH,340,299,41,1.0,0.0,1.0
BCG,112,192,-80,0.0,1.0,-1.0
NHH,70,26,44,4.0,0.0,4.0
AGR,210,333,-123,0.0,0.0,0.0
HVN,269,105,164,0.0,0.0,0.0
S99,103,146,-43,0.0,1.0,-1.0
BVS,140,332,-192,1.0,3.0,-2.0
PLC,50,74,-24,0.0,0.0,0.0
REE,151,177,-26,0.0,1.0,-1.0
