Stock,B,S,G,BB,BS,BG
NTC,21,23,-2,2.0,0.0,2.0
DGW,231,142,89,17.0,5.0,12.0
LDG,738,533,205,2.0,3.0,-1.0
VDS,112,154,-42,2.0,2.0,0.0
APG,155,236,-81,0.0,0.0,0.0
CEO,432,227,205,1.0,6.0,-5.0
NAF,199,36,163,1.0,0.0,1.0
LTG,103,154,-51,0.0,1.0,-1.0
FRT,85,142,-57,0.0,0.0,0.0
BMI,46,52,-6,0.0,3.0,-3.0
HTN,24,45,-21,0.0,0.0,0.0
FTS,97,123,-26,0.0,0.0,0.0
DRH,89,76,13,0.0,0.0,0.0
ART,122,259,-137,2.0,4.0,-2.0
QNS,14,63,-49,1.0,1.0,0.0
ACV,171,42,129,0.0,3.0,-3.0
LAS,182,128,54,1.0,0.0,1.0
TVC,36,53,-17,0.0,0.0,0.0
HDG,326,282,44,7.0,5.0,2.0
HII,80,61,19,1.0,0.0,1.0
AMD,152,199,-47,2.0,0.0,2.0
LSS,69,67,2,0.0,0.0,0.0
KMR,31,77,-46,0.0,0.0,0.0
TLH,169,229,-60,0.0,0.0,0.0
AMV,79,78,1,1.0,0.0,1.0
ELC,49,121,-72,0.0,0.0,0.0
HT1,65,114,-49,0.0,0.0,0.0
NT2,52,57,-5,0.0,0.0,0.0
NDN,53,88,-35,0.0,2.0,-2.0
D2D,53,103,-50,0.0,2.0,-2.0
TIG,43,77,-34,0.0,2.0,-2.0
G36,75,75,0,0.0,0.0,0.0
BCC,31,100,-69,0.0,0.0,0.0
DTD,23,24,-1,0.0,0.0,0.0
VGI,53,87,-34,0.0,0.0,0.0
TVN,74,95,-21,0.0,0.0,0.0
PVC,113,78,35,0.0,0.0,0.0
DHC,9,25,-16,0.0,0.0,0.0
NRC,33,28,5,0.0,0.0,0.0
C4G,58,66,-8,0.0,0.0,0.0
DRI,48,119,-71,0.0,0.0,0.0
GEG,65,48,17,0.0,1.0,-1.0
FMC,49,94,-45,0.0,1.0,-1.0
HAI,118,138,-20,0.0,0.0,0.0
HAX,223,337,-114,0.0,0.0,0.0
VCG,67,31,36,0.0,0.0,0.0
PC1,65,97,-32,0.0,0.0,0.0
SMC,116,131,-15,0.0,0.0,0.0
EIB,55,75,-20,0.0,0.0,0.0
KLF,313,112,201,5.0,2.0,3.0
TDH,120,110,10,0.0,0.0,0.0
EVF,47,39,8,0.0,1.0,-1.0
TDC,15,69,-54,0.0,0.0,0.0
MSH,22,40,-18,0.0,0.0,0.0
IDI,87,108,-21,0.0,0.0,0.0
LHG,68,91,-23,0.0,0.0,0.0
SAB,28,70,-42,1.0,0.0,1.0
AAV,46,22,24,0.0,0.0,0.0
MHC,134,157,-23,0.0,0.0,0.0
GKM,6,7,-1,0.0,0.0,0.0
QTP,45,42,3,0.0,0.0,0.0
TVB,55,78,-23,0.0,0.0,0.0
GIL,98,123,-25,1.0,0.0,1.0
DPG,51,86,-35,1.0,0.0,1.0
MBG,59,44,15,0.0,1.0,-1.0
TDM,63,73,-10,0.0,0.0,0.0
HAP,76,25,51,0.0,0.0,0.0
DVN,59,43,16,0.0,0.0,0.0
BII,164,66,98,0.0,3.0,-3.0
VTP,39,26,13,0.0,0.0,0.0
SGP,90,45,45,0.0,0.0,0.0
PVP,62,54,8,0.0,0.0,0.0
PVM,15,8,7,1.0,0.0,1.0
IDJ,39,63,-24,0.0,0.0,0.0
MPC,28,50,-22,0.0,0.0,0.0
HVH,22,42,-20,0.0,0.0,0.0
VHG,67,82,-15,0.0,1.0,-1.0
SIP,2,8,-6,0.0,0.0,0.0
TCL,147,207,-60,0.0,4.0,-4.0
BMP,7,31,-24,0.0,0.0,0.0
TV2,48,55,-7,0.0,0.0,0.0
VGS,19,43,-24,0.0,0.0,0.0
DCL,11,20,-9,0.0,0.0,0.0
VEA,58,78,-20,1.0,0.0,1.0
PVB,21,23,-2,0.0,0.0,0.0
TAR,40,47,-7,0.0,0.0,0.0
PAS,72,18,54,0.0,0.0,0.0
GTN,31,42,-11,0.0,0.0,0.0
CCL,74,73,1,0.0,0.0,0.0
PTB,15,26,-11,0.0,0.0,0.0
VIG,57,65,-8,0.0,0.0,0.0
KLB,14,33,-19,0.0,0.0,0.0
VOC,45,43,2,0.0,0.0,0.0
BFC,58,49,9,0.0,0.0,0.0
KSH,10,63,-53,0.0,0.0,0.0
DST,83,50,33,0.0,0.0,0.0
PVI,12,19,-7,0.0,0.0,0.0
