Stock,B,S,G,BB,BS,BG
FCN,543,412,131,6.0,4.0,2.0
FMC,405,206,199,6.0,3.0,3.0
VDS,523,299,224,4.0,6.0,-2.0
AMD,488,402,86,1.0,0.0,1.0
VTP,74,102,-28,1.0,2.0,-1.0
TDM,154,168,-14,1.0,3.0,-2.0
VCS,180,172,8,6.0,13.0,-7.0
DPG,49,144,-95,1.0,2.0,-1.0
TTF,1491,1021,470,1.0,0.0,1.0
NT2,207,181,26,1.0,2.0,-1.0
LTG,644,445,199,9.0,5.0,4.0
DRI,141,136,5,0.0,0.0,0.0
PVC,382,219,163,1.0,2.0,-1.0
LHG,223,198,25,0.0,1.0,-1.0
TVC,128,122,6,0.0,1.0,-1.0
IDI,295,409,-114,0.0,0.0,0.0
TLH,301,391,-90,1.0,1.0,0.0
EIB,84,247,-163,3.0,4.0,-1.0
VGI,228,215,13,2.0,3.0,-1.0
KLF,155,279,-124,6.0,4.0,2.0
BMP,133,92,41,1.0,2.0,-1.0
CKG,843,681,162,2.0,8.0,-6.0
TCL,105,109,-4,0.0,0.0,0.0
HHS,249,246,3,0.0,0.0,0.0
VPG,80,117,-37,0.0,1.0,-1.0
NHH,80,43,37,3.0,1.0,2.0
BCG,736,676,60,4.0,6.0,-2.0
PHC,73,68,5,1.0,0.0,1.0
NTL,167,309,-142,0.0,1.0,-1.0
VCG,272,77,195,4.0,1.0,3.0
CTD,125,356,-231,3.0,6.0,-3.0
TCM,51,100,-49,0.0,1.0,-1.0
DRH,227,175,52,0.0,0.0,0.0
HAX,236,242,-6,0.0,1.0,-1.0
TVB,227,213,14,2.0,4.0,-2.0
NDN,103,113,-10,3.0,2.0,1.0
VPI,128,91,37,2.0,0.0,2.0
IDJ,84,66,18,0.0,0.0,0.0
PAS,100,43,57,0.0,1.0,-1.0
AMV,453,118,335,5.0,1.0,4.0
HT1,462,303,159,0.0,1.0,-1.0
BCC,488,322,166,2.0,3.0,-1.0
TDC,319,207,112,2.0,0.0,2.0
CTI,386,227,159,3.0,1.0,2.0
GIL,69,147,-78,1.0,3.0,-2.0
KLB,18,43,-25,0.0,0.0,0.0
DVN,221,203,18,0.0,0.0,0.0
PVI,32,36,-4,0.0,1.0,-1.0
HVH,184,310,-126,1.0,2.0,-1.0
DLG,1238,658,580,3.0,0.0,3.0
PC1,650,386,264,3.0,3.0,0.0
GEG,408,262,146,5.0,2.0,3.0
LAS,215,161,54,0.0,3.0,-3.0
BFC,71,88,-17,0.0,1.0,-1.0
TIG,180,111,69,0.0,6.0,-6.0
DHC,59,40,19,1.0,1.0,0.0
VOC,76,105,-29,0.0,1.0,-1.0
ACV,32,58,-26,1.0,1.0,0.0
SMC,174,292,-118,0.0,1.0,-1.0
TDH,565,519,46,2.0,4.0,-2.0
FIR,74,83,-9,0.0,0.0,0.0
HAI,382,231,151,0.0,0.0,0.0
VGS,177,92,85,0.0,0.0,0.0
MHC,259,177,82,0.0,5.0,-5.0
G36,396,359,37,2.0,1.0,1.0
AAV,97,44,53,0.0,0.0,0.0
KOS,44,31,13,0.0,0.0,0.0
SGP,109,146,-37,0.0,1.0,-1.0
MPC,48,75,-27,0.0,1.0,-1.0
QTP,182,131,51,2.0,0.0,2.0
EVF,59,53,6,0.0,0.0,0.0
PLC,125,127,-2,0.0,0.0,0.0
MBG,96,172,-76,0.0,1.0,-1.0
SJF,212,318,-106,0.0,0.0,0.0
VHG,226,70,156,0.0,0.0,0.0
GKM,179,60,119,0.0,0.0,0.0
TV2,120,80,40,0.0,1.0,-1.0
NRC,62,81,-19,2.0,2.0,0.0
SIP,8,31,-23,0.0,0.0,0.0
C4G,450,271,179,0.0,3.0,-3.0
GTN,178,127,51,0.0,0.0,0.0
HII,90,46,44,0.0,0.0,0.0
PTB,27,47,-20,1.0,0.0,1.0
NAF,172,74,98,0.0,5.0,-5.0
SJS,45,44,1,1.0,0.0,1.0
VIG,197,86,111,0.0,1.0,-1.0
KSH,87,94,-7,0.0,0.0,0.0
LSS,157,267,-110,0.0,0.0,0.0
KMR,91,168,-77,0.0,0.0,0.0
QNS,555,268,287,9.0,5.0,4.0
SPI,24,5,19,0.0,0.0,0.0
VEA,39,50,-11,0.0,1.0,-1.0
