Stock,B,S,G,BB,BS,BG
SJS,70,42,28,0.0,0.0,0.0
HPX,16,5,11,7.0,1.0,6.0
HVH,59,60,-1,0.0,0.0,0.0
CTR,137,64,73,4.0,2.0,2.0
NAF,412,146,266,5.0,7.0,-2.0
NTL,150,85,65,2.0,0.0,2.0
SHI,98,27,71,1.0,1.0,0.0
DHC,51,34,17,4.0,1.0,3.0
LTG,81,52,29,0.0,0.0,0.0
CEO,201,133,68,4.0,1.0,3.0
OIL,293,82,211,3.0,1.0,2.0
CTD,84,107,-23,0.0,1.0,-1.0
HVN,179,94,85,0.0,0.0,0.0
EIB,175,266,-91,0.0,1.0,-1.0
PTB,59,29,30,1.0,0.0,1.0
NHH,145,26,119,1.0,0.0,1.0
ELC,125,64,61,6.0,1.0,5.0
BCG,131,136,-5,0.0,0.0,0.0
FTS,145,106,39,1.0,0.0,1.0
FCN,246,161,85,0.0,0.0,0.0
CTI,46,44,2,0.0,0.0,0.0
TVN,154,66,88,0.0,1.0,-1.0
HAG,131,128,3,0.0,0.0,0.0
APG,402,117,285,0.0,0.0,0.0
DPG,83,116,-33,1.0,1.0,0.0
S99,99,113,-14,0.0,1.0,-1.0
MSR,101,63,38,0.0,0.0,0.0
HAX,165,142,23,0.0,0.0,0.0
HHS,162,115,47,0.0,1.0,-1.0
ACV,101,47,54,0.0,0.0,0.0
VGI,106,56,50,0.0,0.0,0.0
TDM,51,28,23,0.0,0.0,0.0
EVG,130,84,46,1.0,0.0,1.0
TIG,74,42,32,0.0,0.0,0.0
D2D,31,39,-8,0.0,0.0,0.0
HII,171,97,74,0.0,0.0,0.0
KOS,61,47,14,0.0,0.0,0.0
PC1,241,134,107,2.0,0.0,2.0
FMC,82,25,57,0.0,0.0,0.0
TV2,122,78,44,0.0,0.0,0.0
TSC,198,86,112,0.0,0.0,0.0
VTP,50,42,8,0.0,0.0,0.0
FIR,132,54,78,0.0,0.0,0.0
DRH,187,124,63,0.0,0.0,0.0
PPC,125,65,60,0.0,0.0,0.0
EVF,78,62,16,0.0,0.0,0.0
TVC,82,72,10,0.0,0.0,0.0
PVC,127,54,73,0.0,0.0,0.0
MSH,19,38,-19,0.0,2.0,-2.0
IDJ,42,30,12,0.0,0.0,0.0
DRI,62,73,-11,0.0,0.0,0.0
BWE,71,62,9,1.0,0.0,1.0
HT1,58,45,13,0.0,0.0,0.0
PVP,54,30,24,0.0,0.0,0.0
BCC,34,29,5,0.0,0.0,0.0
LAS,54,48,6,0.0,0.0,0.0
DVN,36,41,-5,0.0,0.0,0.0
MST,98,24,74,2.0,0.0,2.0
GEG,75,39,36,0.0,0.0,0.0
GTN,97,39,58,0.0,0.0,0.0
C4G,64,44,20,0.0,0.0,0.0
NT2,75,52,23,0.0,0.0,0.0
IDI,108,89,19,0.0,0.0,0.0
MBG,84,35,49,0.0,0.0,0.0
TVB,72,59,13,0.0,0.0,0.0
G36,70,50,20,0.0,0.0,0.0
QTP,22,31,-9,0.0,0.0,0.0
TDC,103,50,53,0.0,0.0,0.0
TCM,115,40,75,23.0,0.0,23.0
LSS,58,80,-22,0.0,0.0,0.0
PLP,96,47,49,1.0,0.0,1.0
VOC,20,12,8,0.0,0.0,0.0
PLC,56,34,22,1.0,0.0,1.0
AMV,47,38,9,0.0,0.0,0.0
TDH,103,108,-5,0.0,0.0,0.0
DAH,39,48,-9,0.0,0.0,0.0
VNE,70,30,40,0.0,0.0,0.0
BFC,15,28,-13,0.0,0.0,0.0
