Stock,B,S,G,BB,BS,BG
TCB,4517,3086,1431,65.0,32.0,33.0
VPB,2311,1091,1220,142.0,25.0,117.0
HPG,6795,4403,2392,78.0,34.0,44.0
STB,3052,1904,1148,169.0,98.0,71.0
SSI,3371,2051,1320,65.0,14.0,51.0
MBB,4020,2680,1340,71.0,47.0,24.0
CTG,3759,2292,1467,31.0,18.0,13.0
FLC,1462,1789,-327,12.0,56.0,-44.0
SHB,1288,1654,-366,102.0,99.0,3.0
HSG,1999,1260,739,16.0,4.0,12.0
VHM,874,883,-9,69.0,29.0,40.0
VNM,829,1052,-223,4.0,5.0,-1.0
ACB,1753,932,821,4.0,1.0,3.0
NVL,377,580,-203,5.0,3.0,2.0
NKG,543,528,15,8.0,3.0,5.0
PVS,1026,806,220,71.0,65.0,6.0
VIC,829,800,29,47.0,27.0,20.0
KBC,839,763,76,31.0,24.0,7.0
SHS,757,722,35,48.0,34.0,14.0
MWG,692,593,99,34.0,24.0,10.0
VCB,747,1036,-289,39.0,54.0,-15.0
LPB,1434,661,773,19.0,9.0,10.0
FPT,1245,960,285,28.0,6.0,22.0
HDG,730,523,207,18.0,13.0,5.0
HCM,1103,1003,100,33.0,10.0,23.0
BSR,1437,729,708,40.0,32.0,8.0
VIB,581,402,179,23.0,5.0,18.0
PDR,356,456,-100,74.0,73.0,1.0
TPB,911,693,218,13.0,12.0,1.0
MSN,391,446,-55,18.0,3.0,15.0
VND,1345,1218,127,33.0,17.0,16.0
GEX,442,310,132,11.0,8.0,3.0
VJC,343,496,-153,10.0,27.0,-17.0
DGC,429,414,15,12.0,5.0,7.0
VRE,863,868,-5,10.0,4.0,6.0
ROS,1029,892,137,0.0,0.0,0.0
IJC,862,572,290,21.0,1.0,20.0
GVR,993,838,155,7.0,5.0,2.0
KDC,188,27,161,35.0,6.0,29.0
KDH,317,445,-128,3.0,1.0,2.0
AGG,361,94,267,22.0,21.0,1.0
VCI,598,334,264,11.0,6.0,5.0
HDB,487,546,-59,13.0,3.0,10.0
GMD,685,299,386,3.0,4.0,-1.0
DBC,373,256,117,25.0,6.0,19.0
PVD,612,467,145,10.0,12.0,-2.0
FRT,425,390,35,5.0,5.0,0.0
BID,627,605,22,5.0,8.0,-3.0
PNJ,615,565,50,0.0,19.0,-19.0
TCH,696,482,214,16.0,2.0,14.0
DIG,480,307,173,6.0,1.0,5.0
DXG,588,822,-234,1.0,11.0,-10.0
APH,348,137,211,2.0,0.0,2.0
POW,824,714,110,6.0,5.0,1.0
DGW,199,152,47,1.0,0.0,1.0
PVT,561,437,124,1.0,2.0,-1.0
IDC,135,191,-56,13.0,2.0,11.0
PLX,334,361,-27,4.0,6.0,-2.0
NVB,330,188,142,16.0,10.0,6.0
ART,168,204,-36,1.0,1.0,0.0
GAS,296,342,-46,8.0,0.0,8.0
PET,677,317,360,1.0,2.0,-1.0
FIT,491,265,226,10.0,4.0,6.0
VPI,120,32,88,28.0,1.0,27.0
SBT,483,460,23,3.0,3.0,0.0
AAA,847,528,319,3.0,7.0,-4.0
PSH,407,99,308,3.0,0.0,3.0
VGT,301,266,35,3.0,1.0,2.0
HNG,711,563,148,1.0,4.0,-3.0
MBS,525,390,135,5.0,3.0,2.0
SCR,373,276,97,1.0,0.0,1.0
CII,298,200,98,2.0,2.0,0.0
DCM,355,211,144,2.0,0.0,2.0
HBC,680,525,155,2.0,3.0,-1.0
HAH,355,219,136,1.0,1.0,0.0
BVH,397,370,27,3.0,0.0,3.0
VCG,232,14,218,0.0,0.0,0.0
ITA,658,484,174,3.0,1.0,2.0
NLG,451,208,243,5.0,5.0,0.0
KLF,214,122,92,2.0,0.0,2.0
VPG,153,100,53,2.0,1.0,1.0
PHR,140,123,17,3.0,0.0,3.0
DCL,115,52,63,2.0,0.0,2.0
VCS,95,61,34,7.0,4.0,3.0
REE,288,463,-175,0.0,0.0,0.0
VHC,262,157,105,2.0,0.0,2.0
AGR,576,338,238,1.0,0.0,1.0
AMD,325,247,78,0.0,0.0,0.0
SAB,72,221,-149,2.0,5.0,-3.0
HDC,147,137,10,0.0,0.0,0.0
DRC,257,180,77,0.0,1.0,-1.0
BVS,184,235,-51,5.0,3.0,2.0
QNS,99,89,10,3.0,1.0,2.0
TNG,199,138,61,4.0,1.0,3.0
HQC,446,355,91,0.0,0.0,0.0
ORS,220,134,86,9.0,4.0,5.0
CTS,379,313,66,0.0,1.0,-1.0
TLH,305,175,130,1.0,0.0,1.0
SMC,150,131,19,0.0,0.0,0.0
SBS,377,265,112,1.0,4.0,-3.0
BSI,340,229,111,5.0,1.0,4.0
BII,143,101,42,0.0,1.0,-1.0
LCG,267,193,74,0.0,0.0,0.0
NTC,56,65,-9,5.0,16.0,-11.0
PAN,283,160,123,2.0,0.0,2.0
AAS,359,205,154,0.0,0.0,0.0
MHC,646,191,455,0.0,7.0,-7.0
HUT,122,178,-56,3.0,1.0,2.0
CKG,337,195,142,1.0,0.0,1.0
ASM,380,181,199,1.0,0.0,1.0
CRE,90,157,-67,1.0,0.0,1.0
APS,214,188,26,2.0,0.0,2.0
DPM,145,136,9,0.0,0.0,0.0
PHC,158,108,50,2.0,1.0,1.0
LHG,107,75,32,0.0,0.0,0.0
VDS,164,156,8,0.0,0.0,0.0
KSB,222,161,61,0.0,3.0,-3.0
GIL,58,44,14,0.0,0.0,0.0
SZC,159,109,50,1.0,0.0,1.0
HID,226,134,92,0.0,0.0,0.0
TTF,412,246,166,2.0,1.0,1.0
VEA,85,96,-11,0.0,2.0,-2.0
BMI,168,59,109,0.0,0.0,0.0
DLG,326,228,98,0.0,0.0,0.0
ANV,194,119,75,1.0,0.0,1.0
TCL,167,161,6,0.0,0.0,0.0
ABS,116,111,5,0.0,0.0,0.0
LDG,451,207,244,0.0,1.0,-1.0
NDN,219,100,119,1.0,2.0,-1.0
HAI,181,140,41,0.0,0.0,0.0
PAS,61,26,35,1.0,0.0,1.0
