Stock,B,S,G,BB,BS,BG
HPG,4090,2518,1572,97.0,34.0,63.0
MBB,7343,4350,2993,94.0,63.0,31.0
VPB,1422,1291,131,116.0,102.0,14.0
TCB,4103,2407,1696,101.0,50.0,51.0
STB,3303,3782,-479,50.0,41.0,9.0
FLC,3071,3616,-545,82.0,105.0,-23.0
SSI,1703,1826,-123,23.0,22.0,1.0
NVL,842,418,424,42.0,27.0,15.0
CTG,4171,2805,1366,110.0,63.0,47.0
HSG,1614,1866,-252,10.0,24.0,-14.0
HNG,1509,2524,-1015,6.0,17.0,-11.0
SHB,2240,1132,1108,112.0,124.0,-12.0
KBC,2471,1852,619,31.0,13.0,18.0
AAA,1559,1425,134,66.0,119.0,-53.0
VCI,776,891,-115,1.0,21.0,-20.0
VNM,1075,698,377,5.0,10.0,-5.0
VHM,605,1333,-728,17.0,36.0,-19.0
PDR,434,485,-51,65.0,39.0,26.0
PVS,1421,1358,63,31.0,42.0,-11.0
BSR,2439,1333,1106,77.0,70.0,7.0
FPT,642,1015,-373,2.0,7.0,-5.0
SHS,589,868,-279,35.0,50.0,-15.0
IJC,948,1258,-310,12.0,36.0,-24.0
GVR,1403,1416,-13,22.0,19.0,3.0
VCB,437,403,34,51.0,34.0,17.0
LPB,1378,1330,48,33.0,35.0,-2.0
HCM,1234,814,420,29.0,35.0,-6.0
ROS,1649,1388,261,7.0,10.0,-3.0
BID,737,768,-31,9.0,17.0,-8.0
VND,1046,914,132,26.0,35.0,-9.0
NVB,718,261,457,26.0,7.0,19.0
ACB,4206,2380,1826,81.0,58.0,23.0
DBC,252,466,-214,6.0,28.0,-22.0
VIC,796,609,187,63.0,56.0,7.0
PVD,2286,1718,568,53.0,29.0,24.0
SBT,1181,961,220,11.0,13.0,-2.0
MSN,449,707,-258,22.0,22.0,0.0
DIG,796,1128,-332,5.0,3.0,2.0
DXG,1993,1533,460,13.0,11.0,2.0
GEX,952,538,414,28.0,25.0,3.0
IDC,852,629,223,15.0,34.0,-19.0
TCH,1085,949,136,5.0,13.0,-8.0
VRE,827,715,112,16.0,9.0,7.0
PLX,935,765,170,43.0,54.0,-11.0
TPB,817,614,203,15.0,27.0,-12.0
POW,1767,1647,120,23.0,16.0,7.0
FIT,784,890,-106,3.0,8.0,-5.0
KDC,188,85,103,38.0,31.0,7.0
NLG,459,684,-225,2.0,6.0,-4.0
DRC,542,886,-344,2.0,10.0,-8.0
PVT,945,930,15,16.0,8.0,8.0
VGT,840,991,-151,5.0,18.0,-13.0
SCR,898,864,34,9.0,14.0,-5.0
KSB,409,623,-214,0.0,4.0,-4.0
TNG,541,475,66,7.0,13.0,-6.0
HDB,1092,860,232,38.0,16.0,22.0
BVH,401,337,64,12.0,24.0,-12.0
ITA,1144,1616,-472,1.0,3.0,-2.0
OIL,807,843,-36,7.0,9.0,-2.0
HBC,1037,997,40,5.0,3.0,2.0
GMD,769,597,172,22.0,10.0,12.0
DLG,1408,1426,-18,4.0,1.0,3.0
NKG,382,496,-114,6.0,7.0,-1.0
VHC,489,531,-42,6.0,10.0,-4.0
DPM,284,548,-264,4.0,6.0,-2.0
HHS,531,960,-429,1.0,4.0,-3.0
KDH,545,466,79,3.0,7.0,-4.0
AGG,705,386,319,2.0,18.0,-16.0
HAG,495,645,-150,4.0,7.0,-3.0
VJC,262,116,146,4.0,1.0,3.0
DCM,869,1234,-365,5.0,15.0,-10.0
DGC,220,364,-144,1.0,2.0,-1.0
TSC,856,547,309,10.0,6.0,4.0
TLH,292,396,-104,1.0,0.0,1.0
GAS,538,405,133,19.0,18.0,1.0
CII,1095,897,198,20.0,7.0,13.0
PAN,732,393,339,8.0,12.0,-4.0
LDG,610,861,-251,0.0,3.0,-3.0
HQC,832,1159,-327,1.0,14.0,-13.0
ASM,466,607,-141,2.0,5.0,-3.0
MSR,136,387,-251,1.0,3.0,-2.0
NTL,250,391,-141,0.0,0.0,0.0
PET,558,719,-161,4.0,3.0,1.0
HUT,485,801,-316,4.0,29.0,-25.0
DCL,111,163,-52,5.0,8.0,-3.0
TCM,132,142,-10,1.0,15.0,-14.0
PHR,308,403,-95,2.0,7.0,-5.0
MWG,359,317,42,16.0,17.0,-1.0
LTG,420,437,-17,1.0,8.0,-7.0
S99,361,483,-122,3.0,7.0,-4.0
HDC,268,199,69,8.0,5.0,3.0
TTF,624,796,-172,1.0,1.0,0.0
CTR,290,405,-115,14.0,7.0,7.0
LAS,198,270,-72,1.0,1.0,0.0
BCG,562,614,-52,1.0,1.0,0.0
QNS,189,299,-110,0.0,2.0,-2.0
SZC,398,384,14,1.0,1.0,0.0
VIB,373,254,119,14.0,7.0,7.0
HAH,297,479,-182,3.0,6.0,-3.0
MBS,505,353,152,5.0,10.0,-5.0
CRE,134,67,67,18.0,10.0,8.0
CKG,289,445,-156,2.0,6.0,-4.0
FCN,457,789,-332,1.0,14.0,-13.0
LCG,371,686,-315,2.0,3.0,-1.0
HDG,290,297,-7,3.0,7.0,-4.0
CEO,938,517,421,21.0,11.0,10.0
BSI,253,294,-41,2.0,6.0,-4.0
REE,204,275,-71,5.0,5.0,0.0
PNJ,233,124,109,1.0,2.0,-1.0
VTP,210,78,132,4.0,0.0,4.0
HVN,383,419,-36,1.0,1.0,0.0
APH,125,77,48,13.0,2.0,11.0
PLC,215,252,-37,1.0,2.0,-1.0
ART,298,378,-80,3.0,6.0,-3.0
FRT,283,273,10,0.0,0.0,0.0
CTS,329,391,-62,0.0,1.0,-1.0
BMI,98,131,-33,7.0,6.0,1.0
SBS,662,441,221,2.0,6.0,-4.0
TVN,163,299,-136,0.0,4.0,-4.0
SMC,160,220,-60,0.0,1.0,-1.0
VDS,184,233,-49,0.0,1.0,-1.0
CTD,145,111,34,4.0,2.0,2.0
DGW,163,191,-28,2.0,2.0,0.0
HT1,156,252,-96,0.0,2.0,-2.0
APG,356,449,-93,0.0,1.0,-1.0
TVC,71,107,-36,1.0,2.0,-1.0
DST,155,180,-25,0.0,1.0,-1.0
ANV,307,346,-39,0.0,1.0,-1.0
QTP,169,170,-1,2.0,4.0,-2.0
PC1,148,187,-39,0.0,0.0,0.0
NTC,34,70,-36,0.0,3.0,-3.0
FTS,169,227,-58,1.0,2.0,-1.0
HPX,30,71,-41,5.0,7.0,-2.0
LSS,329,396,-67,1.0,2.0,-1.0
KLF,434,267,167,4.0,14.0,-10.0
AAS,433,374,59,5.0,2.0,3.0
NAF,475,147,328,6.0,2.0,4.0
VGI,204,174,30,2.0,2.0,0.0
PHC,69,66,3,0.0,0.0,0.0
PVC,247,315,-68,3.0,1.0,2.0
SHI,354,94,260,9.0,5.0,4.0
BVS,274,156,118,2.0,5.0,-3.0
APS,172,274,-102,1.0,0.0,1.0
NT2,134,170,-36,2.0,0.0,2.0
PSH,96,75,21,0.0,0.0,0.0
BCC,272,240,32,1.0,2.0,-1.0
SAB,173,205,-32,4.0,2.0,2.0
TDH,348,252,96,0.0,0.0,0.0
CTI,145,154,-9,6.0,1.0,5.0
AGR,441,349,92,1.0,1.0,0.0
FMC,225,298,-73,1.0,4.0,-3.0
VPG,92,154,-62,1.0,0.0,1.0
AMD,360,362,-2,0.0,0.0,0.0
D2D,108,146,-38,0.0,1.0,-1.0
VPI,83,91,-8,3.0,7.0,-4.0
G36,230,177,53,0.0,1.0,-1.0
ORS,74,91,-17,0.0,3.0,-3.0
DRI,220,209,11,0.0,1.0,-1.0
NDN,142,102,40,1.0,6.0,-5.0
DRH,351,358,-7,3.0,5.0,-2.0
IDI,268,346,-78,0.0,0.0,0.0
TIG,135,161,-26,5.0,3.0,2.0
VCG,199,142,57,1.0,6.0,-5.0
ACV,209,122,87,9.0,1.0,8.0
SJS,112,133,-21,0.0,0.0,0.0
TVB,162,122,40,2.0,6.0,-4.0
VCS,88,137,-49,2.0,7.0,-5.0
GIL,105,93,12,2.0,2.0,0.0
BWE,125,115,10,1.0,0.0,1.0
HAI,321,289,32,0.0,0.0,0.0
TDC,223,288,-65,0.0,1.0,-1.0
GEG,371,370,1,0.0,1.0,-1.0
TCL,110,119,-9,0.0,0.0,0.0
NHH,42,71,-29,1.0,3.0,-2.0
MHC,164,178,-14,0.0,3.0,-3.0
LHG,74,140,-66,1.0,0.0,1.0
BMP,47,61,-14,0.0,1.0,-1.0
DVN,122,132,-10,0.0,1.0,-1.0
PVP,161,153,8,1.0,4.0,-3.0
DHC,71,93,-22,1.0,9.0,-8.0
C4G,302,251,51,0.0,2.0,-2.0
DPG,69,66,3,1.0,0.0,1.0
TDM,123,223,-100,0.0,1.0,-1.0
MSH,39,49,-10,0.0,0.0,0.0
MPC,107,139,-32,0.0,0.0,0.0
BFC,57,141,-84,0.0,0.0,0.0
GTN,196,150,46,0.0,0.0,0.0
KOS,73,4,69,0.0,0.0,0.0
HAX,184,279,-95,0.0,1.0,-1.0
VOC,102,154,-52,1.0,1.0,0.0
HAP,159,115,44,0.0,0.0,0.0
HII,187,121,66,0.0,0.0,0.0
BII,412,197,215,1.0,0.0,1.0
AMV,162,194,-32,0.0,1.0,-1.0
GKM,181,51,130,2.0,0.0,2.0
PAS,87,58,29,0.0,0.0,0.0
ELC,269,202,67,1.0,0.0,1.0
PTB,132,70,62,0.0,0.0,0.0
NRC,59,39,20,0.0,0.0,0.0
EIB,118,78,40,1.0,1.0,0.0
MBG,306,285,21,0.0,1.0,-1.0
MST,155,96,59,0.0,0.0,0.0
IDJ,721,363,358,4.0,1.0,3.0
HVH,202,175,27,3.0,0.0,3.0
SGP,95,87,8,0.0,1.0,-1.0
CCL,123,200,-77,0.0,0.0,0.0
TIP,48,71,-23,0.0,0.0,0.0
VGS,78,91,-13,0.0,1.0,-1.0
FIR,79,70,9,0.0,0.0,0.0
EVG,181,146,35,5.0,2.0,3.0
TAR,125,75,50,0.0,0.0,0.0
VIG,296,84,212,0.0,0.0,0.0
SJF,185,134,51,0.0,0.0,0.0
AAV,119,67,52,0.0,0.0,0.0
VHG,257,162,95,0.0,0.0,0.0
PVI,75,47,28,0.0,0.0,0.0
