Stock,B,S,G,BB,BS,BG
CTG,7655,4924,2731,43.0,33.0,10.0
MBB,7511,5248,2263,76.0,53.0,23.0
VPB,1646,1520,126,127.0,114.0,13.0
HPG,10207,7602,2605,92.0,109.0,-17.0
SSI,4305,2950,1355,73.0,59.0,14.0
VHM,2270,1508,762,74.0,61.0,13.0
TCB,8816,5749,3067,181.0,92.0,89.0
STB,5427,3650,1777,109.0,71.0,38.0
SHB,1726,2392,-666,135.0,169.0,-34.0
HSG,3159,2652,507,23.0,21.0,2.0
PDR,748,343,405,58.0,47.0,11.0
ACB,2780,2090,690,9.0,11.0,-2.0
PVS,1374,1501,-127,61.0,55.0,6.0
VCB,1393,698,695,3.0,13.0,-10.0
VIC,1005,1117,-112,5.0,14.0,-9.0
NVL,607,460,147,37.0,22.0,15.0
KBC,2204,2808,-604,46.0,53.0,-7.0
BSR,2815,1798,1017,56.0,65.0,-9.0
HCM,2117,1467,650,81.0,86.0,-5.0
FLC,2245,1771,474,26.0,17.0,9.0
AAA,1525,1378,147,8.0,14.0,-6.0
SCR,1093,937,156,8.0,12.0,-4.0
MSN,1128,446,682,50.0,13.0,37.0
VND,3086,2048,1038,75.0,57.0,18.0
IJC,694,778,-84,10.0,19.0,-9.0
VRE,1706,1302,404,4.0,5.0,-1.0
VNM,2044,1170,874,68.0,36.0,32.0
BID,1485,924,561,25.0,6.0,19.0
SHS,1340,1431,-91,95.0,88.0,7.0
MWG,799,594,205,36.0,49.0,-13.0
LPB,2414,1678,736,35.0,25.0,10.0
FPT,2589,1842,747,66.0,48.0,18.0
DPM,321,351,-30,2.0,10.0,-8.0
PVD,1161,1134,27,17.0,14.0,3.0
GVR,1640,1458,182,16.0,13.0,3.0
PLX,1000,480,520,11.0,25.0,-14.0
HDB,1250,995,255,28.0,24.0,4.0
VCI,1133,1060,73,31.0,41.0,-10.0
NVB,669,571,98,3.0,2.0,1.0
TPB,1409,1251,158,28.0,27.0,1.0
AGG,781,202,579,21.0,36.0,-15.0
NKG,742,738,4,26.0,32.0,-6.0
POW,1851,1275,576,15.0,9.0,6.0
FIT,580,523,57,22.0,25.0,-3.0
KDC,213,99,114,63.0,22.0,41.0
DCM,605,639,-34,2.0,5.0,-3.0
DGW,298,193,105,11.0,5.0,6.0
KDH,923,1096,-173,13.0,19.0,-6.0
DXG,1564,1563,1,20.0,27.0,-7.0
GAS,990,329,661,15.0,7.0,8.0
NLG,639,734,-95,10.0,14.0,-4.0
PVT,1190,1049,141,7.0,8.0,-1.0
VHC,593,507,86,9.0,10.0,-1.0
VJC,466,133,333,4.0,7.0,-3.0
GEX,681,641,40,33.0,42.0,-9.0
DBC,579,503,76,25.0,37.0,-12.0
HNG,1600,1619,-19,4.0,9.0,-5.0
ROS,2310,2461,-151,8.0,7.0,1.0
DIG,1201,1370,-169,5.0,8.0,-3.0
MBS,1194,868,326,15.0,6.0,9.0
TTF,769,656,113,2.0,2.0,0.0
PNJ,1321,480,841,45.0,9.0,36.0
GMD,1207,978,229,6.0,14.0,-8.0
HDG,231,337,-106,5.0,9.0,-4.0
HDC,420,308,112,2.0,2.0,0.0
TCH,2133,1294,839,5.0,10.0,-5.0
IDC,367,540,-173,22.0,17.0,5.0
ITA,1283,1246,37,2.0,1.0,1.0
VPI,125,49,76,18.0,0.0,18.0
VGT,886,913,-27,13.0,18.0,-5.0
DRC,439,750,-311,2.0,7.0,-5.0
HBC,819,793,26,4.0,3.0,1.0
BVH,1072,596,476,12.0,23.0,-11.0
LDG,1013,612,401,0.0,1.0,-1.0
CEO,562,296,266,5.0,2.0,3.0
SBT,883,561,322,7.0,4.0,3.0
DGC,557,593,-36,10.0,20.0,-10.0
KSB,317,295,22,1.0,0.0,1.0
CTS,627,595,32,1.0,1.0,0.0
TNG,458,350,108,4.0,6.0,-2.0
SBS,991,738,253,3.0,8.0,-5.0
FCN,256,275,-19,2.0,4.0,-2.0
TCL,198,113,85,0.0,0.0,0.0
HQC,877,726,151,2.0,0.0,2.0
VCS,210,188,22,5.0,9.0,-4.0
CII,317,379,-62,1.0,11.0,-10.0
CRE,100,145,-45,7.0,4.0,3.0
CTR,205,162,43,11.0,7.0,4.0
HAH,516,372,144,11.0,3.0,8.0
TCM,85,87,-2,12.0,5.0,7.0
SMC,235,246,-11,5.0,1.0,4.0
DLG,983,531,452,2.0,0.0,2.0
PET,599,556,43,2.0,2.0,0.0
BVS,410,385,25,4.0,4.0,0.0
BSI,788,386,402,5.0,4.0,1.0
ANV,228,410,-182,2.0,6.0,-4.0
HUT,294,218,76,3.0,6.0,-3.0
CKG,451,550,-99,1.0,2.0,-1.0
PHR,322,252,70,4.0,5.0,-1.0
TSC,251,355,-104,3.0,8.0,-5.0
NAF,334,75,259,3.0,0.0,3.0
KLF,367,445,-78,3.0,7.0,-4.0
ORS,339,423,-84,7.0,3.0,4.0
PAN,411,280,131,3.0,3.0,0.0
OIL,482,416,66,4.0,11.0,-7.0
SHI,463,121,342,11.0,6.0,5.0
APH,375,238,137,16.0,4.0,12.0
ART,707,563,144,4.0,7.0,-3.0
SZC,407,412,-5,1.0,3.0,-2.0
REE,459,269,190,3.0,0.0,3.0
TLH,538,683,-145,2.0,3.0,-1.0
APS,544,409,135,2.0,5.0,-3.0
AGR,849,920,-71,1.0,2.0,-1.0
ACV,114,81,33,0.0,2.0,-2.0
VIB,518,336,182,16.0,6.0,10.0
VDS,266,326,-60,3.0,4.0,-1.0
LAS,103,160,-57,1.0,1.0,0.0
DPG,165,131,34,3.0,1.0,2.0
ASM,486,418,68,5.0,2.0,3.0
TVN,222,229,-7,1.0,0.0,1.0
HHS,388,402,-14,1.0,0.0,1.0
S99,257,248,9,2.0,0.0,2.0
LTG,219,220,-1,2.0,3.0,-1.0
HAX,205,196,9,2.0,0.0,2.0
GIL,142,127,15,2.0,3.0,-1.0
HPX,17,30,-13,4.0,0.0,4.0
QNS,44,156,-112,6.0,1.0,5.0
NTL,405,406,-1,0.0,2.0,-2.0
VPG,421,379,42,21.0,13.0,8.0
HVN,343,316,27,2.0,1.0,1.0
NHH,107,24,83,1.0,0.0,1.0
LCG,347,323,24,2.0,0.0,2.0
VEA,118,100,18,1.0,0.0,1.0
VNE,121,117,4,0.0,0.0,0.0
SAB,119,115,4,3.0,6.0,-3.0
HAG,357,299,58,1.0,2.0,-1.0
AAS,1051,665,386,4.0,7.0,-3.0
D2D,145,119,26,1.0,0.0,1.0
NDN,134,133,1,1.0,3.0,-2.0
TIG,194,185,9,0.0,2.0,-2.0
FRT,550,470,80,6.0,3.0,3.0
POM,126,107,19,0.0,0.0,0.0
DHC,236,80,156,1.0,0.0,1.0
HII,106,61,45,0.0,0.0,0.0
APG,412,359,53,1.0,1.0,0.0
BCG,219,280,-61,1.0,0.0,1.0
MHC,61,89,-28,0.0,0.0,0.0
TVC,82,123,-41,1.0,0.0,1.0
AMD,579,521,58,1.0,1.0,0.0
BII,421,467,-46,11.0,2.0,9.0
PLC,122,152,-30,3.0,1.0,2.0
BFC,67,83,-16,0.0,0.0,0.0
CTD,136,154,-18,1.0,2.0,-1.0
BMI,62,105,-43,2.0,5.0,-3.0
VGI,213,188,25,0.0,2.0,-2.0
FTS,259,241,18,1.0,0.0,1.0
PVC,346,204,142,1.0,1.0,0.0
LHG,132,115,17,1.0,0.0,1.0
EVG,62,101,-39,0.0,0.0,0.0
FMC,182,206,-24,1.0,0.0,1.0
PC1,119,189,-70,2.0,0.0,2.0
VIP,95,123,-28,0.0,0.0,0.0
MSR,180,148,32,3.0,1.0,2.0
VCG,161,25,136,0.0,1.0,-1.0
GEG,137,198,-61,0.0,4.0,-4.0
EIB,124,128,-4,1.0,1.0,0.0
PLP,174,186,-12,0.0,0.0,0.0
ELC,117,159,-42,0.0,1.0,-1.0
PHC,40,38,2,2.0,2.0,0.0
DRI,145,165,-20,0.0,0.0,0.0
NTC,63,52,11,2.0,1.0,1.0
VHG,307,157,150,0.0,0.0,0.0
G36,103,145,-42,0.0,0.0,0.0
TV2,100,83,17,1.0,0.0,1.0
HAI,377,311,66,1.0,0.0,1.0
CTI,100,99,1,0.0,0.0,0.0
IDI,256,201,55,1.0,0.0,1.0
TDH,110,122,-12,0.0,0.0,0.0
C4G,175,174,1,1.0,0.0,1.0
DVN,102,132,-30,0.0,0.0,0.0
FIR,101,49,52,1.0,0.0,1.0
KOS,86,27,59,0.0,0.0,0.0
TDM,133,165,-32,0.0,2.0,-2.0
NT2,102,117,-15,1.0,0.0,1.0
NRC,52,42,10,0.0,1.0,-1.0
HT1,180,194,-14,1.0,0.0,1.0
MST,112,44,68,0.0,1.0,-1.0
VTP,100,128,-28,2.0,2.0,0.0
TVB,248,120,128,3.0,0.0,3.0
QTP,93,102,-9,1.0,3.0,-2.0
SGP,130,144,-14,1.0,3.0,-2.0
IDJ,80,154,-74,1.0,2.0,-1.0
TDC,162,126,36,1.0,0.0,1.0
MBG,193,171,22,0.0,0.0,0.0
BCC,208,148,60,1.0,3.0,-2.0
MSH,57,66,-9,0.0,0.0,0.0
VOC,57,118,-61,0.0,3.0,-3.0
PTB,79,114,-35,3.0,0.0,3.0
PVP,119,152,-33,0.0,0.0,0.0
DRH,218,197,21,0.0,0.0,0.0
MPC,85,61,24,0.0,1.0,-1.0
PPC,73,94,-21,1.0,2.0,-1.0
PAS,101,48,53,0.0,2.0,-2.0
TIP,19,58,-39,0.0,0.0,0.0
HVH,176,65,111,0.0,0.0,0.0
AMV,160,176,-16,0.0,2.0,-2.0
DCL,47,42,5,0.0,1.0,-1.0
LSS,144,183,-39,0.0,0.0,0.0
CCL,108,143,-35,0.0,0.0,0.0
SJS,82,187,-105,1.0,0.0,1.0
EVF,80,67,13,0.0,1.0,-1.0
HAP,77,67,10,0.0,0.0,0.0
TAR,82,79,3,0.0,0.0,0.0
GTN,83,106,-23,0.0,3.0,-3.0
HTN,107,108,-1,0.0,0.0,0.0
AAV,120,60,60,0.0,0.0,0.0
VIG,197,167,30,0.0,1.0,-1.0
KMR,166,111,55,0.0,0.0,0.0
CMX,72,64,8,0.0,0.0,0.0
PSH,139,86,53,0.0,3.0,-3.0
BMP,31,50,-19,0.0,1.0,-1.0
DAH,551,262,289,9.0,2.0,7.0
VGS,111,153,-42,0.0,0.0,0.0
BWE,77,88,-11,0.0,0.0,0.0
PVM,33,19,14,0.0,0.0,0.0
PVI,27,15,12,1.0,1.0,0.0
PVB,75,77,-2,0.0,0.0,0.0
GKM,117,22,95,1.0,0.0,1.0
