Stock,B,S,G,BB,BS,BG
CTG,1883,2456,-573,33.0,43.0,-10.0
MBB,1940,1919,21,20.0,37.0,-17.0
VPB,2142,2367,-225,122.0,133.0,-11.0
HPG,2987,3333,-346,60.0,86.0,-26.0
SSI,2309,1707,602,41.0,29.0,12.0
VHM,660,524,136,31.0,17.0,14.0
TCB,5449,2883,2566,106.0,68.0,38.0
STB,4601,2546,2055,79.0,57.0,22.0
SHB,1101,1015,86,77.0,79.0,-2.0
HSG,1837,1667,170,5.0,14.0,-9.0
PDR,370,283,87,60.0,80.0,-20.0
ACB,920,997,-77,6.0,14.0,-8.0
PVS,1075,766,309,34.0,39.0,-5.0
VCB,431,540,-109,3.0,13.0,-10.0
VIC,690,681,9,4.0,8.0,-4.0
NVL,471,413,58,51.0,34.0,17.0
KBC,2888,1406,1482,101.0,61.0,40.0
BSR,1209,925,284,35.0,29.0,6.0
HCM,1187,977,210,56.0,58.0,-2.0
FLC,812,1209,-397,4.0,31.0,-27.0
AAA,1780,2061,-281,18.0,54.0,-36.0
SCR,598,520,78,13.0,10.0,3.0
MSN,329,447,-118,7.0,18.0,-11.0
VND,1795,1012,783,46.0,49.0,-3.0
IJC,863,1024,-161,18.0,57.0,-39.0
VRE,431,422,9,2.0,4.0,-2.0
VNM,696,970,-274,12.0,45.0,-33.0
BID,646,970,-324,10.0,23.0,-13.0
SHS,1070,730,340,41.0,23.0,18.0
MWG,469,245,224,43.0,7.0,36.0
LPB,1028,1135,-107,15.0,30.0,-15.0
FPT,1349,754,595,41.0,24.0,17.0
DPM,300,370,-70,4.0,9.0,-5.0
PVD,509,623,-114,9.0,18.0,-9.0
GVR,608,591,17,11.0,16.0,-5.0
PLX,192,421,-229,6.0,13.0,-7.0
HDB,799,738,61,11.0,15.0,-4.0
VCI,1192,878,314,71.0,39.0,32.0
NVB,1389,497,892,96.0,62.0,34.0
TPB,882,792,90,18.0,24.0,-6.0
AGG,382,132,250,47.0,22.0,25.0
NKG,522,433,89,19.0,40.0,-21.0
POW,405,701,-296,4.0,5.0,-1.0
FIT,678,487,191,30.0,21.0,9.0
KDC,127,49,78,25.0,10.0,15.0
DCM,728,1062,-334,6.0,17.0,-11.0
DGW,126,97,29,4.0,1.0,3.0
KDH,280,345,-65,4.0,6.0,-2.0
DXG,519,625,-106,9.0,22.0,-13.0
GAS,533,313,220,34.0,19.0,15.0
NLG,451,398,53,4.0,1.0,3.0
PVT,466,465,1,0.0,2.0,-2.0
VHC,186,247,-61,6.0,4.0,2.0
VJC,177,185,-8,1.0,0.0,1.0
GEX,547,480,67,11.0,11.0,0.0
DBC,634,1224,-590,37.0,81.0,-44.0
HNG,718,1072,-354,6.0,11.0,-5.0
ROS,849,1151,-302,0.0,2.0,-2.0
DIG,401,717,-316,7.0,7.0,0.0
MBS,638,623,15,4.0,13.0,-9.0
TTF,513,669,-156,0.0,2.0,-2.0
PNJ,151,206,-55,3.0,3.0,0.0
GMD,432,407,25,6.0,6.0,0.0
HDG,161,240,-79,1.0,8.0,-7.0
HDC,132,184,-52,1.0,6.0,-5.0
TCH,424,482,-58,1.0,1.0,0.0
IDC,175,254,-79,3.0,9.0,-6.0
ITA,700,687,13,1.0,1.0,0.0
VPI,68,15,53,3.0,0.0,3.0
VGT,923,899,24,20.0,13.0,7.0
DRC,256,324,-68,3.0,2.0,1.0
HBC,409,680,-271,1.0,4.0,-3.0
BVH,201,269,-68,3.0,9.0,-6.0
LDG,273,339,-66,0.0,0.0,0.0
CEO,333,173,160,1.0,5.0,-4.0
SBT,240,462,-222,1.0,3.0,-2.0
DGC,108,151,-43,1.0,4.0,-3.0
KSB,230,304,-74,1.0,1.0,0.0
CTS,655,470,185,1.0,1.0,0.0
TNG,240,280,-40,8.0,5.0,3.0
SBS,539,432,107,0.0,7.0,-7.0
FCN,265,309,-44,2.0,1.0,1.0
TCL,145,162,-17,0.0,0.0,0.0
HQC,521,485,36,2.0,1.0,1.0
VCS,80,65,15,3.0,2.0,1.0
CII,134,228,-94,5.0,1.0,4.0
CRE,193,76,117,19.0,5.0,14.0
CTR,190,142,48,7.0,4.0,3.0
HAH,382,252,130,3.0,1.0,2.0
TCM,77,46,31,2.0,1.0,1.0
SMC,155,171,-16,4.0,1.0,3.0
DLG,366,370,-4,0.0,0.0,0.0
PET,333,450,-117,0.0,2.0,-2.0
BVS,373,258,115,6.0,2.0,4.0
BSI,419,351,68,8.0,3.0,5.0
ANV,318,417,-99,1.0,1.0,0.0
HUT,236,186,50,0.0,2.0,-2.0
CKG,203,387,-184,0.0,2.0,-2.0
PHR,90,149,-59,6.0,4.0,2.0
TSC,195,307,-112,0.0,3.0,-3.0
NAF,157,57,100,1.0,0.0,1.0
KLF,253,161,92,0.0,1.0,-1.0
ORS,724,195,529,6.0,13.0,-7.0
PAN,174,144,30,3.0,6.0,-3.0
OIL,131,319,-188,1.0,2.0,-1.0
SHI,119,32,87,9.0,3.0,6.0
APH,120,107,13,4.0,0.0,4.0
ART,417,333,84,11.0,8.0,3.0
SZC,146,170,-24,2.0,0.0,2.0
REE,191,207,-16,2.0,6.0,-4.0
TLH,1072,817,255,2.0,0.0,2.0
APS,479,258,221,5.0,4.0,1.0
AGR,1422,796,626,7.0,2.0,5.0
ACV,160,70,90,2.0,3.0,-1.0
VIB,358,369,-11,11.0,4.0,7.0
VDS,485,202,283,8.0,1.0,7.0
LAS,94,83,11,0.0,1.0,-1.0
DPG,197,165,32,2.0,5.0,-3.0
ASM,116,323,-207,0.0,2.0,-2.0
TVN,137,144,-7,2.0,1.0,1.0
HHS,428,303,125,0.0,2.0,-2.0
S99,141,157,-16,1.0,0.0,1.0
LTG,99,100,-1,0.0,1.0,-1.0
HAX,98,133,-35,0.0,2.0,-2.0
GIL,244,131,113,1.0,0.0,1.0
HPX,20,41,-21,3.0,5.0,-2.0
QNS,38,70,-32,0.0,0.0,0.0
NTL,554,379,175,1.0,1.0,0.0
VPG,46,94,-48,2.0,1.0,1.0
HVN,196,139,57,0.0,0.0,0.0
NHH,41,28,13,4.0,0.0,4.0
LCG,153,307,-154,0.0,1.0,-1.0
VEA,112,159,-47,0.0,0.0,0.0
VNE,165,112,53,0.0,0.0,0.0
