Stock,B,S,G,BB,BS,BG
SAB,34,143,-109,0.0,4.0,-4.0
HAG,180,248,-68,0.0,0.0,0.0
AAS,283,229,54,0.0,1.0,-1.0
D2D,51,44,7,0.0,1.0,-1.0
NDN,42,85,-43,0.0,1.0,-1.0
TIG,44,86,-42,0.0,1.0,-1.0
FRT,185,211,-26,0.0,2.0,-2.0
POM,130,144,-14,0.0,0.0,0.0
DHC,20,26,-6,1.0,1.0,0.0
HII,67,94,-27,0.0,0.0,0.0
APG,418,332,86,1.0,1.0,0.0
BCG,170,193,-23,0.0,0.0,0.0
MHC,67,61,6,0.0,0.0,0.0
TVC,64,64,0,2.0,2.0,0.0
AMD,363,461,-98,0.0,0.0,0.0
BII,65,129,-64,0.0,0.0,0.0
PLC,48,75,-27,0.0,0.0,0.0
BFC,75,107,-32,3.0,2.0,1.0
CTD,76,112,-36,0.0,3.0,-3.0
BMI,24,57,-33,0.0,0.0,0.0
VGI,143,139,4,0.0,1.0,-1.0
FTS,313,174,139,10.0,1.0,9.0
PVC,172,112,60,0.0,1.0,-1.0
LHG,79,62,17,0.0,0.0,0.0
EVG,40,42,-2,1.0,1.0,0.0
FMC,103,90,13,1.0,0.0,1.0
PC1,57,118,-61,0.0,0.0,0.0
VIP,81,80,1,0.0,0.0,0.0
MSR,46,104,-58,0.0,2.0,-2.0
VCG,180,42,138,0.0,0.0,0.0
GEG,60,77,-17,0.0,0.0,0.0
EIB,221,133,88,15.0,1.0,14.0
PLP,73,108,-35,2.0,1.0,1.0
ELC,79,75,4,0.0,0.0,0.0
PHC,59,44,15,1.0,0.0,1.0
DRI,99,157,-58,0.0,1.0,-1.0
NTC,25,27,-2,2.0,5.0,-3.0
VHG,102,107,-5,0.0,0.0,0.0
G36,48,124,-76,0.0,0.0,0.0
TV2,75,62,13,0.0,0.0,0.0
HAI,186,264,-78,0.0,1.0,-1.0
CTI,107,126,-19,0.0,0.0,0.0
IDI,111,132,-21,0.0,0.0,0.0
TDH,38,44,-6,0.0,0.0,0.0
C4G,78,116,-38,0.0,0.0,0.0
DVN,65,73,-8,0.0,0.0,0.0
FIR,58,68,-10,0.0,0.0,0.0
KOS,27,33,-6,0.0,1.0,-1.0
TDM,118,77,41,0.0,0.0,0.0
NT2,32,35,-3,0.0,0.0,0.0
NRC,44,26,18,1.0,0.0,1.0
HT1,34,103,-69,0.0,0.0,0.0
MST,14,45,-31,0.0,1.0,-1.0
VTP,137,65,72,4.0,0.0,4.0
TVB,217,171,46,0.0,1.0,-1.0
QTP,16,73,-57,0.0,0.0,0.0
SGP,68,42,26,1.0,0.0,1.0
IDJ,41,79,-38,0.0,0.0,0.0
TDC,49,84,-35,0.0,1.0,-1.0
MBG,84,111,-27,0.0,0.0,0.0
BCC,100,69,31,1.0,2.0,-1.0
MSH,67,20,47,0.0,0.0,0.0
VOC,65,39,26,4.0,0.0,4.0
PTB,107,30,77,0.0,0.0,0.0
PVP,50,89,-39,0.0,0.0,0.0
DRH,157,175,-18,1.0,0.0,1.0
MPC,30,35,-5,0.0,0.0,0.0
PPC,48,69,-21,1.0,0.0,1.0
PAS,135,64,71,0.0,2.0,-2.0
TIP,32,49,-17,1.0,0.0,1.0
HVH,19,29,-10,0.0,0.0,0.0
AMV,44,130,-86,0.0,0.0,0.0
DCL,34,42,-8,0.0,0.0,0.0
LSS,125,103,22,0.0,0.0,0.0
CCL,49,95,-46,0.0,0.0,0.0
SJS,29,43,-14,0.0,0.0,0.0
EVF,26,67,-41,0.0,0.0,0.0
HAP,70,43,27,0.0,0.0,0.0
TAR,33,61,-28,0.0,0.0,0.0
GTN,54,74,-20,0.0,1.0,-1.0
HTN,31,58,-27,0.0,0.0,0.0
AAV,33,25,8,0.0,0.0,0.0
VIG,106,74,32,0.0,0.0,0.0
KMR,46,62,-16,0.0,0.0,0.0
CMX,44,60,-16,0.0,0.0,0.0
PSH,61,48,13,0.0,1.0,-1.0
BMP,15,44,-29,0.0,0.0,0.0
DAH,221,207,14,0.0,2.0,-2.0
VGS,54,66,-12,0.0,0.0,0.0
BWE,39,97,-58,0.0,2.0,-2.0
PVM,5,19,-14,0.0,0.0,0.0
PVI,4,10,-6,0.0,0.0,0.0
PVB,36,48,-12,0.0,0.0,0.0
GKM,113,41,72,0.0,1.0,-1.0
