Stock,B,S,G,BB,BS,BG
AAA,599,433,166,11.0,9.0,2.0
APH,320,153,167,0.0,0.0,0.0
ROS,1044,784,260,0.0,1.0,-1.0
SBT,269,217,52,5.0,2.0,3.0
PLX,271,180,91,5.0,0.0,5.0
KDH,3715,1500,2215,101.0,49.0,52.0
NLG,2066,1306,760,50.0,29.0,21.0
FIT,544,349,195,15.0,12.0,3.0
TCM,78,76,2,3.0,1.0,2.0
DRC,622,319,303,6.0,3.0,3.0
PNJ,330,263,67,7.0,1.0,6.0
DCM,723,351,372,9.0,4.0,5.0
CRE,385,64,321,12.0,5.0,7.0
MBS,460,324,136,5.0,2.0,3.0
VIB,288,409,-121,4.0,3.0,1.0
IDC,422,282,140,10.0,11.0,-1.0
DPM,239,139,100,3.0,2.0,1.0
PET,357,258,99,0.0,1.0,-1.0
SCR,763,611,152,22.0,11.0,11.0
ITA,737,444,293,1.0,0.0,1.0
PVT,692,419,273,1.0,1.0,0.0
ORS,134,79,55,1.0,2.0,-1.0
BWE,181,192,-11,2.0,2.0,0.0
DGW,244,211,33,6.0,8.0,-2.0
TNG,339,270,69,11.0,1.0,10.0
HNG,715,517,198,2.0,0.0,2.0
CKG,372,207,165,0.0,0.0,0.0
VHC,489,460,29,14.0,1.0,13.0
HBC,530,297,233,4.0,3.0,1.0
SBS,497,166,331,4.0,5.0,-1.0
VPG,361,396,-35,8.0,6.0,2.0
LHG,245,439,-194,0.0,0.0,0.0
VGT,512,251,261,7.0,4.0,3.0
GAS,263,177,86,3.0,3.0,0.0
SMC,403,249,154,2.0,1.0,1.0
REE,127,394,-267,0.0,0.0,0.0
NTC,36,33,3,5.0,2.0,3.0
NAF,289,71,218,1.0,3.0,-2.0
HVH,142,126,16,0.0,0.0,0.0
HUT,363,257,106,17.0,11.0,6.0
TLH,276,141,135,0.0,0.0,0.0
ASM,255,379,-124,5.0,10.0,-5.0
MST,62,40,22,0.0,0.0,0.0
SHI,98,31,67,0.0,0.0,0.0
CII,203,190,13,3.0,0.0,3.0
AGR,309,177,132,0.0,0.0,0.0
ART,208,206,2,0.0,0.0,0.0
BSI,170,120,50,0.0,2.0,-2.0
HQC,474,350,124,0.0,1.0,-1.0
VCG,281,58,223,0.0,0.0,0.0
CTS,214,283,-69,0.0,1.0,-1.0
PHR,154,110,44,1.0,2.0,-1.0
AAS,201,197,4,5.0,3.0,2.0
PHC,171,76,95,0.0,0.0,0.0
KLF,244,107,137,1.0,2.0,-1.0
TTF,367,265,102,0.0,0.0,0.0
VPI,113,43,70,17.0,3.0,14.0
APS,432,202,230,0.0,5.0,-5.0
PLP,164,96,68,1.0,0.0,1.0
KSB,310,166,144,1.0,1.0,0.0
BVS,108,183,-75,0.0,0.0,0.0
DHC,100,30,70,6.0,5.0,1.0
PAN,142,111,31,3.0,0.0,3.0
VTP,123,82,41,1.0,1.0,0.0
BII,172,98,74,1.0,1.0,0.0
MHC,326,128,198,0.0,0.0,0.0
SAB,53,179,-126,1.0,1.0,0.0
HPX,22,32,-10,5.0,1.0,4.0
PC1,227,208,19,0.0,1.0,-1.0
EVG,260,94,166,0.0,0.0,0.0
LTG,202,222,-20,2.0,1.0,1.0
NHH,237,40,197,1.0,0.0,1.0
HVN,111,127,-16,0.0,0.0,0.0
DLG,342,211,131,0.0,0.0,0.0
TVC,57,13,44,0.0,0.0,0.0
BMI,934,273,661,12.0,5.0,7.0
OIL,176,124,52,2.0,1.0,1.0
NDN,171,102,69,1.0,0.0,1.0
HID,105,95,10,0.0,0.0,0.0
PTB,157,309,-152,1.0,6.0,-5.0
TCL,126,104,22,0.0,0.0,0.0
PAS,111,16,95,0.0,1.0,-1.0
DCL,93,31,62,0.0,0.0,0.0
QNS,124,79,45,1.0,0.0,1.0
NTL,650,284,366,3.0,2.0,1.0
EIB,45,113,-68,0.0,0.0,0.0
VGI,95,67,28,0.0,0.0,0.0
VDS,143,84,59,0.0,0.0,0.0
TDM,287,248,39,0.0,2.0,-2.0
TSC,352,216,136,0.0,1.0,-1.0
ANV,293,150,143,2.0,0.0,2.0
APG,472,115,357,0.0,0.0,0.0
FTS,116,84,32,0.0,0.0,0.0
FCN,194,62,132,1.0,0.0,1.0
LCG,422,223,199,6.0,1.0,5.0
HAG,217,110,107,0.0,0.0,0.0
QTP,127,50,77,3.0,0.0,3.0
CEO,427,356,71,5.0,1.0,4.0
LDG,616,354,262,0.0,0.0,0.0
VNE,96,38,58,0.0,0.0,0.0
HHS,221,131,90,0.0,0.0,0.0
HII,133,78,55,0.0,0.0,0.0
S99,81,103,-22,1.0,0.0,1.0
AMD,252,171,81,0.0,0.0,0.0
GIL,146,104,42,6.0,6.0,0.0
DRH,210,59,151,0.0,1.0,-1.0
KOS,74,82,-8,0.0,0.0,0.0
TDC,96,47,49,0.0,0.0,0.0
HAI,201,169,32,0.0,0.0,0.0
D2D,69,39,30,0.0,0.0,0.0
CTD,110,93,17,0.0,0.0,0.0
PLC,39,78,-39,0.0,0.0,0.0
BCG,414,331,83,1.0,1.0,0.0
SJS,150,58,92,0.0,0.0,0.0
FIR,108,63,45,0.0,1.0,-1.0
HCD,280,105,175,0.0,0.0,0.0
TVN,84,59,25,0.0,0.0,0.0
HAX,142,114,28,0.0,0.0,0.0
IDI,164,164,0,0.0,0.0,0.0
TIG,51,66,-15,0.0,0.0,0.0
DPG,527,214,313,6.0,3.0,3.0
VEA,47,28,19,2.0,0.0,2.0
PVC,97,120,-23,1.0,0.0,1.0
FMC,170,86,84,1.0,0.0,1.0
TV2,67,45,22,0.0,0.0,0.0
LAS,71,67,4,0.0,0.0,0.0
VOC,20,24,-4,0.0,0.0,0.0
MBG,41,40,1,0.0,0.0,0.0
DRI,54,41,13,0.0,0.0,0.0
ELC,78,72,6,0.0,0.0,0.0
GEG,108,66,42,0.0,0.0,0.0
NT2,50,221,-171,0.0,0.0,0.0
AMV,41,64,-23,0.0,0.0,0.0
C4G,48,38,10,0.0,0.0,0.0
EVF,21,58,-37,0.0,0.0,0.0
MSR,96,99,-3,0.0,0.0,0.0
BFC,50,29,21,0.0,0.0,0.0
CTI,62,59,3,0.0,0.0,0.0
PPC,35,24,11,0.0,0.0,0.0
HT1,85,74,11,0.0,0.0,0.0
IDJ,63,86,-23,0.0,0.0,0.0
LSS,102,65,37,0.0,0.0,0.0
BCC,58,26,32,0.0,0.0,0.0
TVB,62,42,20,0.0,0.0,0.0
PVP,51,40,11,0.0,0.0,0.0
DVN,66,122,-56,0.0,0.0,0.0
DAH,44,61,-17,0.0,0.0,0.0
