Stock,B,S,G,BB,BS,BG
TCH,292,268,24,1.0,2.0,-1.0
ORS,92,94,-2,4.0,1.0,3.0
VGT,638,596,42,8.0,12.0,-4.0
TNG,98,146,-48,1.0,5.0,-4.0
BID,566,501,65,11.0,10.0,1.0
VPI,49,33,16,12.0,2.0,10.0
MBS,308,234,74,6.0,3.0,3.0
VJC,62,37,25,2.0,0.0,2.0
NVB,866,151,715,16.0,1.0,15.0
APS,134,133,1,0.0,1.0,-1.0
GMD,96,143,-47,0.0,0.0,0.0
PVT,391,370,21,3.0,6.0,-3.0
CRE,46,22,24,6.0,1.0,5.0
NLG,171,122,49,0.0,2.0,-2.0
VRE,158,178,-20,0.0,1.0,-1.0
DLG,240,305,-65,1.0,0.0,1.0
ROS,654,760,-106,2.0,3.0,-1.0
ITA,194,404,-210,0.0,0.0,0.0
SCR,237,192,45,6.0,0.0,6.0
EVG,28,64,-36,0.0,0.0,0.0
SBT,161,203,-42,3.0,4.0,-1.0
GEX,278,146,132,5.0,7.0,-2.0
HQC,258,277,-19,0.0,0.0,0.0
SZC,79,56,23,0.0,0.0,0.0
VCB,148,116,32,10.0,13.0,-3.0
HBC,261,296,-35,1.0,0.0,1.0
HAG,132,58,74,0.0,1.0,-1.0
MWG,148,101,47,13.0,3.0,10.0
KDH,540,286,254,14.0,10.0,4.0
HDC,82,76,6,1.0,1.0,0.0
CTR,53,59,-6,1.0,0.0,1.0
OIL,251,151,100,2.0,5.0,-3.0
MSN,129,178,-49,4.0,3.0,1.0
AAS,104,189,-85,0.0,0.0,0.0
NTL,131,71,60,0.0,0.0,0.0
BVH,129,128,1,1.0,1.0,0.0
KSB,72,126,-54,0.0,0.0,0.0
BSI,101,109,-8,0.0,0.0,0.0
DPM,210,168,42,5.0,2.0,3.0
LCG,88,98,-10,0.0,0.0,0.0
DGC,69,68,1,0.0,1.0,-1.0
CII,80,81,-1,0.0,0.0,0.0
ASM,119,76,43,0.0,0.0,0.0
APH,72,38,34,3.0,0.0,3.0
CTD,37,63,-26,0.0,1.0,-1.0
TCM,9,25,-16,0.0,1.0,-1.0
VHC,213,152,61,10.0,4.0,6.0
SHI,56,19,37,2.0,1.0,1.0
SBS,180,231,-51,0.0,1.0,-1.0
MST,36,20,16,1.0,0.0,1.0
VPG,24,28,-4,0.0,1.0,-1.0
CKG,293,344,-51,0.0,0.0,0.0
SJS,18,16,2,0.0,0.0,0.0
PAN,154,89,65,1.0,4.0,-3.0
PHC,23,16,7,0.0,0.0,0.0
TTF,1463,1595,-132,8.0,7.0,1.0
PHR,62,70,-8,1.0,2.0,-1.0
HHS,56,74,-18,0.0,0.0,0.0
PNJ,71,53,18,2.0,0.0,2.0
VCS,34,48,-14,2.0,1.0,1.0
HPX,14,14,0,5.0,1.0,4.0
VIB,125,88,37,5.0,2.0,3.0
DCM,378,332,46,3.0,2.0,1.0
TSC,71,148,-77,0.0,0.0,0.0
BWE,11,31,-20,0.0,0.0,0.0
MSR,54,42,12,0.0,1.0,-1.0
PET,185,219,-34,1.0,1.0,0.0
FCN,72,120,-48,0.0,1.0,-1.0
CTI,16,22,-6,0.0,0.0,0.0
KOS,100,40,60,0.0,0.0,0.0
ANV,246,115,131,11.0,0.0,11.0
PSH,130,41,89,2.0,0.0,2.0
HUT,88,65,23,0.0,0.0,0.0
HAH,75,114,-39,0.0,0.0,0.0
BCG,83,110,-27,0.0,0.0,0.0
NHH,11,30,-19,0.0,1.0,-1.0
AGR,140,169,-29,0.0,0.0,0.0
HVN,55,110,-55,0.0,0.0,0.0
S99,71,61,10,0.0,0.0,0.0
BVS,54,135,-81,1.0,0.0,1.0
PLC,23,42,-19,0.0,0.0,0.0
REE,135,89,46,2.0,2.0,0.0
NTC,11,19,-8,0.0,0.0,0.0
DGW,50,31,19,1.0,0.0,1.0
LDG,171,168,3,0.0,0.0,0.0
VDS,70,61,9,0.0,0.0,0.0
APG,136,216,-80,0.0,1.0,-1.0
CEO,128,76,52,1.0,2.0,-1.0
NAF,40,26,14,0.0,0.0,0.0
LTG,57,41,16,0.0,0.0,0.0
FRT,97,128,-31,0.0,1.0,-1.0
BMI,15,10,5,0.0,0.0,0.0
HTN,23,29,-6,0.0,0.0,0.0
FTS,46,37,9,0.0,0.0,0.0
DRH,53,82,-29,0.0,0.0,0.0
ART,112,90,22,0.0,2.0,-2.0
QNS,23,49,-26,0.0,0.0,0.0
ACV,43,50,-7,0.0,0.0,0.0
LAS,172,146,26,0.0,0.0,0.0
TVC,13,37,-24,0.0,0.0,0.0
HDG,60,80,-20,0.0,2.0,-2.0
HII,93,72,21,0.0,0.0,0.0
AMD,119,119,0,0.0,0.0,0.0
LSS,44,65,-21,0.0,1.0,-1.0
KMR,60,55,5,0.0,0.0,0.0
TLH,195,217,-22,2.0,1.0,1.0
AMV,30,65,-35,0.0,0.0,0.0
ELC,71,45,26,0.0,0.0,0.0
HT1,32,46,-14,0.0,0.0,0.0
NT2,10,45,-35,0.0,0.0,0.0
NDN,22,32,-10,0.0,1.0,-1.0
D2D,39,40,-1,0.0,0.0,0.0
TIG,38,46,-8,0.0,0.0,0.0
G36,58,52,6,0.0,0.0,0.0
BCC,24,40,-16,0.0,0.0,0.0
DTD,22,41,-19,0.0,0.0,0.0
VGI,31,52,-21,0.0,0.0,0.0
TVN,109,56,53,1.0,0.0,1.0
PVC,117,76,41,0.0,0.0,0.0
DHC,6,13,-7,0.0,0.0,0.0
NRC,18,23,-5,0.0,0.0,0.0
C4G,77,29,48,0.0,0.0,0.0
DRI,61,77,-16,1.0,0.0,1.0
GEG,15,34,-19,1.0,0.0,1.0
FMC,97,58,39,0.0,0.0,0.0
HAI,110,73,37,0.0,0.0,0.0
HAX,70,105,-35,0.0,0.0,0.0
VCG,30,20,10,0.0,1.0,-1.0
PC1,63,33,30,0.0,0.0,0.0
SMC,64,77,-13,0.0,0.0,0.0
EIB,162,52,110,0.0,1.0,-1.0
KLF,33,170,-137,2.0,1.0,1.0
TDH,52,50,2,0.0,0.0,0.0
EVF,26,33,-7,1.0,0.0,1.0
TDC,26,27,-1,0.0,0.0,0.0
MSH,5,11,-6,0.0,0.0,0.0
IDI,81,56,25,0.0,0.0,0.0
LHG,67,24,43,0.0,0.0,0.0
SAB,15,16,-1,1.0,1.0,0.0
AAV,25,13,12,0.0,0.0,0.0
MHC,24,60,-36,0.0,0.0,0.0
GKM,70,10,60,0.0,0.0,0.0
QTP,19,20,-1,0.0,1.0,-1.0
TVB,34,34,0,0.0,0.0,0.0
GIL,28,24,4,0.0,0.0,0.0
DPG,27,43,-16,1.0,0.0,1.0
MBG,26,58,-32,0.0,0.0,0.0
TDM,23,24,-1,0.0,0.0,0.0
HAP,45,22,23,0.0,0.0,0.0
DVN,23,35,-12,0.0,0.0,0.0
BII,69,59,10,0.0,2.0,-2.0
VTP,18,31,-13,0.0,0.0,0.0
SGP,18,20,-2,0.0,0.0,0.0
PVP,81,30,51,0.0,1.0,-1.0
PVM,7,1,6,1.0,0.0,1.0
IDJ,15,63,-48,0.0,0.0,0.0
MPC,59,41,18,0.0,0.0,0.0
HVH,13,16,-3,0.0,0.0,0.0
VHG,48,18,30,0.0,0.0,0.0
SIP,6,7,-1,0.0,0.0,0.0
TCL,7,24,-17,0.0,0.0,0.0
BMP,9,15,-6,0.0,0.0,0.0
TV2,20,22,-2,0.0,0.0,0.0
VGS,19,35,-16,0.0,0.0,0.0
DCL,11,26,-15,0.0,0.0,0.0
VEA,11,28,-17,0.0,0.0,0.0
PVB,23,34,-11,0.0,0.0,0.0
TAR,55,16,39,0.0,1.0,-1.0
PAS,24,10,14,0.0,0.0,0.0
GTN,25,29,-4,0.0,0.0,0.0
CCL,25,41,-16,0.0,0.0,0.0
PTB,57,16,41,0.0,1.0,-1.0
VIG,41,49,-8,0.0,0.0,0.0
KLB,23,25,-2,0.0,0.0,0.0
VOC,16,27,-11,0.0,0.0,0.0
BFC,224,51,173,0.0,0.0,0.0
KSH,25,29,-4,0.0,1.0,-1.0
DST,10,39,-29,0.0,0.0,0.0
PVI,8,12,-4,0.0,0.0,0.0
