Stock,B,S,G,BB,BS,BG
HHS,321.0,311.0,10.0,0.0,0.0,0.0
HID,65.0,74.0,-9.0,0.0,0.0,0.0
HII,33.0,52.0,-19.0,0.0,0.0,0.0
HLD,17.0,4.0,13.0,0.0,0.0,0.0
HND,22.0,14.0,8.0,0.0,0.0,0.0
HNG,957.0,970.0,-13.0,1.0,2.0,-1.0
HOM,37.0,20.0,17.0,0.0,0.0,0.0
HPG,8995.0,15652.0,-6657.0,81.0,102.0,-21.0
HPX,105.0,64.0,41.0,4.0,0.0,4.0
HQC,883.0,860.0,23.0,0.0,1.0,-1.0
HSG,3054.0,1904.0,1150.0,45.0,14.0,31.0
HSL,17.0,22.0,-5.0,0.0,0.0,0.0
HT1,109.0,121.0,-12.0,0.0,0.0,0.0
HTI,22.0,14.0,8.0,0.0,0.0,0.0
HTN,31.0,50.0,-19.0,0.0,0.0,0.0
HUT,416.0,347.0,69.0,1.0,2.0,-1.0
HVH,30.0,37.0,-7.0,0.0,0.0,0.0
HVN,360.0,317.0,43.0,0.0,0.0,0.0
IBC,11.0,0.0,11.0,0.0,0.0,0.0
ICT,21.0,31.0,-10.0,0.0,0.0,0.0
IDC,782.0,772.0,10.0,9.0,6.0,3.0
IDI,232.0,163.0,69.0,0.0,0.0,0.0
IDJ,114.0,115.0,-1.0,0.0,0.0,0.0
IJC,1175.0,708.0,467.0,5.0,17.0,-12.0
ILB,17.0,30.0,-13.0,0.0,0.0,0.0
ITA,1112.0,939.0,173.0,0.0,1.0,-1.0
ITD,17.0,13.0,4.0,0.0,0.0,0.0
ITQ,16.0,23.0,-7.0,0.0,0.0,0.0
JVC,233.0,202.0,31.0,0.0,0.0,0.0
KBC,1302.0,1333.0,-31.0,17.0,17.0,0.0
KDC,125.0,85.0,40.0,11.0,11.0,0.0
KDH,718.0,924.0,-206.0,3.0,6.0,-3.0
KHP,14.0,12.0,2.0,0.0,0.0,0.0
KLB,84.0,87.0,-3.0,0.0,0.0,0.0
KLF,431.0,360.0,71.0,2.0,0.0,2.0
KMR,133.0,95.0,38.0,0.0,0.0,0.0
KOS,10.0,52.0,-42.0,0.0,0.0,0.0
KSB,396.0,369.0,27.0,0.0,0.0,0.0
KSH,137.0,133.0,4.0,0.0,0.0,0.0
KVC,44.0,51.0,-7.0,0.0,0.0,0.0
L14,33.0,41.0,-8.0,0.0,0.0,0.0
LAS,101.0,154.0,-53.0,0.0,0.0,0.0
LCG,616.0,304.0,312.0,0.0,0.0,0.0
LDG,613.0,485.0,128.0,0.0,0.0,0.0
LHG,186.0,96.0,90.0,0.0,0.0,0.0
LIG,39.0,53.0,-14.0,0.0,0.0,0.0
LIX,13.0,13.0,0.0,0.0,0.0,0.0
LPB,3187.0,2529.0,658.0,49.0,50.0,-1.0
LSS,111.0,106.0,5.0,0.0,0.0,0.0
LTG,143.0,180.0,-37.0,0.0,0.0,0.0
MBB,7115.0,4884.0,2231.0,64.0,59.0,5.0
MBG,189.0,119.0,70.0,0.0,0.0,0.0
MBS,980.0,734.0,246.0,1.0,0.0,1.0
MFS,9.0,5.0,4.0,0.0,0.0,0.0
MHC,187.0,102.0,85.0,0.0,1.0,-1.0
MPC,73.0,92.0,-19.0,0.0,0.0,0.0
MSH,35.0,11.0,24.0,0.0,0.0,0.0
MSN,447.0,535.0,-88.0,7.0,2.0,5.0
MSR,173.0,227.0,-54.0,0.0,0.0,0.0
MST,47.0,58.0,-11.0,0.0,0.0,0.0
MTA,5.0,14.0,-9.0,0.0,0.0,0.0
MWG,343.0,362.0,-19.0,3.0,1.0,2.0
NAF,119.0,54.0,65.0,1.0,0.0,1.0
NCT,19.0,21.0,-2.0,0.0,0.0,0.0
NDN,147.0,177.0,-30.0,0.0,0.0,0.0
NHH,112.0,32.0,80.0,0.0,0.0,0.0
NKG,808.0,1004.0,-196.0,2.0,4.0,-2.0
NLG,1112.0,1035.0,77.0,4.0,6.0,-2.0
NRC,56.0,43.0,13.0,0.0,0.0,0.0
NSH,38.0,31.0,7.0,0.0,0.0,0.0
NT2,127.0,100.0,27.0,0.0,0.0,0.0
NTC,34.0,45.0,-11.0,2.0,0.0,2.0
NTL,228.0,264.0,-36.0,0.0,0.0,0.0
NVB,636.0,482.0,154.0,2.0,13.0,-11.0
NVL,731.0,542.0,189.0,54.0,22.0,32.0
OGC,114.0,163.0,-49.0,0.0,0.0,0.0
OIL,723.0,566.0,157.0,0.0,4.0,-4.0
ORS,121.0,109.0,12.0,0.0,11.0,-11.0
PAN,299.0,274.0,25.0,0.0,2.0,-2.0
PAS,117.0,40.0,77.0,0.0,0.0,0.0
PC1,132.0,153.0,-21.0,0.0,0.0,0.0
PDR,290.0,361.0,-71.0,52.0,62.0,-10.0
PET,623.0,920.0,-297.0,0.0,1.0,-1.0
PFL,65.0,35.0,30.0,0.0,0.0,0.0
PHC,71.0,40.0,31.0,0.0,0.0,0.0
PHR,205.0,283.0,-78.0,0.0,1.0,-1.0
PLC,113.0,136.0,-23.0,0.0,0.0,0.0
PLP,93.0,46.0,47.0,0.0,0.0,0.0
PLX,748.0,978.0,-230.0,9.0,14.0,-5.0
PNJ,226.0,346.0,-120.0,0.0,0.0,0.0
POM,188.0,142.0,46.0,0.0,0.0,0.0
POW,2053.0,1950.0,103.0,3.0,5.0,-2.0
PPC,56.0,54.0,2.0,0.0,0.0,0.0
PSH,19.0,39.0,-20.0,0.0,0.0,0.0
PTB,75.0,77.0,-2.0,0.0,0.0,0.0
PVB,142.0,108.0,34.0,0.0,0.0,0.0
PVC,618.0,497.0,121.0,0.0,1.0,-1.0
PVD,2426.0,2175.0,251.0,11.0,14.0,-3.0
PVI,28.0,44.0,-16.0,0.0,0.0,0.0
PVL,85.0,139.0,-54.0,0.0,0.0,0.0
PVM,101.0,48.0,53.0,0.0,0.0,0.0
PVP,211.0,286.0,-75.0,0.0,0.0,0.0
PVS,2025.0,2274.0,-249.0,61.0,39.0,22.0
PVT,2108.0,1613.0,495.0,1.0,4.0,-3.0
PVV,57.0,94.0,-37.0,0.0,0.0,0.0
PWA,27.0,30.0,-3.0,0.0,0.0,0.0
PXL,60.0,46.0,14.0,0.0,0.0,0.0
PXS,92.0,93.0,-1.0,0.0,0.0,0.0
QBS,96.0,67.0,29.0,0.0,0.0,0.0
QCG,54.0,47.0,7.0,0.0,0.0,0.0
QNS,36.0,39.0,-3.0,1.0,0.0,1.0
QTP,60.0,61.0,-1.0,0.0,1.0,-1.0
REE,106.0,232.0,-126.0,0.0,0.0,0.0
ROS,2095.0,1612.0,483.0,2.0,0.0,2.0
S99,494.0,455.0,39.0,2.0,0.0,2.0
SAB,69.0,198.0,-129.0,0.0,0.0,0.0
SAM,64.0,62.0,2.0,0.0,0.0,0.0
SBS,1077.0,815.0,262.0,0.0,0.0,0.0
SBT,343.0,522.0,-179.0,1.0,0.0,1.0
SBV,26.0,42.0,-16.0,0.0,0.0,0.0
SCR,1409.0,1465.0,-56.0,6.0,10.0,-4.0
SD6,24.0,9.0,15.0,0.0,0.0,0.0
SDT,19.0,36.0,-17.0,0.0,0.0,0.0
SGP,98.0,93.0,5.0,0.0,0.0,0.0
SGR,29.0,27.0,2.0,0.0,0.0,0.0
SHB,3108.0,2224.0,884.0,101.0,72.0,29.0
SHI,241.0,177.0,64.0,7.0,3.0,4.0
SHS,2322.0,1534.0,788.0,23.0,23.0,0.0
SIP,5.0,8.0,-3.0,0.0,0.0,0.0
SJD,17.0,9.0,8.0,0.0,0.0,0.0
SJF,210.0,75.0,135.0,0.0,0.0,0.0
SJS,140.0,69.0,71.0,0.0,0.0,0.0
SKG,69.0,53.0,16.0,0.0,0.0,0.0
SMC,248.0,422.0,-174.0,2.0,0.0,2.0
SPI,42.0,10.0,32.0,1.0,1.0,0.0
SRA,52.0,63.0,-11.0,0.0,0.0,0.0
SRC,6.0,7.0,-1.0,0.0,0.0,0.0
SSI,5317.0,3655.0,1662.0,39.0,40.0,-1.0
SSN,60.0,43.0,17.0,0.0,0.0,0.0
STB,5938.0,4286.0,1652.0,82.0,43.0,39.0
STH,24.0,39.0,-15.0,0.0,0.0,0.0
SVN,16.0,12.0,4.0,0.0,0.0,0.0
SWC,17.0,18.0,-1.0,0.0,0.0,0.0
SZC,346.0,352.0,-6.0,0.0,1.0,-1.0
TAR,60.0,31.0,29.0,0.0,0.0,0.0
TCB,5526.0,4369.0,1157.0,82.0,46.0,36.0
TCH,926.0,1001.0,-75.0,0.0,2.0,-2.0
TCL,90.0,48.0,42.0,0.0,0.0,0.0
TCM,87.0,59.0,28.0,0.0,0.0,0.0
TDC,158.0,134.0,24.0,0.0,0.0,0.0
TDG,129.0,117.0,12.0,0.0,0.0,0.0
TDH,199.0,114.0,85.0,0.0,0.0,0.0
TDM,125.0,108.0,17.0,0.0,0.0,0.0
TDN,29.0,46.0,-17.0,0.0,0.0,0.0
TDT,40.0,64.0,-24.0,0.0,0.0,0.0
TEG,19.0,19.0,0.0,0.0,0.0,0.0
TGG,78.0,130.0,-52.0,0.0,0.0,0.0
TID,11.0,12.0,-1.0,0.0,0.0,0.0
TIG,137.0,136.0,1.0,0.0,1.0,-1.0
TIP,118.0,93.0,25.0,0.0,0.0,0.0
TLD,145.0,85.0,60.0,0.0,0.0,0.0
TLG,42.0,36.0,6.0,0.0,0.0,0.0
TLH,412.0,326.0,86.0,0.0,0.0,0.0
TNA,65.0,40.0,25.0,0.0,0.0,0.0
TNG,330.0,302.0,28.0,4.0,0.0,4.0
TNI,173.0,84.0,89.0,0.0,0.0,0.0
TNT,17.0,25.0,-8.0,0.0,0.0,0.0
TPB,1377.0,1032.0,345.0,10.0,7.0,3.0
TSC,517.0,479.0,38.0,1.0,2.0,-1.0
TTB,101.0,100.0,1.0,0.0,0.0,0.0
TTF,325.0,292.0,33.0,0.0,0.0,0.0
TTH,71.0,40.0,31.0,0.0,0.0,0.0
TV2,63.0,53.0,10.0,0.0,0.0,0.0
TVB,243.0,263.0,-20.0,0.0,0.0,0.0
TVC,242.0,301.0,-59.0,1.0,2.0,-1.0
TVD,37.0,45.0,-8.0,0.0,0.0,0.0
TVN,223.0,236.0,-13.0,0.0,0.0,0.0
TVS,78.0,72.0,6.0,0.0,0.0,0.0
VC3,53.0,15.0,38.0,0.0,0.0,0.0
VCB,678.0,901.0,-223.0,8.0,11.0,-3.0
VCG,180.0,29.0,151.0,0.0,0.0,0.0
VCI,977.0,715.0,262.0,21.0,8.0,13.0
VCP,0.0,2.0,-2.0,0.0,0.0,0.0
VCR,28.0,33.0,-5.0,0.0,0.0,0.0
VCS,201.0,285.0,-84.0,1.0,2.0,-1.0
VDS,271.0,237.0,34.0,1.0,0.0,1.0
VEA,53.0,41.0,12.0,1.0,1.0,0.0
VGC,25.0,94.0,-69.0,0.0,0.0,0.0
VGI,165.0,164.0,1.0,0.0,0.0,0.0
VGS,99.0,91.0,8.0,1.0,0.0,1.0
VGT,504.0,431.0,73.0,1.0,1.0,0.0
VHC,329.0,386.0,-57.0,0.0,0.0,0.0
VHE,47.0,39.0,8.0,0.0,0.0,0.0
VHG,241.0,185.0,56.0,0.0,0.0,0.0
VHM,1386.0,1098.0,288.0,22.0,18.0,4.0
VIB,613.0,380.0,233.0,5.0,2.0,3.0
VIC,562.0,682.0,-120.0,20.0,17.0,3.0
VIG,501.0,237.0,264.0,0.0,0.0,0.0
VIP,51.0,54.0,-3.0,0.0,0.0,0.0
VJC,244.0,390.0,-146.0,0.0,1.0,-1.0
VNA,24.0,17.0,7.0,0.0,0.0,0.0
VND,2031.0,1281.0,750.0,43.0,19.0,24.0
VNE,65.0,59.0,6.0,0.0,0.0,0.0
VNG,45.0,21.0,24.0,0.0,0.0,0.0
VNH,48.0,71.0,-23.0,0.0,0.0,0.0
VNM,4265.0,2276.0,1989.0,9.0,9.0,0.0
VNP,46.0,58.0,-12.0,0.0,0.0,0.0
VNR,21.0,20.0,1.0,0.0,0.0,0.0
VOC,52.0,81.0,-29.0,0.0,0.0,0.0
VOS,101.0,111.0,-10.0,0.0,0.0,0.0
VPB,2061.0,1285.0,776.0,368.0,104.0,264.0
VPG,100.0,137.0,-37.0,0.0,0.0,0.0
VPH,17.0,11.0,6.0,0.0,0.0,0.0
VPI,42.0,21.0,21.0,13.0,2.0,11.0
VRC,35.0,46.0,-11.0,0.0,0.0,0.0
VRE,1443.0,2731.0,-1288.0,6.0,3.0,3.0
VRG,6.0,5.0,1.0,0.0,0.0,0.0
VSC,50.0,16.0,34.0,0.0,0.0,0.0
VSH,16.0,27.0,-11.0,0.0,0.0,0.0
VTD,44.0,71.0,-27.0,0.0,0.0,0.0
VTO,47.0,55.0,-8.0,0.0,0.0,0.0
VTP,88.0,84.0,4.0,0.0,1.0,-1.0
VTR,20.0,16.0,4.0,0.0,0.0,0.0
WSS,73.0,74.0,-1.0,0.0,0.0,0.0
