Stock,B,S,G,BB,BS,BG
HPG,3718,5143,-1425,47.0,53.0,-6.0
VPB,973,1197,-224,43.0,32.0,11.0
SHB,509,915,-406,43.0,52.0,-9.0
TCB,3389,4212,-823,47.0,76.0,-29.0
PDR,520,607,-87,15.0,8.0,7.0
SSI,2429,2593,-164,10.0,30.0,-20.0
STB,1849,2769,-920,48.0,76.0,-28.0
HSG,2054,2731,-677,27.0,24.0,3.0
CTG,2245,2789,-544,12.0,5.0,7.0
MBB,3215,2491,724,51.0,59.0,-8.0
NVL,1766,1176,590,8.0,7.0,1.0
FLC,1167,1136,31,7.0,26.0,-19.0
MSN,507,1177,-670,16.0,24.0,-8.0
VHM,1197,984,213,90.0,69.0,21.0
VIC,1020,1302,-282,51.0,48.0,3.0
KBC,1120,980,140,15.0,26.0,-11.0
HCM,1069,1119,-50,20.0,26.0,-6.0
CTR,697,428,269,22.0,18.0,4.0
ACB,1617,1923,-306,18.0,58.0,-40.0
FPT,1494,1642,-148,36.0,44.0,-8.0
PVS,708,627,81,17.0,29.0,-12.0
BSR,795,705,90,13.0,17.0,-4.0
VND,1101,1607,-506,37.0,40.0,-3.0
SHS,642,692,-50,15.0,26.0,-11.0
VCB,696,1107,-411,5.0,13.0,-8.0
HDG,801,586,215,31.0,10.0,21.0
LPB,1470,1481,-11,8.0,16.0,-8.0
IJC,634,559,75,7.0,4.0,3.0
GVR,631,712,-81,6.0,10.0,-4.0
VNM,623,1431,-808,15.0,20.0,-5.0
KDC,256,96,160,63.0,19.0,44.0
NVB,375,211,164,1.0,2.0,-1.0
MWG,450,477,-27,10.0,8.0,2.0
DBC,235,389,-154,6.0,23.0,-17.0
HAH,480,595,-115,1.0,1.0,0.0
AGG,612,83,529,28.0,18.0,10.0
HDB,524,818,-294,5.0,3.0,2.0
DIG,446,700,-254,2.0,2.0,0.0
FRT,1198,830,368,5.0,9.0,-4.0
DXG,481,843,-362,11.0,12.0,-1.0
VCI,1105,1202,-97,13.0,22.0,-9.0
HDC,310,273,37,2.0,1.0,1.0
TCH,3482,830,2652,10.0,19.0,-9.0
VRE,1527,1178,349,14.0,13.0,1.0
BVH,153,336,-183,0.0,0.0,0.0
VJC,236,172,64,7.0,0.0,7.0
NKG,519,722,-203,10.0,27.0,-17.0
PSH,197,126,71,3.0,1.0,2.0
GMD,1162,843,319,11.0,3.0,8.0
DGC,269,329,-60,2.0,6.0,-4.0
GEX,278,429,-151,1.0,10.0,-9.0
PVD,1057,723,334,3.0,6.0,-3.0
TPB,804,910,-106,66.0,19.0,47.0
POW,908,1130,-222,0.0,2.0,-2.0
SZC,239,230,9,0.0,3.0,-3.0
VCS,159,141,18,6.0,8.0,-2.0
BID,381,501,-120,1.0,6.0,-5.0
AAA,627,712,-85,2.0,12.0,-10.0
APH,339,189,150,0.0,0.0,0.0
ROS,1001,938,63,2.0,0.0,2.0
SBT,515,510,5,0.0,0.0,0.0
PLX,613,632,-19,7.0,2.0,5.0
KDH,347,592,-245,5.0,4.0,1.0
NLG,601,589,12,2.0,6.0,-4.0
FIT,547,410,137,18.0,9.0,9.0
TCM,47,79,-32,8.0,0.0,8.0
DRC,328,323,5,1.0,4.0,-3.0
PNJ,473,463,10,2.0,2.0,0.0
DCM,370,341,29,1.0,6.0,-5.0
CRE,187,108,79,6.0,5.0,1.0
MBS,385,434,-49,1.0,4.0,-3.0
VIB,202,570,-368,3.0,0.0,3.0
IDC,106,127,-21,3.0,3.0,0.0
DPM,130,256,-126,1.0,0.0,1.0
PET,376,235,141,1.0,3.0,-2.0
SCR,581,577,4,2.0,0.0,2.0
ITA,456,494,-38,1.0,5.0,-4.0
PVT,329,521,-192,1.0,1.0,0.0
ORS,151,105,46,4.0,0.0,4.0
BWE,565,233,332,9.0,3.0,6.0
DGW,193,144,49,8.0,2.0,6.0
TNG,235,184,51,3.0,0.0,3.0
HNG,528,628,-100,1.0,2.0,-1.0
CKG,258,294,-36,0.0,2.0,-2.0
VHC,222,302,-80,1.0,1.0,0.0
HBC,286,378,-92,0.0,1.0,-1.0
SBS,259,179,80,0.0,2.0,-2.0
VPG,84,199,-115,2.0,1.0,1.0
LHG,518,366,152,0.0,2.0,-2.0
VGT,213,234,-21,1.0,1.0,0.0
GAS,162,577,-415,0.0,14.0,-14.0
SMC,272,212,60,0.0,1.0,-1.0
REE,408,571,-163,1.0,3.0,-2.0
NTC,33,66,-33,1.0,4.0,-3.0
NAF,293,93,200,2.0,9.0,-7.0
HVH,79,85,-6,0.0,0.0,0.0
HUT,64,102,-38,0.0,0.0,0.0
TLH,142,235,-93,0.0,0.0,0.0
ASM,270,290,-20,0.0,1.0,-1.0
MST,53,60,-7,0.0,0.0,0.0
SHI,98,38,60,0.0,0.0,0.0
CII,188,206,-18,0.0,3.0,-3.0
AGR,368,306,62,0.0,0.0,0.0
ART,167,231,-64,1.0,1.0,0.0
BSI,160,234,-74,0.0,2.0,-2.0
HQC,344,406,-62,0.0,0.0,0.0
VCG,187,25,162,0.0,0.0,0.0
CTS,174,388,-214,0.0,0.0,0.0
PHR,78,160,-82,0.0,2.0,-2.0
AAS,159,151,8,0.0,0.0,0.0
PHC,122,139,-17,0.0,2.0,-2.0
KLF,206,149,57,1.0,1.0,0.0
TTF,474,424,50,1.0,1.0,0.0
VPI,117,34,83,34.0,2.0,32.0
APS,517,134,383,0.0,0.0,0.0
PLP,68,105,-37,0.0,0.0,0.0
KSB,280,245,35,2.0,0.0,2.0
BVS,134,263,-129,0.0,1.0,-1.0
DHC,42,42,0,1.0,2.0,-1.0
PAN,137,96,41,0.0,0.0,0.0
VTP,153,85,68,0.0,2.0,-2.0
BII,196,137,59,1.0,0.0,1.0
MHC,99,125,-26,0.0,0.0,0.0
SAB,149,76,73,0.0,0.0,0.0
HPX,10,14,-4,7.0,4.0,3.0
PC1,120,59,61,0.0,0.0,0.0
EVG,78,21,57,0.0,0.0,0.0
LTG,68,99,-31,0.0,0.0,0.0
NHH,217,44,173,0.0,0.0,0.0
HVN,157,146,11,0.0,0.0,0.0
DLG,291,259,32,0.0,0.0,0.0
TVC,119,132,-13,2.0,4.0,-2.0
BMI,163,129,34,2.0,1.0,1.0
OIL,147,133,14,1.0,0.0,1.0
NDN,107,91,16,0.0,0.0,0.0
HID,178,189,-11,0.0,0.0,0.0
PTB,231,163,68,2.0,2.0,0.0
TCL,87,127,-40,0.0,1.0,-1.0
PAS,49,26,23,0.0,0.0,0.0
DCL,117,67,50,0.0,0.0,0.0
QNS,380,258,122,2.0,1.0,1.0
NTL,229,251,-22,3.0,4.0,-1.0
EIB,61,329,-268,0.0,0.0,0.0
VGI,80,80,0,0.0,1.0,-1.0
VDS,116,140,-24,0.0,0.0,0.0
TDM,726,396,330,10.0,3.0,7.0
TSC,143,140,3,0.0,1.0,-1.0
ANV,131,198,-67,0.0,0.0,0.0
APG,207,165,42,0.0,1.0,-1.0
FTS,140,226,-86,0.0,0.0,0.0
FCN,100,107,-7,0.0,0.0,0.0
LCG,151,228,-77,1.0,0.0,1.0
HAG,161,174,-13,0.0,0.0,0.0
QTP,260,99,161,1.0,6.0,-5.0
CEO,153,130,23,0.0,1.0,-1.0
LDG,352,365,-13,0.0,0.0,0.0
VNE,74,102,-28,0.0,0.0,0.0
HHS,151,140,11,0.0,0.0,0.0
ACV,151,38,113,0.0,0.0,0.0
HII,92,77,15,0.0,0.0,0.0
S99,80,60,20,0.0,0.0,0.0
AMD,175,230,-55,0.0,0.0,0.0
GIL,56,69,-13,0.0,2.0,-2.0
DRH,138,108,30,0.0,0.0,0.0
KOS,99,18,81,0.0,0.0,0.0
TDC,23,57,-34,0.0,0.0,0.0
HAI,178,198,-20,0.0,0.0,0.0
D2D,25,37,-12,0.0,1.0,-1.0
CTD,44,183,-139,1.0,0.0,1.0
PLC,33,70,-37,0.0,0.0,0.0
BCG,111,73,38,0.0,0.0,0.0
SJS,22,62,-40,0.0,0.0,0.0
FIR,73,65,8,0.0,0.0,0.0
HCD,253,153,100,0.0,0.0,0.0
TVN,167,59,108,2.0,0.0,2.0
HAX,119,144,-25,0.0,0.0,0.0
IDI,49,72,-23,0.0,0.0,0.0
TIG,65,47,18,0.0,0.0,0.0
DPG,193,203,-10,3.0,7.0,-4.0
VEA,34,71,-37,4.0,0.0,4.0
PVC,114,102,12,0.0,1.0,-1.0
FMC,47,91,-44,0.0,0.0,0.0
TV2,55,76,-21,0.0,0.0,0.0
LAS,34,42,-8,0.0,0.0,0.0
VOC,18,18,0,0.0,0.0,0.0
MBG,54,49,5,0.0,0.0,0.0
DRI,48,48,0,0.0,0.0,0.0
ELC,41,42,-1,0.0,0.0,0.0
GEG,64,74,-10,0.0,0.0,0.0
NT2,97,299,-202,0.0,1.0,-1.0
AMV,59,54,5,0.0,0.0,0.0
C4G,16,49,-33,0.0,0.0,0.0
EVF,67,79,-12,0.0,1.0,-1.0
MSR,30,66,-36,0.0,1.0,-1.0
BFC,43,86,-43,0.0,0.0,0.0
CTI,23,29,-6,0.0,0.0,0.0
PPC,27,44,-17,0.0,0.0,0.0
HT1,114,89,25,0.0,0.0,0.0
IDJ,48,102,-54,0.0,0.0,0.0
LSS,41,80,-39,0.0,0.0,0.0
BCC,40,23,17,0.0,0.0,0.0
TVB,135,48,87,0.0,1.0,-1.0
PVP,50,48,2,0.0,0.0,0.0
DVN,28,55,-27,0.0,0.0,0.0
DAH,41,48,-7,0.0,0.0,0.0
