Stock,B,S,G,BB,BS,BG
DAH,53.0,80.0,-27.0,0.0,0.0,0.0
DBC,421.0,719.0,-298.0,4.0,6.0,-2.0
DCL,66.0,63.0,3.0,0.0,0.0,0.0
DCM,1082.0,930.0,152.0,2.0,0.0,2.0
DDG,76.0,55.0,21.0,0.0,0.0,0.0
DGC,265.0,694.0,-429.0,4.0,1.0,3.0
DGW,183.0,306.0,-123.0,1.0,0.0,1.0
DHC,32.0,83.0,-51.0,6.0,5.0,1.0
DHM,38.0,19.0,19.0,0.0,0.0,0.0
DIG,1420.0,2490.0,-1070.0,1.0,3.0,-2.0
DLG,932.0,869.0,63.0,0.0,0.0,0.0
DNM,23.0,40.0,-17.0,0.0,0.0,0.0
DPG,134.0,237.0,-103.0,0.0,1.0,-1.0
DPM,803.0,626.0,177.0,5.0,4.0,1.0
DRC,157.0,720.0,-563.0,0.0,0.0,0.0
DRH,90.0,221.0,-131.0,0.0,0.0,0.0
DRI,267.0,325.0,-58.0,0.0,0.0,0.0
DS3,36.0,6.0,30.0,0.0,0.0,0.0
DST,104.0,140.0,-36.0,0.0,0.0,0.0
DTD,131.0,130.0,1.0,0.0,0.0,0.0
DVN,738.0,358.0,380.0,0.0,0.0,0.0
DXG,3925.0,9508.0,-5583.0,25.0,33.0,-8.0
DXP,29.0,55.0,-26.0,0.0,0.0,0.0
EIB,54.0,269.0,-215.0,0.0,3.0,-3.0
ELC,112.0,148.0,-36.0,0.0,0.0,0.0
EVF,85.0,154.0,-69.0,0.0,0.0,0.0
EVG,42.0,76.0,-34.0,1.0,1.0,0.0
FCN,480.0,536.0,-56.0,0.0,0.0,0.0
FID,38.0,41.0,-3.0,0.0,0.0,0.0
FIR,33.0,30.0,3.0,0.0,0.0,0.0
FIT,802.0,703.0,99.0,4.0,12.0,-8.0
FLC,2379.0,3556.0,-1177.0,15.0,20.0,-5.0
FMC,86.0,265.0,-179.0,0.0,0.0,0.0
FPT,1169.0,2225.0,-1056.0,5.0,8.0,-3.0
FRT,440.0,444.0,-4.0,0.0,1.0,-1.0
FTM,157.0,153.0,4.0,0.0,0.0,0.0
FTS,140.0,296.0,-156.0,0.0,0.0,0.0
G36,173.0,154.0,19.0,0.0,0.0,0.0
GAS,265.0,489.0,-224.0,3.0,3.0,0.0
GEG,101.0,111.0,-10.0,0.0,0.0,0.0
GEX,445.0,907.0,-462.0,0.0,5.0,-5.0
GIL,103.0,148.0,-45.0,1.0,2.0,-1.0
GKM,111.0,40.0,71.0,0.0,0.0,0.0
GMD,492.0,1007.0,-515.0,1.0,2.0,-1.0
GTN,149.0,229.0,-80.0,0.0,0.0,0.0
GVR,900.0,1817.0,-917.0,0.0,3.0,-3.0
HAG,876.0,637.0,239.0,1.0,1.0,0.0
HAH,423.0,508.0,-85.0,0.0,0.0,0.0
HAI,255.0,322.0,-67.0,0.0,0.0,0.0
HAP,428.0,214.0,214.0,0.0,0.0,0.0
HAR,231.0,207.0,24.0,0.0,0.0,0.0
HAX,224.0,309.0,-85.0,0.0,0.0,0.0
HBC,892.0,1354.0,-462.0,0.0,0.0,0.0
HCD,49.0,70.0,-21.0,0.0,0.0,0.0
HCM,674.0,2210.0,-1536.0,5.0,16.0,-11.0
HDA,0.0,1.0,-1.0,0.0,0.0,0.0
HDB,833.0,2127.0,-1294.0,5.0,6.0,-1.0
HDC,223.0,454.0,-231.0,1.0,1.0,0.0
HDG,364.0,1292.0,-928.0,2.0,2.0,0.0
HHG,34.0,33.0,1.0,0.0,0.0,0.0
HHS,223.0,431.0,-208.0,0.0,0.0,0.0
HID,39.0,73.0,-34.0,0.0,0.0,0.0
HII,41.0,43.0,-2.0,0.0,0.0,0.0
HLD,21.0,17.0,4.0,0.0,0.0,0.0
HND,58.0,34.0,24.0,0.0,0.0,0.0
HNG,1145.0,1329.0,-184.0,7.0,2.0,5.0
HOM,27.0,54.0,-27.0,0.0,0.0,0.0
HPG,4969.0,13352.0,-8383.0,74.0,175.0,-101.0
HPX,74.0,53.0,21.0,2.0,1.0,1.0
HQC,1865.0,1755.0,110.0,1.0,0.0,1.0
HSG,1496.0,4795.0,-3299.0,12.0,62.0,-50.0
HSL,12.0,20.0,-8.0,0.0,0.0,0.0
HT1,112.0,188.0,-76.0,0.0,0.0,0.0
HTI,27.0,21.0,6.0,0.0,0.0,0.0
HTN,95.0,101.0,-6.0,0.0,0.0,0.0
HUT,361.0,631.0,-270.0,1.0,4.0,-3.0
HVH,57.0,72.0,-15.0,0.0,0.0,0.0
HVN,705.0,503.0,202.0,0.0,0.0,0.0
IBC,10.0,4.0,6.0,0.0,0.0,0.0
ICT,21.0,53.0,-32.0,0.0,0.0,0.0
IDC,1442.0,1040.0,402.0,17.0,19.0,-2.0
IDI,248.0,326.0,-78.0,0.0,0.0,0.0
IDJ,173.0,310.0,-137.0,0.0,0.0,0.0
IJC,825.0,1234.0,-409.0,5.0,24.0,-19.0
ILB,25.0,35.0,-10.0,0.0,0.0,0.0
ITA,2730.0,2631.0,99.0,1.0,1.0,0.0
ITD,7.0,14.0,-7.0,0.0,0.0,0.0
ITQ,48.0,39.0,9.0,0.0,0.0,0.0
JVC,159.0,241.0,-82.0,0.0,0.0,0.0
KBC,1073.0,1506.0,-433.0,9.0,18.0,-9.0
KDC,213.0,130.0,83.0,12.0,6.0,6.0
KDH,719.0,1175.0,-456.0,5.0,13.0,-8.0
KHP,17.0,16.0,1.0,0.0,0.0,0.0
KLB,29.0,158.0,-129.0,0.0,0.0,0.0
KLF,365.0,497.0,-132.0,0.0,2.0,-2.0
KMR,158.0,221.0,-63.0,0.0,0.0,0.0
KOS,44.0,39.0,5.0,0.0,0.0,0.0
KSB,324.0,691.0,-367.0,0.0,0.0,0.0
KSH,149.0,169.0,-20.0,0.0,0.0,0.0
KVC,46.0,60.0,-14.0,0.0,0.0,0.0
L14,45.0,64.0,-19.0,0.0,0.0,0.0
LAS,240.0,202.0,38.0,0.0,0.0,0.0
LCG,607.0,711.0,-104.0,1.0,0.0,1.0
LDG,666.0,971.0,-305.0,0.0,0.0,0.0
LHG,86.0,255.0,-169.0,0.0,0.0,0.0
LIG,85.0,93.0,-8.0,0.0,0.0,0.0
LIX,9.0,15.0,-6.0,0.0,0.0,0.0
LPB,1687.0,4039.0,-2352.0,30.0,65.0,-35.0
LSS,205.0,228.0,-23.0,0.0,0.0,0.0
LTG,419.0,377.0,42.0,0.0,2.0,-2.0
MBB,3516.0,9359.0,-5843.0,28.0,85.0,-57.0
MBG,566.0,323.0,243.0,0.0,0.0,0.0
MBS,763.0,996.0,-233.0,1.0,8.0,-7.0
MFS,6.0,15.0,-9.0,0.0,0.0,0.0
MHC,215.0,166.0,49.0,0.0,1.0,-1.0
MPC,123.0,155.0,-32.0,0.0,0.0,0.0
MSH,19.0,34.0,-15.0,0.0,0.0,0.0
MSN,411.0,798.0,-387.0,3.0,13.0,-10.0
MSR,700.0,522.0,178.0,3.0,1.0,2.0
MST,68.0,93.0,-25.0,0.0,0.0,0.0
MTA,13.0,12.0,1.0,0.0,0.0,0.0
MWG,259.0,468.0,-209.0,4.0,4.0,0.0
NAF,130.0,112.0,18.0,0.0,0.0,0.0
NCT,18.0,18.0,0.0,0.0,0.0,0.0
NDN,125.0,250.0,-125.0,0.0,0.0,0.0
NHH,41.0,73.0,-32.0,0.0,0.0,0.0
NKG,549.0,1510.0,-961.0,5.0,12.0,-7.0
NLG,854.0,1667.0,-813.0,5.0,2.0,3.0
NRC,57.0,76.0,-19.0,0.0,0.0,0.0
NSH,37.0,52.0,-15.0,0.0,0.0,0.0
NT2,81.0,181.0,-100.0,0.0,0.0,0.0
NTC,64.0,41.0,23.0,0.0,0.0,0.0
NTL,268.0,465.0,-197.0,0.0,0.0,0.0
NVB,584.0,663.0,-79.0,13.0,14.0,-1.0
NVL,508.0,1005.0,-497.0,47.0,74.0,-27.0
OGC,93.0,171.0,-78.0,0.0,0.0,0.0
OIL,558.0,879.0,-321.0,0.0,1.0,-1.0
ORS,156.0,164.0,-8.0,1.0,5.0,-4.0
PAN,456.0,342.0,114.0,0.0,0.0,0.0
PAS,125.0,51.0,74.0,0.0,0.0,0.0
PC1,62.0,195.0,-133.0,0.0,0.0,0.0
PDR,267.0,375.0,-108.0,83.0,83.0,0.0
PET,623.0,704.0,-81.0,1.0,0.0,1.0
PFL,52.0,49.0,3.0,0.0,0.0,0.0
PHC,43.0,26.0,17.0,0.0,0.0,0.0
PHR,190.0,464.0,-274.0,1.0,0.0,1.0
PLC,70.0,154.0,-84.0,0.0,0.0,0.0
PLP,105.0,74.0,31.0,0.0,0.0,0.0
PLX,489.0,1169.0,-680.0,7.0,66.0,-59.0
PNJ,121.0,438.0,-317.0,0.0,7.0,-7.0
POM,80.0,213.0,-133.0,0.0,0.0,0.0
POW,1609.0,3062.0,-1453.0,6.0,8.0,-2.0
PPC,42.0,128.0,-86.0,0.0,0.0,0.0
PSH,8.0,37.0,-29.0,0.0,0.0,0.0
PTB,99.0,112.0,-13.0,1.0,0.0,1.0
PVB,106.0,162.0,-56.0,0.0,0.0,0.0
PVC,632.0,453.0,179.0,0.0,3.0,-3.0
PVD,2069.0,2459.0,-390.0,12.0,10.0,2.0
PVI,13.0,53.0,-40.0,0.0,0.0,0.0
PVL,110.0,80.0,30.0,0.0,0.0,0.0
PVM,162.0,84.0,78.0,0.0,0.0,0.0
PVP,213.0,245.0,-32.0,0.0,0.0,0.0
PVS,2755.0,3083.0,-328.0,51.0,108.0,-57.0
PVT,1147.0,1914.0,-767.0,6.0,4.0,2.0
PVV,66.0,89.0,-23.0,0.0,0.0,0.0
PWA,23.0,49.0,-26.0,0.0,0.0,0.0
PXL,31.0,54.0,-23.0,0.0,0.0,0.0
PXS,107.0,178.0,-71.0,0.0,0.0,0.0
QBS,123.0,99.0,24.0,0.0,0.0,0.0
QCG,67.0,78.0,-11.0,0.0,0.0,0.0
QNS,87.0,87.0,0.0,0.0,2.0,-2.0
QTP,76.0,84.0,-8.0,1.0,0.0,1.0
REE,198.0,289.0,-91.0,0.0,2.0,-2.0
ROS,923.0,2310.0,-1387.0,1.0,1.0,0.0
S99,522.0,549.0,-27.0,0.0,7.0,-7.0
SAB,171.0,207.0,-36.0,3.0,1.0,2.0
SAM,44.0,66.0,-22.0,0.0,0.0,0.0
SBS,898.0,896.0,2.0,0.0,1.0,-1.0
SBT,1019.0,852.0,167.0,1.0,3.0,-2.0
SBV,7.0,59.0,-52.0,0.0,0.0,0.0
SCR,1647.0,1466.0,181.0,12.0,5.0,7.0
SD6,68.0,38.0,30.0,0.0,0.0,0.0
SDT,81.0,48.0,33.0,0.0,0.0,0.0
SGP,80.0,105.0,-25.0,0.0,0.0,0.0
SGR,21.0,39.0,-18.0,0.0,0.0,0.0
SHB,3052.0,4077.0,-1025.0,155.0,200.0,-45.0
SHI,372.0,88.0,284.0,10.0,0.0,10.0
SHS,1761.0,2461.0,-700.0,26.0,75.0,-49.0
SIP,27.0,26.0,1.0,0.0,0.0,0.0
SJD,10.0,18.0,-8.0,0.0,0.0,0.0
SJF,166.0,150.0,16.0,0.0,0.0,0.0
SJS,70.0,69.0,1.0,0.0,0.0,0.0
SKG,51.0,73.0,-22.0,0.0,0.0,0.0
SMC,116.0,546.0,-430.0,0.0,0.0,0.0
SPI,42.0,31.0,11.0,0.0,1.0,-1.0
SRA,103.0,117.0,-14.0,0.0,0.0,0.0
SRC,3.0,20.0,-17.0,0.0,0.0,0.0
SSI,2827.0,5869.0,-3042.0,29.0,41.0,-12.0
SSN,60.0,64.0,-4.0,0.0,0.0,0.0
STB,3257.0,6909.0,-3652.0,61.0,160.0,-99.0
STH,30.0,47.0,-17.0,0.0,0.0,0.0
SVN,32.0,29.0,3.0,0.0,0.0,0.0
SWC,23.0,29.0,-6.0,0.0,1.0,-1.0
SZC,328.0,549.0,-221.0,0.0,0.0,0.0
TAR,151.0,107.0,44.0,0.0,0.0,0.0
TCB,2866.0,8641.0,-5775.0,43.0,141.0,-98.0
TCH,742.0,1428.0,-686.0,1.0,1.0,0.0
TCL,62.0,73.0,-11.0,0.0,0.0,0.0
TCM,29.0,96.0,-67.0,0.0,0.0,0.0
TDC,98.0,270.0,-172.0,0.0,1.0,-1.0
TDG,135.0,180.0,-45.0,0.0,0.0,0.0
TDH,145.0,152.0,-7.0,0.0,0.0,0.0
TDM,236.0,182.0,54.0,0.0,0.0,0.0
TDN,92.0,73.0,19.0,0.0,0.0,0.0
TDT,129.0,98.0,31.0,0.0,0.0,0.0
TEG,32.0,23.0,9.0,0.0,0.0,0.0
TGG,63.0,60.0,3.0,0.0,0.0,0.0
TID,28.0,52.0,-24.0,0.0,0.0,0.0
TIG,199.0,161.0,38.0,0.0,1.0,-1.0
TIP,109.0,102.0,7.0,0.0,0.0,0.0
TLD,106.0,116.0,-10.0,0.0,0.0,0.0
TLG,33.0,52.0,-19.0,0.0,0.0,0.0
TLH,294.0,511.0,-217.0,0.0,0.0,0.0
TNA,49.0,84.0,-35.0,0.0,0.0,0.0
TNG,317.0,448.0,-131.0,3.0,3.0,0.0
TNI,144.0,177.0,-33.0,0.0,0.0,0.0
TNT,38.0,25.0,13.0,0.0,0.0,0.0
TPB,800.0,1624.0,-824.0,4.0,11.0,-7.0
TSC,581.0,421.0,160.0,3.0,4.0,-1.0
TTB,92.0,129.0,-37.0,0.0,0.0,0.0
TTF,344.0,500.0,-156.0,0.0,0.0,0.0
TTH,42.0,44.0,-2.0,0.0,0.0,0.0
TV2,54.0,99.0,-45.0,0.0,0.0,0.0
TVB,228.0,302.0,-74.0,0.0,1.0,-1.0
TVC,252.0,464.0,-212.0,0.0,1.0,-1.0
TVD,138.0,67.0,71.0,0.0,0.0,0.0
TVN,387.0,326.0,61.0,0.0,0.0,0.0
TVS,54.0,89.0,-35.0,0.0,0.0,0.0
VC3,12.0,17.0,-5.0,0.0,0.0,0.0
VCB,544.0,1031.0,-487.0,16.0,23.0,-7.0
VCG,166.0,41.0,125.0,0.0,0.0,0.0
VCI,1199.0,1357.0,-158.0,14.0,25.0,-11.0
VCP,1.0,0.0,1.0,0.0,0.0,0.0
VCR,34.0,30.0,4.0,0.0,0.0,0.0
VCS,144.0,292.0,-148.0,0.0,5.0,-5.0
VDS,116.0,315.0,-199.0,0.0,0.0,0.0
VEA,63.0,104.0,-41.0,2.0,0.0,2.0
VGC,17.0,134.0,-117.0,0.0,0.0,0.0
VGI,266.0,344.0,-78.0,1.0,0.0,1.0
VGS,107.0,197.0,-90.0,1.0,0.0,1.0
VGT,527.0,698.0,-171.0,1.0,2.0,-1.0
VHC,238.0,547.0,-309.0,0.0,3.0,-3.0
VHE,61.0,57.0,4.0,0.0,0.0,0.0
VHG,251.0,166.0,85.0,0.0,1.0,-1.0
VHM,2676.0,1904.0,772.0,89.0,50.0,39.0
VIB,291.0,456.0,-165.0,0.0,6.0,-6.0
VIC,696.0,1237.0,-541.0,21.0,26.0,-5.0
VIG,304.0,379.0,-75.0,0.0,1.0,-1.0
VIP,50.0,88.0,-38.0,0.0,0.0,0.0
VJC,362.0,270.0,92.0,6.0,1.0,5.0
VNA,20.0,37.0,-17.0,0.0,0.0,0.0
VND,1311.0,1294.0,17.0,12.0,39.0,-27.0
VNE,32.0,81.0,-49.0,0.0,0.0,0.0
VNG,38.0,51.0,-13.0,0.0,0.0,0.0
VNH,88.0,99.0,-11.0,0.0,0.0,0.0
VNM,6842.0,4022.0,2820.0,24.0,13.0,11.0
VNP,59.0,79.0,-20.0,0.0,0.0,0.0
VNR,24.0,28.0,-4.0,0.0,0.0,0.0
VOC,112.0,122.0,-10.0,0.0,0.0,0.0
VOS,135.0,145.0,-10.0,0.0,0.0,0.0
VPB,2518.0,3581.0,-1063.0,361.0,382.0,-21.0
VPG,64.0,122.0,-58.0,0.0,0.0,0.0
VPH,31.0,49.0,-18.0,0.0,0.0,0.0
VPI,51.0,30.0,21.0,15.0,1.0,14.0
VRC,65.0,91.0,-26.0,0.0,0.0,0.0
VRE,2413.0,2280.0,133.0,7.0,5.0,2.0
VRG,2.0,8.0,-6.0,0.0,0.0,0.0
VSC,59.0,56.0,3.0,0.0,0.0,0.0
VSH,7.0,26.0,-19.0,0.0,0.0,0.0
VTD,86.0,105.0,-19.0,0.0,0.0,0.0
VTO,53.0,84.0,-31.0,0.0,0.0,0.0
VTP,196.0,186.0,10.0,0.0,0.0,0.0
VTR,60.0,26.0,34.0,0.0,0.0,0.0
WSS,78.0,87.0,-9.0,0.0,0.0,0.0
