Stock,B,S,G,BB,BS,BG
MPC,222,112.0,110.0,1.0,0.0,1.0
MSH,21,135.0,-114.0,0.0,0.0,0.0
MSN,290,494.0,-204.0,1.0,4.0,-3.0
MSR,169,185.0,-16.0,0.0,1.0,-1.0
MST,39,38.0,1.0,0.0,0.0,0.0
MTA,4,5.0,-1.0,0.0,0.0,0.0
MWG,270,320.0,-50.0,0.0,5.0,-5.0
NAF,155,72.0,83.0,1.0,1.0,0.0
NCT,17,28.0,-11.0,0.0,0.0,0.0
NDN,96,143.0,-47.0,0.0,0.0,0.0
NHH,104,89.0,15.0,0.0,1.0,-1.0
NKG,649,871.0,-222.0,2.0,3.0,-1.0
NLG,439,720.0,-281.0,3.0,6.0,-3.0
NRC,45,32.0,13.0,0.0,0.0,0.0
NT2,75,198.0,-123.0,0.0,0.0,0.0
NTC,25,35.0,-10.0,1.0,1.0,0.0
NTL,139,218.0,-79.0,0.0,0.0,0.0
NVB,574,266.0,308.0,17.0,0.0,17.0
NVL,372,445.0,-73.0,4.0,19.0,-15.0
OGC,129,76.0,53.0,0.0,0.0,0.0
OIL,513,440.0,73.0,0.0,2.0,-2.0
ORS,207,81.0,126.0,4.0,2.0,2.0
PAN,275,229.0,46.0,2.0,1.0,1.0
PAS,161,34.0,127.0,0.0,0.0,0.0
PC1,244,271.0,-27.0,1.0,0.0,1.0
PDR,546,311.0,235.0,104.0,61.0,43.0
PET,585,871.0,-286.0,0.0,1.0,-1.0
PFL,13,33.0,-20.0,0.0,0.0,0.0
PHC,42,47.0,-5.0,0.0,0.0,0.0
PHR,203,258.0,-55.0,0.0,2.0,-2.0
PLC,80,122.0,-42.0,0.0,0.0,0.0
PLP,51,82.0,-31.0,0.0,0.0,0.0
PLX,591,1237.0,-646.0,5.0,10.0,-5.0
PNJ,112,212.0,-100.0,0.0,0.0,0.0
POM,75,104.0,-29.0,0.0,0.0,0.0
POW,1128,1627.0,-499.0,1.0,3.0,-2.0
PPC,65,65.0,0.0,0.0,0.0,0.0
PSH,15,32.0,-17.0,0.0,0.0,0.0
PTB,57,92.0,-35.0,0.0,0.0,0.0
PVB,160,117.0,43.0,0.0,0.0,0.0
PVC,286,363.0,-77.0,0.0,0.0,0.0
PVD,1689,2872.0,-1183.0,9.0,30.0,-21.0
PVI,79,72.0,7.0,5.0,0.0,5.0
PVL,76,57.0,19.0,0.0,0.0,0.0
PVM,171,54.0,117.0,0.0,0.0,0.0
PVP,147,235.0,-88.0,0.0,1.0,-1.0
PVS,1320,1385.0,-65.0,25.0,45.0,-20.0
PVT,632,1144.0,-512.0,0.0,0.0,0.0
PVV,52,35.0,17.0,0.0,0.0,0.0
PWA,26,19.0,7.0,0.0,0.0,0.0
PXL,28,28.0,0.0,0.0,0.0,0.0
PXS,78,111.0,-33.0,0.0,0.0,0.0
QCG,66,63.0,3.0,0.0,0.0,0.0
QNS,38,39.0,-1.0,0.0,0.0,0.0
QTP,66,56.0,10.0,0.0,1.0,-1.0
REE,314,409.0,-95.0,1.0,0.0,1.0
ROS,1158,1276.0,-118.0,1.0,0.0,1.0
S99,397,266.0,131.0,0.0,0.0,0.0
SAB,337,197.0,140.0,6.0,10.0,-4.0
SAM,29,32.0,-3.0,0.0,0.0,0.0
SBS,468,443.0,25.0,1.0,0.0,1.0
SBT,530,454.0,76.0,3.0,0.0,3.0
SBV,75,42.0,33.0,0.0,0.0,0.0
SCR,1668,1313.0,355.0,20.0,10.0,10.0
SD6,31,31.0,0.0,0.0,0.0,0.0
SDT,18,12.0,6.0,0.0,0.0,0.0
SGP,82,55.0,27.0,0.0,0.0,0.0
SGR,22,53.0,-31.0,0.0,0.0,0.0
SHB,1504,1524.0,-20.0,39.0,44.0,-5.0
SHI,391,142.0,249.0,8.0,0.0,8.0
SHS,1196,1336.0,-140.0,43.0,44.0,-1.0
SIP,19,13.0,6.0,1.0,0.0,1.0
SJD,6,8.0,-2.0,0.0,0.0,0.0
SJF,104,109.0,-5.0,0.0,0.0,0.0
SJS,48,55.0,-7.0,1.0,0.0,1.0
SKG,35,36.0,-1.0,0.0,0.0,0.0
SMC,214,475.0,-261.0,0.0,0.0,0.0
SPI,37,13.0,24.0,0.0,0.0,0.0
SRA,44,40.0,4.0,0.0,0.0,0.0
SRC,6,15.0,-9.0,0.0,0.0,0.0
SSI,3256,2550.0,706.0,28.0,38.0,-10.0
SSN,270,96.0,174.0,0.0,0.0,0.0
STB,2749,3234.0,-485.0,44.0,50.0,-6.0
STH,30,14.0,16.0,0.0,0.0,0.0
SVN,6,17.0,-11.0,0.0,0.0,0.0
SWC,25,21.0,4.0,0.0,0.0,0.0
SZC,183,266.0,-83.0,1.0,0.0,1.0
TAR,121,82.0,39.0,2.0,0.0,2.0
TCB,1833,2953.0,-1120.0,17.0,35.0,-18.0
TCH,687,847.0,-160.0,2.0,1.0,1.0
TCL,169,106.0,63.0,0.0,0.0,0.0
TCM,154,65.0,89.0,2.0,0.0,2.0
TDC,78,123.0,-45.0,1.0,0.0,1.0
TDG,96,125.0,-29.0,0.0,0.0,0.0
TDH,131,101.0,30.0,0.0,0.0,0.0
TDM,188,105.0,83.0,0.0,0.0,0.0
TDT,34,41.0,-7.0,0.0,0.0,0.0
TID,10,14.0,-4.0,0.0,0.0,0.0
TIG,102,132.0,-30.0,0.0,0.0,0.0
TIP,51,124.0,-73.0,0.0,0.0,0.0
TLD,71,106.0,-35.0,0.0,0.0,0.0
TLG,13,18.0,-5.0,0.0,0.0,0.0
TLH,256,307.0,-51.0,0.0,0.0,0.0
TNA,18,36.0,-18.0,0.0,0.0,0.0
TNG,214,235.0,-21.0,0.0,4.0,-4.0
TNI,113,86.0,27.0,0.0,0.0,0.0
TPB,564,697.0,-133.0,3.0,10.0,-7.0
TSC,902,709.0,193.0,2.0,10.0,-8.0
TTB,70,92.0,-22.0,0.0,0.0,0.0
TTF,390,401.0,-11.0,0.0,0.0,0.0
TTH,80,36.0,44.0,0.0,0.0,0.0
TV2,51,46.0,5.0,0.0,0.0,0.0
TVB,143,160.0,-17.0,0.0,0.0,0.0
TVC,214,306.0,-92.0,1.0,3.0,-2.0
TVN,188,163.0,25.0,0.0,0.0,0.0
TVS,35,51.0,-16.0,0.0,0.0,0.0
VCB,479,752.0,-273.0,10.0,19.0,-9.0
VCG,183,27.0,156.0,0.0,0.0,0.0
VCI,1389,767.0,622.0,36.0,12.0,24.0
VCP,3,1.0,2.0,0.0,0.0,0.0
VCR,20,27.0,-7.0,0.0,0.0,0.0
VCS,109,163.0,-54.0,3.0,0.0,3.0
VDS,181,142.0,39.0,0.0,0.0,0.0
VEA,61,110.0,-49.0,3.0,2.0,1.0
VGI,150,145.0,5.0,0.0,0.0,0.0
VGS,79,94.0,-15.0,2.0,0.0,2.0
VGT,614,540.0,74.0,2.0,7.0,-5.0
VHC,1413,800.0,613.0,11.0,5.0,6.0
VHE,35,45.0,-10.0,0.0,0.0,0.0
VHG,135,86.0,49.0,0.0,0.0,0.0
VHM,1205,1205.0,0.0,21.0,34.0,-13.0
VIB,322,294.0,28.0,1.0,2.0,-1.0
VIC,780,1291.0,-511.0,13.0,27.0,-14.0
VIG,148,127.0,21.0,0.0,1.0,-1.0
VIP,43,66.0,-23.0,0.0,0.0,0.0
VJC,217,247.0,-30.0,1.0,1.0,0.0
VNA,29,15.0,14.0,0.0,0.0,0.0
VND,3286,1148.0,2138.0,30.0,97.0,-67.0
VNE,55,48.0,7.0,0.0,0.0,0.0
VNG,48,39.0,9.0,0.0,0.0,0.0
VNH,121,72.0,49.0,0.0,0.0,0.0
VNM,6147,2121.0,4026.0,24.0,10.0,14.0
VNP,33,21.0,12.0,0.0,0.0,0.0
VNR,61,20.0,41.0,0.0,0.0,0.0
VOC,38,58.0,-20.0,0.0,0.0,0.0
VPB,2216,3047.0,-831.0,462.0,604.0,-142.0
VPG,104,91.0,13.0,1.0,0.0,1.0
VPH,15,21.0,-6.0,0.0,0.0,0.0
VPI,72,25.0,47.0,32.0,0.0,32.0
VRC,41,55.0,-14.0,0.0,0.0,0.0
VRE,563,2011.0,-1448.0,1.0,6.0,-5.0
VSC,94,45.0,49.0,0.0,0.0,0.0
VSH,12,10.0,2.0,0.0,0.0,0.0
VTD,36,50.0,-14.0,0.0,0.0,0.0
VTO,62,79.0,-17.0,0.0,0.0,0.0
VTP,209,148.0,61.0,1.0,0.0,1.0
VTR,16,27.0,-11.0,0.0,0.0,0.0
WSS,38,59.0,-21.0,0.0,0.0,0.0
