Stock,B,S,G,BB,BS,BG
NVB,700,457,243,4.0,8.0,-4.0
DCM,409,509,-100,1.0,6.0,-5.0
TCM,44,64,-20,6.0,3.0,3.0
HDG,453,461,-8,7.0,14.0,-7.0
PHR,125,233,-108,4.0,15.0,-11.0
BII,648,474,174,10.0,4.0,6.0
TNG,265,219,46,7.0,5.0,2.0
CTR,79,101,-22,1.0,2.0,-1.0
VCS,90,99,-9,2.0,3.0,-1.0
CII,336,338,-2,2.0,6.0,-4.0
TLH,621,1077,-456,0.0,13.0,-13.0
SAB,132,94,38,4.0,5.0,-1.0
OIL,220,238,-18,1.0,4.0,-3.0
SZC,121,227,-106,1.0,1.0,0.0
CKG,263,353,-90,0.0,2.0,-2.0
ORS,185,247,-62,13.0,7.0,6.0
VPI,149,26,123,14.0,0.0,14.0
VDS,235,226,9,1.0,0.0,1.0
HQC,541,509,32,1.0,3.0,-2.0
NTL,191,373,-182,0.0,3.0,-3.0
CRE,83,80,3,11.0,6.0,5.0
APS,249,237,12,1.0,0.0,1.0
TTF,578,481,97,0.0,0.0,0.0
LDG,434,433,1,1.0,0.0,1.0
KLF,396,220,176,4.0,6.0,-2.0
ANV,118,145,-27,0.0,0.0,0.0
DAH,124,121,3,0.0,0.0,0.0
ASM,206,237,-31,0.0,1.0,-1.0
PAN,230,200,30,1.0,4.0,-3.0
TSC,187,182,5,0.0,2.0,-2.0
REE,175,376,-201,1.0,0.0,1.0
SMC,240,369,-129,2.0,3.0,-1.0
AMD,404,323,81,0.0,0.0,0.0
CEO,266,246,20,2.0,1.0,1.0
DLG,518,386,132,0.0,2.0,-2.0
LTG,144,152,-8,0.0,0.0,0.0
KSB,206,225,-19,2.0,1.0,1.0
HUT,223,145,78,1.0,7.0,-6.0
FCN,185,199,-14,0.0,0.0,0.0
DPG,93,152,-59,0.0,1.0,-1.0
LCG,178,262,-84,1.0,0.0,1.0
HAG,345,243,102,0.0,1.0,-1.0
BMI,148,80,68,3.0,2.0,1.0
DHC,243,45,198,0.0,2.0,-2.0
QNS,25,84,-59,2.0,4.0,-2.0
NAF,222,39,183,0.0,0.0,0.0
HVN,191,178,13,1.0,0.0,1.0
APG,276,217,59,0.0,0.0,0.0
CTD,136,113,23,8.0,3.0,5.0
HHS,209,257,-48,0.0,0.0,0.0
PTB,89,78,11,0.0,1.0,-1.0
TIG,44,57,-13,0.0,2.0,-2.0
FMC,62,182,-120,0.0,1.0,-1.0
VTP,65,63,2,0.0,0.0,0.0
GIL,67,93,-26,1.0,4.0,-3.0
FTS,175,194,-19,0.0,0.0,0.0
SJS,30,50,-20,0.0,0.0,0.0
PHC,38,56,-18,1.0,0.0,1.0
S99,122,162,-40,1.0,0.0,1.0
TVN,89,142,-53,1.0,0.0,1.0
EIB,235,422,-187,0.0,1.0,-1.0
PC1,62,159,-97,0.0,0.0,0.0
BCG,117,205,-88,1.0,0.0,1.0
PVC,206,104,102,0.0,0.0,0.0
VEA,97,133,-36,0.0,1.0,-1.0
PLC,51,61,-10,0.0,0.0,0.0
VCG,255,27,228,0.0,0.0,0.0
TDM,48,92,-44,0.0,0.0,0.0
NDN,77,129,-52,0.0,2.0,-2.0
PSH,116,41,75,2.0,0.0,2.0
LHG,171,160,11,1.0,0.0,1.0
VGI,82,106,-24,0.0,1.0,-1.0
SGP,84,78,6,0.0,0.0,0.0
MSR,83,115,-32,0.0,0.0,0.0
NHH,80,33,47,1.0,0.0,1.0
HAX,114,197,-83,0.0,0.0,0.0
BCC,83,81,2,0.0,1.0,-1.0
NTC,51,40,11,0.0,4.0,-4.0
HT1,68,137,-69,0.0,0.0,0.0
GEG,63,90,-27,0.0,0.0,0.0
TDC,110,94,16,0.0,0.0,0.0
TVB,121,111,10,0.0,2.0,-2.0
TCL,171,103,68,0.0,0.0,0.0
VOC,32,68,-36,0.0,0.0,0.0
HAI,288,208,80,0.0,0.0,0.0
ACV,415,163,252,5.0,5.0,0.0
AMV,84,116,-32,0.0,0.0,0.0
D2D,46,75,-29,0.0,0.0,0.0
IDJ,79,75,4,0.0,0.0,0.0
IDI,147,161,-14,0.0,0.0,0.0
DRH,110,152,-42,0.0,1.0,-1.0
PPC,38,58,-20,0.0,0.0,0.0
QTP,53,53,0,0.0,1.0,-1.0
ELC,83,131,-48,0.0,1.0,-1.0
LAS,85,94,-9,0.0,0.0,0.0
HPX,57,36,21,13.0,3.0,10.0
DVN,66,74,-8,0.0,0.0,0.0
C4G,89,80,9,0.0,0.0,0.0
GTN,73,111,-38,0.0,1.0,-1.0
PAS,45,27,18,0.0,1.0,-1.0
NT2,59,88,-29,0.0,0.0,0.0
TV2,43,51,-8,0.0,0.0,0.0
HTN,41,59,-18,0.0,1.0,-1.0
PLP,84,119,-35,0.0,1.0,-1.0
DCL,65,78,-13,1.0,2.0,-1.0
PVP,49,82,-33,0.0,0.0,0.0
HVH,291,69,222,0.0,0.0,0.0
HII,156,109,47,0.0,0.0,0.0
KOS,128,5,123,0.0,0.0,0.0
DRI,60,72,-12,0.0,0.0,0.0
CTI,88,73,15,0.0,0.0,0.0
FIR,103,62,41,1.0,0.0,1.0
MBG,137,102,35,0.0,1.0,-1.0
LSS,82,115,-33,0.0,0.0,0.0
NRC,65,38,27,0.0,2.0,-2.0
G36,91,83,8,0.0,0.0,0.0
MSH,41,80,-39,0.0,3.0,-3.0
TVC,46,69,-23,0.0,2.0,-2.0
BMP,28,50,-22,1.0,0.0,1.0
TDH,87,111,-24,0.0,0.0,0.0
MST,50,33,17,0.0,0.0,0.0
VNE,46,75,-29,0.0,0.0,0.0
MPC,33,36,-3,0.0,0.0,0.0
HAP,54,31,23,0.0,0.0,0.0
BFC,30,61,-31,0.0,1.0,-1.0
BWE,44,54,-10,0.0,0.0,0.0
EVF,158,186,-28,1.0,0.0,1.0
GKM,85,32,53,0.0,0.0,0.0
EVG,36,36,0,0.0,0.0,0.0
MHC,43,70,-27,0.0,0.0,0.0
TAR,51,72,-21,0.0,0.0,0.0
VNA,45,14,31,0.0,0.0,0.0
