Stock,B,S,G,BB,BS,BG
TCB,5364,5051,313,132.0,99.0,33.0
HPG,5254,8325,-3071,63.0,105.0,-42.0
MBB,3990,3975,15,43.0,62.0,-19.0
STB,3153,4454,-1301,52.0,98.0,-46.0
VPB,1298,1890,-592,113.0,123.0,-10.0
CTG,3032,3607,-575,27.0,27.0,0.0
SHB,1743,1452,291,83.0,131.0,-48.0
SSI,1877,2671,-794,29.0,42.0,-13.0
VHM,1079,1576,-497,36.0,85.0,-49.0
HSG,2929,4286,-1357,18.0,27.0,-9.0
SHS,826,891,-65,10.0,23.0,-13.0
HCM,935,1089,-154,11.0,14.0,-3.0
VND,1675,1351,324,9.0,24.0,-15.0
FPT,900,1703,-803,1.0,2.0,-1.0
PDR,400,396,4,20.0,34.0,-14.0
NVL,1591,6457,-4866,52.0,64.0,-12.0
KBC,1553,1913,-360,8.0,12.0,-4.0
VNM,976,1113,-137,2.0,2.0,0.0
BSR,1376,1228,148,22.0,40.0,-18.0
ACB,1717,1900,-183,10.0,3.0,7.0
PVS,959,971,-12,40.0,48.0,-8.0
VCB,772,1230,-458,1.0,3.0,-2.0
LPB,1565,1907,-342,20.0,41.0,-21.0
MSN,1304,1276,28,63.0,39.0,24.0
VIC,585,1358,-773,13.0,30.0,-17.0
MWG,678,874,-196,70.0,47.0,23.0
HDB,630,1396,-766,7.0,21.0,-14.0
TCH,708,803,-95,0.0,3.0,-3.0
TPB,1181,1679,-498,42.0,38.0,4.0
GEX,1021,798,223,40.0,42.0,-2.0
GVR,1081,1144,-63,11.0,15.0,-4.0
FLC,1578,1392,186,18.0,29.0,-11.0
VCI,717,728,-11,10.0,26.0,-16.0
DXG,1650,1612,38,18.0,10.0,8.0
PNJ,435,549,-114,12.0,14.0,-2.0
NKG,505,781,-276,9.0,35.0,-26.0
BID,534,918,-384,14.0,9.0,5.0
VRE,1078,1951,-873,0.0,8.0,-8.0
GMD,720,775,-55,5.0,11.0,-6.0
KDH,822,1019,-197,11.0,9.0,2.0
PVD,634,783,-149,5.0,4.0,1.0
AAA,963,1293,-330,4.0,10.0,-6.0
ROS,1825,1441,384,2.0,5.0,-3.0
DGC,412,418,-6,3.0,13.0,-10.0
DIG,961,992,-31,6.0,9.0,-3.0
AGG,804,129,675,22.0,22.0,0.0
GAS,382,508,-126,10.0,11.0,-1.0
DBC,433,391,42,11.0,19.0,-8.0
POW,1108,1586,-478,5.0,8.0,-3.0
PLX,289,632,-343,9.0,33.0,-24.0
FIT,646,545,101,50.0,60.0,-10.0
HNG,925,818,107,2.0,7.0,-5.0
BVH,503,528,-25,12.0,3.0,9.0
VGT,502,668,-166,3.0,27.0,-24.0
SCR,520,581,-61,4.0,10.0,-6.0
MBS,853,583,270,5.0,7.0,-2.0
KDC,282,87,195,60.0,11.0,49.0
NLG,679,614,65,4.0,8.0,-4.0
VJC,247,369,-122,0.0,1.0,-1.0
IJC,690,629,61,18.0,28.0,-10.0
IDC,185,269,-84,6.0,11.0,-5.0
PVT,700,821,-121,5.0,4.0,1.0
VHC,313,476,-163,0.0,6.0,-6.0
APH,524,295,229,14.0,7.0,7.0
VPG,433,212,221,1.0,1.0,0.0
ITA,914,1077,-163,6.0,0.0,6.0
DRC,499,1011,-512,8.0,16.0,-8.0
AAS,298,371,-73,1.0,1.0,0.0
VIB,1115,798,317,40.0,23.0,17.0
SBT,456,549,-93,7.0,9.0,-2.0
SHI,281,102,179,10.0,5.0,5.0
SBS,404,360,44,2.0,4.0,-2.0
HBC,407,481,-74,0.0,0.0,0.0
DPM,167,310,-143,2.0,3.0,-1.0
HAH,387,399,-12,2.0,4.0,-2.0
AGR,550,659,-109,0.0,1.0,-1.0
PET,665,552,113,7.0,3.0,4.0
HDC,269,260,9,2.0,5.0,-3.0
ART,310,318,-8,4.0,7.0,-3.0
FRT,604,690,-86,5.0,7.0,-2.0
CTS,334,515,-181,0.0,1.0,-1.0
BSI,611,248,363,0.0,6.0,-6.0
DGW,697,350,347,22.0,24.0,-2.0
BVS,170,301,-131,0.0,5.0,-5.0
