Stock,B,S,G,BB,BS,BG
NTL,681,585,96,7.0,5.0,2.0
DRH,207,206,1,0.0,0.0,0.0
PVC,278,285,-7,0.0,3.0,-3.0
PHC,69,89,-20,1.0,0.0,1.0
TDM,191,134,57,0.0,0.0,0.0
GEG,163,201,-38,0.0,1.0,-1.0
ELC,209,234,-25,0.0,0.0,0.0
HAX,154,196,-42,0.0,0.0,0.0
TIG,214,181,33,3.0,2.0,1.0
ORS,208,89,119,1.0,2.0,-1.0
MBG,135,158,-23,0.0,0.0,0.0
PC1,395,281,114,0.0,1.0,-1.0
SAB,151,90,61,5.0,3.0,2.0
TVC,267,85,182,5.0,4.0,1.0
VHG,247,114,133,0.0,1.0,-1.0
TCL,124,117,7,1.0,0.0,1.0
EIB,84,81,3,1.0,0.0,1.0
NTC,53,72,-19,1.0,1.0,0.0
HII,62,53,9,0.0,0.0,0.0
MST,161,84,77,0.0,1.0,-1.0
PAS,92,44,48,0.0,0.0,0.0
QTP,305,153,152,2.0,3.0,-1.0
HVH,92,106,-14,0.0,0.0,0.0
CTD,163,124,39,1.0,4.0,-3.0
LHG,359,180,179,0.0,1.0,-1.0
LAS,413,298,115,6.0,7.0,-1.0
TVN,679,558,121,6.0,3.0,3.0
MSH,46,71,-25,0.0,0.0,0.0
EVG,71,77,-6,4.0,0.0,4.0
NAF,183,54,129,0.0,1.0,-1.0
G36,734,302,432,6.0,0.0,6.0
KSH,157,137,20,0.0,0.0,0.0
AMV,214,162,52,0.0,0.0,0.0
SGP,126,112,14,1.0,0.0,1.0
NRC,40,53,-13,1.0,5.0,-4.0
NT2,214,157,57,0.0,0.0,0.0
BCC,125,176,-51,0.0,0.0,0.0
GTN,282,180,102,0.0,0.0,0.0
C4G,694,322,372,4.0,4.0,0.0
BII,228,164,64,0.0,1.0,-1.0
KOS,32,21,11,0.0,0.0,0.0
DVN,290,270,20,2.0,0.0,2.0
TV2,75,31,44,0.0,0.0,0.0
VIG,154,159,-5,0.0,1.0,-1.0
FIR,85,87,-2,1.0,1.0,0.0
SJF,160,208,-48,0.0,0.0,0.0
GKM,217,50,167,1.0,1.0,0.0
BFC,112,85,27,0.0,1.0,-1.0
ABS,134,131,3,0.0,0.0,0.0
IDJ,109,117,-8,0.0,0.0,0.0
AAV,112,45,67,0.0,0.0,0.0
ACV,42,39,3,0.0,0.0,0.0
VEA,166,36,130,0.0,2.0,-2.0
PVB,54,93,-39,0.0,0.0,0.0
CCL,191,240,-49,0.0,0.0,0.0
VGS,213,193,20,4.0,0.0,4.0
PVI,41,43,-2,0.0,0.0,0.0
KMR,75,97,-22,0.0,0.0,0.0
EVF,74,93,-19,0.0,0.0,0.0
SIP,14,16,-2,0.0,0.0,0.0
KLB,65,58,7,0.0,0.0,0.0
PVM,20,19,1,0.0,0.0,0.0
