Stock,B,S,G,BB,BS,BG
HPG,6293,5900,393,123.0,118.0,5.0
VPB,1369,984,385,132.0,79.0,53.0
MBB,3975,4793,-818,52.0,72.0,-20.0
TCB,2290,2174,116,51.0,27.0,24.0
CTG,2663,1922,741,65.0,58.0,7.0
SHB,2318,1280,1038,84.0,123.0,-39.0
FLC,3617,3145,472,106.0,155.0,-49.0
STB,2729,2315,414,81.0,80.0,1.0
KBC,2196,2532,-336,28.0,20.0,8.0
SSI,1249,1906,-657,22.0,28.0,-6.0
PVS,1237,1126,111,79.0,80.0,-1.0
AAA,2470,1786,684,78.0,78.0,0.0
HSG,3613,1697,1916,66.0,52.0,14.0
BSR,2144,1578,566,62.0,57.0,5.0
VHM,1170,1242,-72,49.0,61.0,-12.0
PDR,467,468,-1,97.0,65.0,32.0
LPB,1163,1192,-29,46.0,27.0,19.0
GVR,2302,2076,226,4.0,6.0,-2.0
VIC,762,694,68,15.0,18.0,-3.0
SHS,1128,1040,88,19.0,23.0,-4.0
SBT,1304,1445,-141,12.0,15.0,-3.0
HCM,916,842,74,10.0,9.0,1.0
VCI,4,340,-336,1.0,35.0,-34.0
PVD,981,1179,-198,24.0,21.0,3.0
VND,1034,1156,-122,24.0,29.0,-5.0
ROS,2056,3211,-1155,6.0,23.0,-17.0
DXG,1007,2398,-1391,13.0,29.0,-16.0
ACB,1802,2140,-338,38.0,62.0,-24.0
VNM,1461,1069,392,42.0,33.0,9.0
POW,1506,1597,-91,10.0,11.0,-1.0
GMD,558,682,-124,7.0,9.0,-2.0
VRE,833,1697,-864,8.0,12.0,-4.0
FPT,835,712,123,19.0,16.0,3.0
MWG,273,223,50,5.0,14.0,-9.0
PLX,702,779,-77,23.0,19.0,4.0
NVL,516,295,221,64.0,75.0,-11.0
DBC,443,442,1,9.0,18.0,-9.0
BID,1006,825,181,26.0,14.0,12.0
VHC,387,520,-133,6.0,14.0,-8.0
VCB,1739,750,989,102.0,39.0,63.0
GAS,282,337,-55,14.0,19.0,-5.0
NVB,528,443,85,30.0,22.0,8.0
HDB,770,764,6,18.0,24.0,-6.0
MSN,621,541,80,44.0,28.0,16.0
IJC,2639,1295,1344,60.0,33.0,27.0
PVT,802,1292,-490,5.0,13.0,-8.0
TPB,529,631,-102,13.0,16.0,-3.0
SCR,593,856,-263,8.0,9.0,-1.0
FIT,1729,1390,339,87.0,94.0,-7.0
HBC,910,1279,-369,7.0,5.0,2.0
DIG,2482,1642,840,51.0,38.0,13.0
BVH,459,495,-36,6.0,12.0,-6.0
PHR,293,515,-222,6.0,5.0,1.0
AGG,560,310,250,30.0,36.0,-6.0
ITA,1578,2293,-715,2.0,5.0,-3.0
IDC,998,542,456,27.0,42.0,-15.0
TNG,605,524,81,25.0,18.0,7.0
HNG,1609,2258,-649,19.0,18.0,1.0
DRC,804,753,51,10.0,8.0,2.0
KDC,111,116,-5,30.0,26.0,4.0
MBS,497,497,0,6.0,7.0,-1.0
KLF,505,472,33,4.0,5.0,-1.0
GEX,1116,973,143,32.0,33.0,-1.0
APG,759,903,-144,1.0,1.0,0.0
PAN,706,486,220,5.0,15.0,-10.0
TCH,3282,2065,1217,41.0,19.0,22.0
DCM,1412,962,450,9.0,6.0,3.0
NLG,1501,757,744,35.0,16.0,19.0
DLG,1227,1256,-29,0.0,2.0,-2.0
HQC,1109,1113,-4,3.0,2.0,1.0
VJC,140,121,19,4.0,5.0,-1.0
DGC,254,313,-59,0.0,5.0,-5.0
CRE,125,82,43,26.0,12.0,14.0
REE,405,486,-81,3.0,11.0,-8.0
NKG,1524,811,713,22.0,9.0,13.0
VGT,3418,1041,2377,68.0,106.0,-38.0
KSB,489,680,-191,2.0,3.0,-1.0
TSC,941,821,120,9.0,17.0,-8.0
DPM,1115,764,351,18.0,3.0,15.0
HDG,324,322,2,0.0,4.0,-4.0
KDH,704,636,68,19.0,15.0,4.0
VCS,70,66,4,1.0,3.0,-2.0
ASM,506,679,-173,1.0,1.0,0.0
PSH,77,18,59,3.0,0.0,3.0
TCM,200,218,-18,2.0,12.0,-10.0
HDC,320,319,1,3.0,6.0,-3.0
ART,613,414,199,1.0,4.0,-3.0
HAH,410,588,-178,2.0,7.0,-5.0
VTP,371,222,149,2.0,9.0,-7.0
CII,719,429,290,7.0,14.0,-7.0
OIL,592,347,245,1.0,5.0,-4.0
LCG,453,505,-52,0.0,0.0,0.0
PET,1017,717,300,8.0,8.0,0.0
VDS,287,490,-203,2.0,6.0,-4.0
SZC,629,495,134,2.0,4.0,-2.0
PTB,167,105,62,0.0,2.0,-2.0
HVN,421,441,-20,3.0,0.0,3.0
BMI,237,134,103,12.0,3.0,9.0
CTR,209,217,-8,11.0,10.0,1.0
SHI,385,186,199,4.0,5.0,-1.0
VIB,155,257,-102,2.0,1.0,1.0
APH,83,85,-2,9.0,7.0,2.0
BCG,334,440,-106,0.0,1.0,-1.0
PNJ,218,107,111,4.0,3.0,1.0
VPG,133,218,-85,0.0,0.0,0.0
FCN,586,469,117,2.0,3.0,-1.0
CKG,564,425,139,1.0,2.0,-1.0
HPX,52,108,-56,5.0,12.0,-7.0
LDG,1365,990,375,1.0,0.0,1.0
TTF,811,638,173,0.0,2.0,-2.0
AAS,454,432,22,3.0,3.0,0.0
ANV,326,400,-74,3.0,6.0,-3.0
AGR,356,523,-167,2.0,0.0,2.0
TDH,441,298,143,2.0,1.0,1.0
FRT,703,671,32,6.0,3.0,3.0
BSI,431,276,155,0.0,7.0,-7.0
CTS,319,484,-165,0.0,1.0,-1.0
HAG,639,538,101,3.0,4.0,-1.0
BVS,136,251,-115,1.0,2.0,-1.0
SBS,541,414,127,0.0,5.0,-5.0
S99,342,224,118,0.0,4.0,-4.0
IDI,227,388,-161,0.0,0.0,0.0
CEO,756,675,81,23.0,12.0,11.0
SJS,286,95,191,12.0,3.0,9.0
AMD,519,723,-204,0.0,0.0,0.0
HUT,166,431,-265,4.0,10.0,-6.0
QNS,121,265,-144,2.0,1.0,1.0
FTS,285,411,-126,2.0,1.0,1.0
NDN,141,146,-5,1.0,4.0,-3.0
BWE,180,158,22,4.0,0.0,4.0
FMC,145,189,-44,0.0,1.0,-1.0
LTG,274,230,44,4.0,5.0,-1.0
TVB,400,133,267,2.0,4.0,-2.0
MPC,90,224,-134,0.0,1.0,-1.0
VOC,113,104,9,0.0,0.0,0.0
APS,255,227,28,0.0,2.0,-2.0
HAI,448,548,-100,0.0,0.0,0.0
DGW,187,135,52,2.0,2.0,0.0
DHC,285,73,212,6.0,4.0,2.0
VCG,265,89,176,1.0,0.0,1.0
LSS,229,271,-42,1.0,0.0,1.0
DRI,487,410,77,8.0,3.0,5.0
PLC,126,192,-66,0.0,0.0,0.0
GIL,87,110,-23,3.0,1.0,2.0
HAP,355,128,227,0.0,3.0,-3.0
D2D,300,289,11,3.0,4.0,-1.0
HT1,237,193,44,0.0,2.0,-2.0
VGI,500,314,186,8.0,6.0,2.0
VPI,96,72,24,5.0,1.0,4.0
MSR,254,207,47,0.0,2.0,-2.0
PVP,173,201,-28,0.0,3.0,-3.0
TDC,173,164,9,0.0,1.0,-1.0
HHS,1397,954,443,7.0,2.0,5.0
SMC,490,292,198,5.0,2.0,3.0
NHH,42,46,-4,2.0,2.0,0.0
DCL,105,156,-51,1.0,8.0,-7.0
BMP,58,55,3,0.0,0.0,0.0
DPG,93,83,10,1.0,1.0,0.0
MHC,277,110,167,0.0,2.0,-2.0
CTI,138,154,-16,0.0,0.0,0.0
TLH,1188,524,664,6.0,5.0,1.0
