Stock,B,S,G,BB,BS,BG
HPG,244.0,281.0,-37.0,13.0,4.0,9.0
VPB,42.0,144.0,-102.0,3.0,8.0,-5.0
SHB,237.0,152.0,85.0,11.0,14.0,-3.0
TCB,298.0,482.0,-184.0,1.0,5.0,-4.0
PDR,5.0,33.0,-28.0,0.0,2.0,-2.0
SSI,156.0,163.0,-7.0,2.0,5.0,-3.0
STB,102.0,197.0,-95.0,7.0,6.0,1.0
HSG,61.0,182.0,-121.0,2.0,2.0,0.0
CTG,223.0,205.0,18.0,0.0,2.0,-2.0
MBB,208.0,297.0,-89.0,4.0,3.0,1.0
NVL,29.0,34.0,-5.0,8.0,0.0,8.0
FLC,56.0,100.0,-44.0,3.0,0.0,3.0
MSN,2.0,48.0,-46.0,0.0,1.0,-1.0
VHM,22.0,93.0,-71.0,3.0,7.0,-4.0
VIC,13.0,57.0,-44.0,0.0,0.0,0.0
KBC,27.0,51.0,-24.0,0.0,4.0,-4.0
HCM,56.0,92.0,-36.0,6.0,4.0,2.0
CTR,18.0,14.0,4.0,0.0,0.0,0.0
ACB,80.0,52.0,28.0,2.0,2.0,0.0
FPT,36.0,79.0,-43.0,1.0,4.0,-3.0
PVS,278.0,194.0,84.0,19.0,12.0,7.0
BSR,224.0,223.0,1.0,8.0,5.0,3.0
VND,265.0,187.0,78.0,4.0,18.0,-14.0
SHS,179.0,124.0,55.0,11.0,3.0,8.0
VCB,27.0,46.0,-19.0,0.0,0.0,0.0
HDG,25.0,45.0,-20.0,0.0,2.0,-2.0
LPB,71.0,105.0,-34.0,0.0,4.0,-4.0
IJC,26.0,33.0,-7.0,0.0,1.0,-1.0
GVR,20.0,36.0,-16.0,0.0,0.0,0.0
VNM,27.0,76.0,-49.0,0.0,2.0,-2.0
KDC,3.0,0.0,3.0,3.0,0.0,3.0
NVB,56.0,24.0,32.0,0.0,0.0,0.0
MWG,20.0,32.0,-12.0,2.0,1.0,1.0
DBC,5.0,18.0,-13.0,0.0,1.0,-1.0
HAH,19.0,30.0,-11.0,0.0,1.0,-1.0
AGG,8.0,5.0,3.0,1.0,1.0,0.0
HDB,9.0,45.0,-36.0,0.0,0.0,0.0
DIG,24.0,60.0,-36.0,0.0,0.0,0.0
FRT,10.0,23.0,-13.0,0.0,0.0,0.0
DXG,27.0,71.0,-44.0,0.0,6.0,-6.0
VCI,88.0,113.0,-25.0,0.0,0.0,0.0
HDC,14.0,11.0,3.0,0.0,0.0,0.0
TCH,104.0,37.0,67.0,5.0,2.0,3.0
VRE,31.0,100.0,-69.0,0.0,1.0,-1.0
